rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
11,Gabriel Magalhães,BRA,DF,Arsenal,ENG-Premier League,22.0,1997.0,23,1996,2,0,2,2,0,1.3,1.3,18.0,80.0,0.09,0.0,25.0,15.0,68.4,19.0,8.0,26.0,74.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1332.0,1559.0,85.4,8542.0,91.6,92.1,52.5,2.0,67.0,3.0,210.0,6.0,83.3,1.0,18.0,6.0,2.0,5.0,2,16.0,25.0,0.72,0.13,0.5,58.8,0.59,0.0,0,2020-21,29.0
12,Gabriel Martinelli,BRA,FW,Arsenal,ENG-Premier League,19.0,2001.0,14,589,2,1,3,2,0,3.3,3.3,23.0,8.0,0.31,0.15,7.0,1.0,40.0,0.0,6.0,8.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,121.0,159.0,76.1,346.0,82.4,78.0,28.6,9.0,3.0,6.0,7.0,25.0,52.0,12.0,23.0,6.0,13.0,22.0,2,20.0,40.0,3.06,0.1,0.25,35.0,3.2,0.15,0,2020-21,25.0
13,Granit Xhaka,SUI,"MF,DF",Arsenal,ENG-Premier League,27.0,1992.0,31,2522,1,2,3,1,0,0.9,0.9,41.0,276.0,0.04,0.07,50.0,26.0,51.7,7.0,16.0,24.0,38.0,3.0,0,0.0,0,0.0,0,0.0,0.0,2011.0,2239.0,89.8,10193.0,93.1,93.0,78.2,17.0,271.0,26.0,96.0,16.0,50.0,8.0,41.0,40.0,0.0,20.0,1,21.0,33.3,0.75,0.05,0.14,52.7,1.79,0.18,0,2020-21,34.0
14,Hector Bellerin,ESP,"DF,MF",Arsenal,ENG-Premier League,25.0,1995.0,25,2089,1,2,3,1,0,0.8,0.8,46.0,108.0,0.04,0.09,29.0,19.0,29.3,8.0,18.0,33.0,33.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1080.0,1324.0,81.6,4280.0,89.2,83.7,57.4,20.0,69.0,26.0,55.0,25.0,48.0,13.0,46.0,32.0,9.0,24.0,1,15.0,33.3,0.65,0.07,0.2,50.8,1.98,0.3,0,2020-21,31.0
15,Joe Willock,ENG,MF,Arsenal,ENG-Premier League,20.0,1999.0,7,238,0,0,0,0,0,0.3,0.3,8.0,11.0,0.0,0.0,6.0,3.0,42.9,1.0,5.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,68.0,93.0,73.1,264.0,89.1,80.0,25.0,2.0,6.0,4.0,8.0,9.0,44.4,5.0,8.0,6.0,0.0,13.0,0,4.0,0.0,1.51,0.0,,66.7,3.4,0.0,0,2020-21,27.0
16,Kieran Tierney,SCO,DF,Arsenal,ENG-Premier League,23.0,1997.0,27,2299,1,3,4,1,0,0.5,0.5,82.0,95.0,0.04,0.12,27.0,15.0,35.5,10.0,21.0,16.0,63.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1130.0,1523.0,74.2,5120.0,87.7,76.5,37.7,31.0,64.0,31.0,95.0,30.0,53.3,14.0,82.0,50.0,16.0,24.0,1,15.0,20.0,0.59,0.07,0.33,27.6,2.23,0.31,0,2020-21,29.0
17,Martin Ødegaard,NOR,MF,Arsenal,ENG-Premier League,21.0,1998.0,14,866,1,2,3,1,0,0.7,0.7,16.0,65.0,0.1,0.21,9.0,3.0,28.6,0.0,2.0,2.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,462.0,533.0,86.7,1663.0,94.7,85.1,52.2,20.0,43.0,18.0,6.0,17.0,76.5,4.0,16.0,18.0,3.0,14.0,1,15.0,20.0,1.56,0.07,0.33,13.3,4.36,0.52,0,2020-21,28.0
18,Mathew Ryan,AUS,GK,Arsenal,ENG-Premier League,28.0,1992.0,3,270,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,63.0,68.0,92.6,828.0,100.0,100.0,58.3,1.0,0.0,0.0,53.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,50.0,0.33,0.0,0,2020-21,34.0
19,Mohamed Elneny,EGY,MF,Arsenal,ENG-Premier League,28.0,1992.0,23,1544,1,0,1,1,0,0.4,0.4,17.0,99.0,0.06,0.0,14.0,6.0,25.0,4.0,7.0,24.0,20.0,2.0,0,0.0,0,0.0,0,0.0,0.0,944.0,1019.0,92.6,4034.0,94.2,96.2,78.0,4.0,77.0,5.0,59.0,7.0,57.1,3.0,17.0,15.0,1.0,7.0,1,9.0,22.2,0.52,0.11,0.5,22.6,1.11,0.06,0,2020-21,34.0
20,Nicolas Pépé,CIV,FW,Arsenal,ENG-Premier League,25.0,1995.0,29,1616,10,1,11,9,1,5.8,5.0,56.0,45.0,0.56,0.06,20.0,15.0,34.8,1.0,15.0,12.0,19.0,0.0,0,0.0,0,0.0,0,0.0,0.0,519.0,690.0,75.2,1281.0,84.8,76.9,40.0,11.0,16.0,17.0,19.0,66.0,40.9,39.0,56.0,28.0,36.0,56.0,10,47.0,40.4,2.62,0.19,0.47,54.5,2.39,0.45,0,2020-21,31.0
21,Pablo Marí,ESP,DF,Arsenal,ENG-Premier League,26.0,1993.0,10,900,0,0,0,0,0,0.1,0.1,4.0,21.0,0.0,0.0,15.0,9.0,50.0,7.0,1.0,9.0,30.0,2.0,0,0.0,0,0.0,0,0.0,0.0,552.0,630.0,87.6,3287.0,94.0,93.0,53.0,2.0,13.0,0.0,83.0,3.0,100.0,0.0,4.0,4.0,0.0,1.0,0,2.0,0.0,0.2,0.0,,54.3,0.3,0.0,0,2020-21,33.0
22,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,ENG-Premier League,31.0,1989.0,29,2332,10,3,13,8,2,10.2,8.6,65.0,66.0,0.39,0.12,12.0,8.0,15.0,0.0,18.0,7.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0.0,499.0,674.0,74.0,1366.0,83.9,69.5,63.2,22.0,29.0,22.0,19.0,25.0,48.0,13.0,65.0,29.0,28.0,39.0,10,55.0,34.5,2.12,0.15,0.42,37.0,1.85,0.27,0,2020-21,37.0
23,Reiss Nelson,ENG,"FW,MF",Arsenal,ENG-Premier League,20.0,1999.0,2,71,0,0,0,0,0,0.1,0.1,4.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,17.0,29.0,58.6,72.0,100.0,58.3,33.3,0.0,3.0,1.0,1.0,4.0,25.0,3.0,4.0,2.0,0.0,0.0,0,1.0,0.0,1.27,0.0,,,1.27,0.0,0,2020-21,27.0
24,Rob Holding,ENG,DF,Arsenal,ENG-Premier League,24.0,1995.0,30,2558,0,1,1,0,0,1.0,1.0,10.0,114.0,0.0,0.04,43.0,20.0,48.6,27.0,10.0,24.0,120.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1578.0,1819.0,86.8,10249.0,92.2,92.2,64.7,4.0,123.0,6.0,283.0,11.0,72.7,3.0,10.0,10.0,0.0,12.0,0,14.0,14.3,0.49,0.0,0.0,54.2,0.49,0.11,0,2020-21,31.0
25,Rúnar Alex Rúnarsson,ISL,GK,Arsenal,ENG-Premier League,25.0,1995.0,1,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,7.0,11.0,63.6,32.0,100.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2020-21,31.0
26,Sead Kolašinac,BIH,DF,Arsenal,ENG-Premier League,27.0,1993.0,1,90,0,0,0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,57.0,67.0,85.1,147.0,91.7,95.7,50.0,0.0,3.0,1.0,2.0,0.0,,0.0,2.0,0.0,1.0,0.0,0,0.0,,0.0,,,50.0,0.0,0.0,0,2020-21,33.0
27,Shkodran Mustafi,GER,DF,Arsenal,ENG-Premier League,28.0,1992.0,3,47,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,44.0,50.0,88.0,212.0,71.4,100.0,57.1,0.0,2.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,100.0,0.0,0.0,0,2020-21,34.0
28,Thomas Partey,GHA,MF,Arsenal,ENG-Premier League,27.0,1993.0,24,1534,0,2,2,0,0,1.3,1.3,33.0,121.0,0.0,0.12,44.0,21.0,42.9,5.0,12.0,23.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,994.0,1149.0,86.5,5283.0,91.3,91.0,68.2,12.0,143.0,11.0,42.0,35.0,80.0,7.0,33.0,37.0,1.0,21.0,0,26.0,15.4,1.53,0.0,0.0,56.1,1.82,0.18,0,2020-21,33.0
29,Willian,BRA,FW,Arsenal,ENG-Premier League,31.0,1988.0,25,1406,1,5,6,1,0,1.9,1.9,51.0,78.0,0.06,0.32,13.0,7.0,37.5,0.0,13.0,8.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,625.0,790.0,79.1,2098.0,91.6,80.6,55.5,32.0,34.0,33.0,9.0,18.0,72.2,5.0,51.0,36.0,10.0,23.0,1,20.0,15.0,1.28,0.05,0.33,36.0,4.23,0.7,0,2020-21,38.0
30,Ahmed Elmohamady,EGY,DF,Aston Villa,ENG-Premier League,32.0,1987.0,14,839,0,0,0,0,0,0.4,0.4,10.0,45.0,0.0,0.0,17.0,13.0,64.3,3.0,3.0,17.0,26.0,0.0,0,0.0,0,0.0,0,0.0,0.0,468.0,618.0,75.7,3180.0,89.6,77.3,51.5,13.0,34.0,21.0,36.0,3.0,66.7,1.0,10.0,6.0,1.0,5.0,0,9.0,11.1,0.97,0.0,0.0,66.7,2.9,0.11,0,2020-21,39.0
31,Anwar El Ghazi,NED,FW,Aston Villa,ENG-Premier League,25.0,1995.0,28,1613,10,0,10,6,4,8.4,5.3,50.0,47.0,0.56,0.0,16.0,13.0,30.4,0.0,11.0,6.0,11.0,0.0,0,0.0,0,0.0,0,0.0,0.0,432.0,628.0,68.8,1686.0,81.2,67.5,47.8,26.0,24.0,19.0,23.0,49.0,53.1,23.0,50.0,38.0,11.0,48.0,10,60.0,43.3,3.35,0.1,0.23,36.4,3.62,0.11,0,2020-21,31.0
32,Bertrand Traoré,BFA,FW,Aston Villa,ENG-Premier League,24.0,1995.0,36,2317,7,6,13,7,0,6.6,6.6,51.0,77.0,0.27,0.23,26.0,10.0,29.4,1.0,22.0,15.0,14.0,1.0,0,0.0,0,0.0,0,0.0,0.0,569.0,808.0,70.4,2435.0,81.8,75.1,51.3,35.0,32.0,26.0,23.0,97.0,53.6,45.0,51.0,38.0,28.0,69.0,7,64.0,35.9,2.49,0.11,0.3,50.8,3.22,0.35,0,2020-21,31.0
33,Carney Chukwuemeka,ENG,"MF,FW",Aston Villa,ENG-Premier League,16.0,2003.0,2,20,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6.0,9.0,66.7,13.0,83.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,4.5,0.0,,20.0,0.0,0.0,0,2020-21,23.0
34,Conor Hourihane,IRL,MF,Aston Villa,ENG-Premier League,29.0,1991.0,4,225,1,1,2,1,0,0.7,0.7,1.0,23.0,0.4,0.4,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,122.0,164.0,74.4,523.0,96.1,74.6,48.4,5.0,13.0,2.0,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,1,5.0,40.0,2.0,0.2,0.5,100.0,3.2,0.4,0,2020-21,35.0
35,Douglas Luiz,BRA,MF,Aston Villa,ENG-Premier League,22.0,1998.0,33,2781,0,2,2,0,0,1.2,1.2,47.0,131.0,0.0,0.06,49.0,18.0,34.5,17.0,35.0,43.0,44.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1217.0,1445.0,84.2,6015.0,88.6,91.0,71.7,19.0,134.0,13.0,106.0,32.0,71.9,9.0,47.0,42.0,3.0,25.0,0,26.0,30.8,0.84,0.0,0.0,50.6,1.68,0.23,0,2020-21,28.0
36,Emiliano Martínez,ARG,GK,Aston Villa,ENG-Premier League,27.0,1992.0,38,3420,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,75.0,0.0,0.0,2.0,10.0,2.0,0,0.0,0,0.0,0,0.0,0.0,881.0,1320.0,66.7,20300.0,98.5,98.4,43.5,2.0,26.0,1.0,1173.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,84.6,0.13,0.03,0,2020-21,34.0
37,Ezri Konsa,ENG,DF,Aston Villa,ENG-Premier League,22.0,1997.0,36,3196,2,0,2,2,0,2.4,2.4,3.0,32.0,0.06,0.0,25.0,13.0,69.2,47.0,6.0,29.0,162.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1102.0,1305.0,84.4,6304.0,86.0,92.0,61.4,2.0,37.0,2.0,315.0,6.0,100.0,0.0,3.0,1.0,0.0,18.0,2,22.0,31.8,0.62,0.09,0.29,63.3,0.2,0.0,0,2020-21,29.0
38,Jack Grealish,ENG,"FW,MF",Aston Villa,ENG-Premier League,24.0,1995.0,26,2185,6,10,16,6,0,4.6,4.6,172.0,189.0,0.25,0.41,31.0,14.0,62.5,3.0,17.0,12.0,5.0,3.0,0,0.0,0,0.0,0,0.0,0.0,872.0,1105.0,78.9,4406.0,87.4,83.2,52.7,81.0,91.0,69.0,19.0,101.0,64.4,36.0,172.0,98.0,79.0,55.0,6,50.0,34.0,2.06,0.12,0.35,48.1,6.96,0.82,0,2020-21,31.0
39,Jacob Ramsey,ENG,MF,Aston Villa,ENG-Premier League,19.0,2001.0,22,626,0,0,0,0,0,0.5,0.5,8.0,23.0,0.0,0.0,10.0,5.0,16.7,6.0,7.0,4.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,192.0,229.0,83.8,765.0,89.5,89.7,73.7,6.0,15.0,1.0,18.0,12.0,58.3,5.0,8.0,9.0,2.0,14.0,0,11.0,9.1,1.58,0.0,0.0,43.8,2.29,0.29,0,2020-21,25.0
40,Jaden Philogene Bidace,ENG,FW,Aston Villa,ENG-Premier League,18.0,2002.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,4.0,50.0,0.0,33.3,100.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2020-21,24.0
41,John McGinn,SCO,MF,Aston Villa,ENG-Premier League,25.0,1994.0,37,3330,3,5,8,3,0,2.5,2.5,33.0,221.0,0.08,0.14,61.0,37.0,32.1,6.0,32.0,43.0,23.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1102.0,1439.0,76.6,7785.0,85.6,82.9,62.2,42.0,199.0,36.0,65.0,77.0,67.5,25.0,33.0,36.0,7.0,67.0,3,45.0,24.4,1.22,0.07,0.27,30.4,3.24,0.41,0,2020-21,32.0
42,Keinan Davis,ENG,"FW,MF",Aston Villa,ENG-Premier League,22.0,1998.0,15,277,1,1,2,1,0,1.5,1.5,7.0,6.0,0.32,0.32,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,55.0,77.0,71.4,133.0,92.7,55.0,40.0,6.0,2.0,3.0,3.0,12.0,75.0,3.0,7.0,6.0,4.0,10.0,1,9.0,22.2,2.92,0.11,0.5,52.9,4.53,0.65,0,2020-21,28.0
43,Kortney Hause,ENG,DF,Aston Villa,ENG-Premier League,25.0,1995.0,7,630,1,0,1,1,0,1.0,1.0,1.0,10.0,0.14,0.0,4.0,2.0,0.0,2.0,2.0,8.0,53.0,0.0,0,0.0,0,0.0,0,0.0,0.0,173.0,232.0,74.6,1459.0,76.6,86.1,47.9,0.0,13.0,0.0,59.0,0.0,,0.0,1.0,2.0,0.0,1.0,1,5.0,20.0,0.71,0.2,1.0,69.6,0.14,0.0,0,2020-21,31.0
44,Marvelous Nakamba,ZIM,MF,Aston Villa,ENG-Premier League,26.0,1994.0,13,749,0,0,0,0,0,0.0,0.0,1.0,9.0,0.0,0.0,22.0,14.0,58.3,5.0,11.0,17.0,9.0,1.0,0,0.0,0,0.0,0,0.0,0.0,240.0,286.0,83.9,971.0,90.0,87.0,57.1,2.0,18.0,0.0,25.0,4.0,100.0,0.0,1.0,7.0,0.0,8.0,0,2.0,50.0,0.24,0.0,0.0,42.9,0.6,0.0,0,2020-21,32.0
45,Matt Targett,ENG,DF,Aston Villa,ENG-Premier League,24.0,1995.0,38,3404,0,2,2,0,0,0.3,0.3,26.0,231.0,0.0,0.05,83.0,39.0,63.6,14.0,26.0,55.0,102.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1647.0,2189.0,75.2,13151.0,87.4,76.1,50.6,38.0,161.0,47.0,160.0,25.0,60.0,10.0,26.0,30.0,2.0,24.0,0,6.0,33.3,0.16,0.0,0.0,58.7,2.17,0.24,0,2020-21,31.0
46,Matty Cash,POL,DF,Aston Villa,ENG-Premier League,22.0,1997.0,28,2372,0,2,2,0,0,0.3,0.3,43.0,76.0,0.0,0.08,71.0,40.0,55.4,11.0,39.0,60.0,95.0,0.0,0,0.0,0,0.0,0,0.0,0.0,959.0,1320.0,72.7,6050.0,88.2,75.2,41.4,21.0,73.0,23.0,143.0,18.0,66.7,6.0,43.0,33.0,5.0,20.0,0,9.0,22.2,0.34,0.0,0.0,46.6,1.33,0.08,0,2020-21,29.0
47,Morgan Sanson,FRA,MF,Aston Villa,ENG-Premier League,25.0,1994.0,9,294,0,0,0,0,0,0.0,0.0,9.0,16.0,0.0,0.0,7.0,4.0,25.0,0.0,5.0,4.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,118.0,154.0,76.6,504.0,93.3,77.8,52.9,1.0,12.0,3.0,2.0,7.0,57.1,3.0,9.0,12.0,1.0,10.0,0,2.0,0.0,0.61,0.0,,62.5,1.53,0.0,0,2020-21,32.0
48,Neil Taylor,WAL,DF,Aston Villa,ENG-Premier League,31.0,1989.0,1,16,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,9.0,10.0,90.0,24.0,90.0,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2020-21,37.0
49,Ollie Watkins,ENG,FW,Aston Villa,ENG-Premier League,24.0,1995.0,37,3328,14,5,19,13,1,14.5,13.0,84.0,55.0,0.38,0.14,29.0,17.0,30.3,2.0,19.0,7.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0.0,592.0,843.0,70.2,1260.0,77.2,71.0,50.0,45.0,38.0,23.0,28.0,70.0,57.1,30.0,84.0,44.0,56.0,116.0,14,95.0,45.3,2.57,0.14,0.3,46.9,3.03,0.38,0,2020-21,31.0
50,Ross Barkley,ENG,MF,Aston Villa,ENG-Premier League,26.0,1993.0,24,1531,3,1,4,3,0,3.1,3.1,40.0,88.0,0.18,0.06,6.0,2.0,20.0,1.0,8.0,5.0,6.0,1.0,0,0.0,0,0.0,0,0.0,0.0,640.0,795.0,80.5,2800.0,86.2,83.9,67.0,39.0,46.0,25.0,18.0,43.0,67.4,11.0,40.0,26.0,12.0,38.0,3,38.0,28.9,2.23,0.08,0.27,48.8,4.47,0.29,0,2020-21,33.0
51,Trézéguet,EGY,FW,Aston Villa,ENG-Premier League,25.0,1994.0,21,1166,2,1,3,2,0,3.8,3.8,31.0,35.0,0.15,0.08,33.0,18.0,28.9,1.0,12.0,19.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0.0,223.0,317.0,70.3,947.0,81.3,72.5,44.8,13.0,21.0,5.0,17.0,31.0,54.8,14.0,31.0,25.0,14.0,28.0,2,35.0,34.3,2.7,0.06,0.17,38.4,2.63,0.15,0,2020-21,32.0
52,Tyrone Mings,ENG,DF,Aston Villa,ENG-Premier League,27.0,1993.0,36,3194,2,2,4,2,0,1.9,1.9,12.0,104.0,0.06,0.06,32.0,16.0,66.7,40.0,19.0,41.0,172.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1315.0,1697.0,77.5,12308.0,86.6,91.3,43.5,7.0,97.0,4.0,343.0,8.0,75.0,2.0,12.0,10.0,1.0,19.0,2,19.0,36.8,0.54,0.11,0.29,72.0,0.65,0.06,0,2020-21,33.0
