player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Stephan Ambrosius,Bundesliga,2017-18,2.0,0.0,91.4,0.0,0.0,1,45.0
Sven Schipplock,Bundesliga,2017-18,3.0,4.0,57.8,2.11,5.0,9,37.55555555555556
Tatsuya Ito,Bundesliga,2017-18,45.0,13.0,76.1,3.47,21.0,20,50.6
Törles Knöll,Bundesliga,2017-18,0.0,0.0,33.3,0.0,0.0,1,18.0
Vasilije Janjicic,Bundesliga,2017-18,20.0,3.0,80.7,1.41,12.0,7,45.714285714285715
Ville Matti Steinmann,Bundesliga,2017-18,31.0,5.0,82.0,1.96,24.0,8,74.375
Walace,Bundesliga,2017-18,73.0,12.0,79.1,1.71,53.0,18,73.22222222222223
Charlison Benschop,Bundesliga,2017-18,6.0,1.0,70.4,0.98,7.0,7,26.285714285714285
Felipe,Bundesliga,2017-18,23.0,1.0,75.6,0.39,18.0,6,76.16666666666667
Felix Klaus,Bundesliga,2017-18,55.0,32.0,69.1,4.18,26.0,28,70.75
Florian Hübner,Bundesliga,2017-18,5.0,1.0,84.8,0.83,7.0,9,36.333333333333336
Ihlas Bebou,Bundesliga,2017-18,86.0,42.0,69.8,4.37,39.0,30,71.33333333333333
Iver Fossum,Bundesliga,2017-18,67.0,16.0,76.2,3.38,46.0,19,68.73684210526316
Jonathas,Bundesliga,2017-18,11.0,12.0,62.2,2.41,8.0,12,52.833333333333336
Josip Elez,Bundesliga,2017-18,39.0,0.0,77.9,0.81,35.0,11,70.36363636363636
Julian Korb,Bundesliga,2017-18,119.0,22.0,67.9,1.7,82.0,28,83.42857142857143
Kenan Karaman,Bundesliga,2017-18,31.0,7.0,73.2,2.52,12.0,22,38.86363636363637
Linton Maina,Bundesliga,2017-18,3.0,3.0,90.0,13.64,2.0,1,5.0
Manuel Schmiedebach,Bundesliga,2017-18,9.0,3.0,68.6,3.27,8.0,6,27.5
Martin Harnik,Bundesliga,2017-18,50.0,17.0,64.8,1.91,31.0,30,62.93333333333333
Marvin Bakalorz,Bundesliga,2017-18,72.0,14.0,68.8,1.88,58.0,28,73.39285714285714
Matthias Ostrzolek,Bundesliga,2017-18,111.0,22.0,69.8,2.42,79.0,27,88.11111111111111
Michael Esser,Bundesliga,2017-18,0.0,0.0,76.2,0.0,4.0,3,90.0
Miiko Albornoz,Bundesliga,2017-18,25.0,8.0,76.8,2.56,17.0,10,70.3
Niclas Füllkrug,Bundesliga,2017-18,55.0,37.0,62.0,2.75,35.0,34,70.20588235294117
Noah Joel Sarenren Bazee,Bundesliga,2017-18,4.0,0.0,37.5,0.77,1.0,7,16.857142857142858
Oliver Sorg,Bundesliga,2017-18,59.0,8.0,68.9,1.28,53.0,22,76.68181818181819
Philipp Tschauner,Bundesliga,2017-18,0.0,0.0,70.4,0.1,14.0,31,90.0
Pirmin Schwegler,Bundesliga,2017-18,141.0,47.0,75.0,3.03,106.0,29,79.96551724137932
Salif Sané,Bundesliga,2017-18,138.0,10.0,80.5,1.22,98.0,32,89.96875
Sebastian Maier,Bundesliga,2017-18,14.0,3.0,64.7,1.36,8.0,10,26.5
Timo Hübers,Bundesliga,2017-18,13.0,4.0,75.6,1.0,10.0,5,90.0
Waldemar Anton,Bundesliga,2017-18,101.0,2.0,79.4,0.55,66.0,27,84.37037037037037
Alexander Esswein,Bundesliga,2017-18,20.0,5.0,72.7,2.04,16.0,16,38.5625
Arne Maier,Bundesliga,2017-18,81.0,7.0,82.6,1.69,59.0,17,71.94117647058823
Davie Selke,Bundesliga,2017-18,25.0,15.0,58.4,2.43,21.0,27,69.85185185185185
Fabian Lustenberger,Bundesliga,2017-18,59.0,6.0,82.5,1.08,53.0,23,68.82608695652173
Genki Haraguchi,Bundesliga,2017-18,4.0,2.0,65.6,2.15,2.0,7,30.142857142857142
Jordan Torunarigha,Bundesliga,2017-18,18.0,1.0,78.9,0.27,22.0,12,55.25
Julian Schieber,Bundesliga,2017-18,0.0,0.0,46.2,0.0,0.0,3,18.666666666666668
Karim Rekik,Bundesliga,2017-18,61.0,2.0,83.7,0.35,51.0,26,88.53846153846153
Marvin Plattenhardt,Bundesliga,2017-18,137.0,32.0,74.5,1.73,106.0,33,90.0
Mathew Leckie,Bundesliga,2017-18,77.0,17.0,69.2,2.33,51.0,26,71.26923076923077
Maximilian Mittelstädt,Bundesliga,2017-18,17.0,4.0,66.5,1.49,12.0,11,38.54545454545455
Mitchell Weiser,Bundesliga,2017-18,120.0,40.0,73.1,3.32,94.0,24,82.45833333333333
Niklas Stark,Bundesliga,2017-18,98.0,5.0,80.2,0.65,66.0,26,85.0
Ondrej Duda,Bundesliga,2017-18,30.0,3.0,81.1,2.3,24.0,17,43.76470588235294
Palkó Dárdai,Bundesliga,2017-18,1.0,0.0,87.5,3.33,0.0,2,13.5
Per Ciljan Skjelbred,Bundesliga,2017-18,100.0,6.0,85.0,0.78,107.0,28,77.96428571428571
Peter Pekarík,Bundesliga,2017-18,65.0,12.0,77.5,1.64,60.0,17,80.88235294117646
Rune Jarstein,Bundesliga,2017-18,0.0,0.0,55.9,0.03,32.0,31,90.0
Salomon Kalou,Bundesliga,2017-18,73.0,15.0,69.0,1.43,50.0,31,71.19354838709677
Sebastian Langkamp,Bundesliga,2017-18,41.0,1.0,86.5,0.57,28.0,12,79.58333333333333
Thomas Kraft,Bundesliga,2017-18,0.0,0.0,60.6,0.0,1.0,3,90.0
Valentin Stocker,Bundesliga,2017-18,1.0,1.0,61.1,3.46,2.0,3,17.333333333333332
Valentino Lazaro,Bundesliga,2017-18,59.0,29.0,68.7,2.66,38.0,26,71.6923076923077
Vedad Ibišević,Bundesliga,2017-18,24.0,14.0,70.4,2.24,24.0,27,53.77777777777778
Vladimír Darida,Bundesliga,2017-18,108.0,15.0,77.7,2.15,81.0,21,77.85714285714286
Andrej Kramarić,Bundesliga,2017-18,114.0,52.0,72.7,3.96,70.0,34,65.52941176470588
Benjamin Hübner,Bundesliga,2017-18,117.0,11.0,83.6,1.01,101.0,27,85.74074074074075
Dennis Geiger,Bundesliga,2017-18,90.0,26.0,86.0,3.01,68.0,21,75.61904761904762
Ermin Bičakčić,Bundesliga,2017-18,18.0,1.0,85.1,0.99,12.0,9,60.888888888888886
Eugen Polanski,Bundesliga,2017-18,13.0,3.0,85.4,3.09,12.0,9,29.0
Felix Passlack,Bundesliga,2017-18,5.0,1.0,86.0,2.9,6.0,2,31.0
Florian Grillitsch,Bundesliga,2017-18,108.0,27.0,82.2,2.85,91.0,25,75.52
Håvard Nordtveit,Bundesliga,2017-18,61.0,1.0,86.5,1.3,52.0,15,64.6
Jeremy Toljan,Bundesliga,2017-18,1.0,1.0,84.0,2.0,3.0,2,90.0
Kerem Demirbay,Bundesliga,2017-18,76.0,31.0,77.0,4.31,62.0,19,63.73684210526316
Kevin Akpoguma,Bundesliga,2017-18,85.0,7.0,85.8,0.8,69.0,22,76.81818181818181
Kevin Vogt,Bundesliga,2017-18,126.0,9.0,88.8,1.06,116.0,31,90.0
Lukas Rupp,Bundesliga,2017-18,51.0,17.0,75.6,3.1,38.0,21,55.23809523809524
Mark Uth,Bundesliga,2017-18,44.0,29.0,73.3,2.27,27.0,31,70.2258064516129
Nadiem Amiri,Bundesliga,2017-18,89.0,30.0,77.3,3.83,71.0,28,62.285714285714285
Nico Schulz,Bundesliga,2017-18,75.0,27.0,72.8,3.14,65.0,27,65.92592592592592
Oliver Baumann,Bundesliga,2017-18,2.0,0.0,71.2,0.18,17.0,34,90.0
Pavel Kadeřábek,Bundesliga,2017-18,65.0,23.0,72.4,2.09,54.0,28,78.53571428571429
Philipp Ochs,Bundesliga,2017-18,1.0,1.0,63.6,2.43,1.0,3,24.333333333333332
Robert Žulj,Bundesliga,2017-18,8.0,3.0,71.7,2.16,5.0,5,41.6
Robin Hack,Bundesliga,2017-18,1.0,1.0,65.2,1.32,0.0,3,23.0
Sandro Wagner,Bundesliga,2017-18,29.0,18.0,67.4,3.41,26.0,11,79.0909090909091
Serge Gnabry,Bundesliga,2017-18,52.0,27.0,74.3,4.33,33.0,22,68.5
Stefan Posch,Bundesliga,2017-18,25.0,1.0,83.3,1.43,22.0,9,84.0
Steven Zuber,Bundesliga,2017-18,77.0,13.0,81.8,1.95,48.0,20,71.55
Ádám Szalai,Bundesliga,2017-18,18.0,12.0,73.4,2.11,10.0,18,49.77777777777778
Anas Ouahim,Bundesliga,2017-18,0.0,0.0,75.0,0.0,2.0,1,19.0
Birk Risa,Bundesliga,2017-18,1.0,1.0,57.1,2.22,1.0,2,40.5
Chris Führich,Bundesliga,2017-18,6.0,1.0,80.0,3.79,1.0,2,47.5
Christian Clemens,Bundesliga,2017-18,20.0,10.0,64.9,2.94,16.0,14,46.142857142857146
Claudio Pizarro,Bundesliga,2017-18,26.0,8.0,75.0,2.63,18.0,16,36.1875
Dominic Maroh,Bundesliga,2017-18,16.0,2.0,88.0,0.69,11.0,11,83.0909090909091
Dominique Heintz,Bundesliga,2017-18,158.0,8.0,81.9,0.81,121.0,31,90.0
Filip Kusić,Bundesliga,2017-18,0.0,0.0,100.0,6.0,0.0,1,15.0
Frederik Sørensen,Bundesliga,2017-18,74.0,6.0,71.7,1.08,51.0,28,71.46428571428571
Jannes Horn,Bundesliga,2017-18,19.0,10.0,78.2,1.85,15.0,11,75.0
Jhon Córdoba,Bundesliga,2017-18,16.0,7.0,67.0,2.82,8.0,18,53.166666666666664
Jonas Hector,Bundesliga,2017-18,89.0,21.0,76.6,2.4,66.0,20,87.95
Jorge Meré,Bundesliga,2017-18,70.0,1.0,84.3,0.52,53.0,22,85.9090909090909
Konstantin Rausch,Bundesliga,2017-18,38.0,8.0,68.9,2.04,33.0,12,77.08333333333333
Leonardo Bittencourt,Bundesliga,2017-18,69.0,26.0,71.4,3.29,41.0,22,73.31818181818181
Lukas Klünter,Bundesliga,2017-18,41.0,13.0,66.0,2.02,20.0,19,70.3157894736842
Marcel Risse,Bundesliga,2017-18,44.0,21.0,59.7,2.46,38.0,16,73.0625
Marco Höger,Bundesliga,2017-18,141.0,8.0,83.1,1.45,108.0,23,72.78260869565217
Matthias Lehmann,Bundesliga,2017-18,119.0,3.0,80.5,0.65,105.0,20,75.75
Miloš Jojić,Bundesliga,2017-18,72.0,31.0,70.7,3.95,42.0,25,58.36
Nikolas Nartey,Bundesliga,2017-18,0.0,0.0,100.0,12.86,0.0,1,7.0
Paweł Olkowski,Bundesliga,2017-18,8.0,0.0,47.7,1.0,11.0,5,90.0
Salih Özcan,Bundesliga,2017-18,88.0,18.0,78.1,2.53,76.0,23,72.6086956521739
Serhou Guirassy,Bundesliga,2017-18,25.0,7.0,71.1,2.65,17.0,15,56.733333333333334
Simon Terodde,Bundesliga,2017-18,18.0,15.0,63.8,2.17,18.0,15,77.33333333333333
Simon Zoller,Bundesliga,2017-18,21.0,9.0,70.1,1.68,16.0,17,56.64705882352941
Tim Handwerker,Bundesliga,2017-18,8.0,4.0,62.6,2.72,6.0,11,36.0
Timo Horn,Bundesliga,2017-18,0.0,3.0,57.2,0.29,47.0,34,90.0
Vincent Koziello,Bundesliga,2017-18,42.0,6.0,90.4,1.48,30.0,12,65.75
Yann Aurel Bisseck,Bundesliga,2017-18,9.0,0.0,91.5,0.0,12.0,3,52.0
Yuya Osako,Bundesliga,2017-18,93.0,24.0,70.2,2.85,63.0,25,75.84
Admir Mehmedi,Bundesliga,2017-18,43.0,21.0,77.9,4.37,26.0,12,58.333333333333336
Aleksandar Dragović,Bundesliga,2017-18,1.0,0.0,87.1,0.0,2.0,1,45.0
André Ramalho,Bundesliga,2017-18,3.0,0.0,78.6,0.0,0.0,3,11.333333333333334
Benjamin Henrichs,Bundesliga,2017-18,71.0,11.0,71.2,2.63,52.0,23,55.130434782608695
Bernd Leno,Bundesliga,2017-18,0.0,3.0,70.3,0.21,20.0,33,90.0
Charles Aránguiz,Bundesliga,2017-18,225.0,23.0,84.8,2.78,186.0,27,85.25925925925925
Dominik Kohr,Bundesliga,2017-18,116.0,18.0,82.5,3.41,82.0,28,59.42857142857143
Joel Pohjanpalo,Bundesliga,2017-18,2.0,0.0,60.0,0.78,1.0,7,16.571428571428573
Jonathan Tah,Bundesliga,2017-18,141.0,11.0,85.8,1.08,111.0,28,86.67857142857143
Julian Baumgartlinger,Bundesliga,2017-18,72.0,11.0,90.3,1.68,64.0,22,63.31818181818182
Julian Brandt,Bundesliga,2017-18,112.0,58.0,74.0,4.48,58.0,34,68.41176470588235
Kai Havertz,Bundesliga,2017-18,149.0,32.0,80.4,3.82,77.0,30,71.46666666666667
Karim Bellarabi,Bundesliga,2017-18,51.0,27.0,73.2,4.16,27.0,24,47.75
Kevin Kampl,Bundesliga,2017-18,5.0,1.0,88.2,6.0,7.0,1,30.0
Kevin Volland,Bundesliga,2017-18,77.0,33.0,72.1,2.33,51.0,31,83.58064516129032
Lars Bender,Bundesliga,2017-18,115.0,19.0,76.1,2.26,79.0,21,75.95238095238095
Leon Bailey,Bundesliga,2017-18,84.0,59.0,68.0,5.2,55.0,30,73.83333333333333
Lucas Alario,Bundesliga,2017-18,28.0,14.0,73.9,2.33,21.0,23,67.3913043478261
Panagiotis Retsos,Bundesliga,2017-18,93.0,7.0,83.3,1.31,72.0,24,71.5
Ramazan Özcan,Bundesliga,2017-18,0.0,0.0,76.9,0.0,1.0,1,90.0
Stefan Kießling,Bundesliga,2017-18,0.0,2.0,55.6,3.29,1.0,8,10.25
Sven Bender,Bundesliga,2017-18,110.0,4.0,85.7,0.88,82.0,29,80.86206896551724
Tin Jedvaj,Bundesliga,2017-18,40.0,2.0,77.5,1.5,37.0,10,59.9
Wendell,Bundesliga,2017-18,123.0,26.0,79.7,2.0,89.0,26,81.34615384615384
Abdou Diallo,Bundesliga,2017-18,100.0,5.0,74.4,0.89,84.0,27,89.44444444444444
Alexander Hack,Bundesliga,2017-18,58.0,5.0,76.2,0.63,54.0,15,85.8
Alexandru Maxim,Bundesliga,2017-18,55.0,19.0,73.4,4.32,45.0,22,43.5
Anthony Ujah,Bundesliga,2017-18,1.0,4.0,45.5,3.95,1.0,11,18.636363636363637
Daniel Brosinski,Bundesliga,2017-18,126.0,42.0,64.1,2.95,90.0,29,86.20689655172414
Danny Latza,Bundesliga,2017-18,139.0,35.0,77.9,2.95,101.0,29,81.10344827586206
Emil Berggreen,Bundesliga,2017-18,11.0,7.0,61.8,1.48,6.0,14,47.785714285714285
Fabian Frei,Bundesliga,2017-18,48.0,8.0,81.3,2.24,35.0,11,72.9090909090909
Florian Müller,Bundesliga,2017-18,0.0,0.0,56.3,0.0,1.0,5,90.0
Gerrit Holtmann,Bundesliga,2017-18,19.0,9.0,69.1,2.1,16.0,17,53.0
Giulio Donati,Bundesliga,2017-18,65.0,25.0,71.9,1.86,56.0,29,78.75862068965517
Jairo Samperio,Bundesliga,2017-18,1.0,0.0,57.1,2.5,1.0,2,18.0
Jean-Philippe Gbamin,Bundesliga,2017-18,128.0,13.0,78.1,1.39,112.0,30,86.36666666666666
Karim Onisiwo,Bundesliga,2017-18,6.0,3.0,62.5,3.52,3.0,8,32.0
Kenan Kodro,Bundesliga,2017-18,4.0,4.0,76.8,3.09,2.0,8,29.0
Leon Balogun,Bundesliga,2017-18,24.0,1.0,74.2,0.38,19.0,14,83.78571428571429
Levin Öztunalı,Bundesliga,2017-18,39.0,23.0,64.9,2.69,28.0,25,69.64
Nigel de Jong,Bundesliga,2017-18,32.0,4.0,83.3,1.71,28.0,11,67.0
Pablo de Blasis,Bundesliga,2017-18,68.0,29.0,72.6,3.33,55.0,25,66.08
René Adler,Bundesliga,2017-18,0.0,1.0,64.0,0.36,8.0,14,90.0
Ridle Baku,Bundesliga,2017-18,6.0,1.0,78.8,3.09,3.0,3,77.66666666666667
Robin Quaison,Bundesliga,2017-18,22.0,13.0,69.4,2.3,16.0,24,58.708333333333336
Robin Zentner,Bundesliga,2017-18,0.0,0.0,62.4,0.27,18.0,15,90.0
Stefan Bell,Bundesliga,2017-18,58.0,9.0,74.2,0.58,55.0,25,87.08
Suat Serdar,Bundesliga,2017-18,69.0,19.0,79.4,2.91,46.0,25,68.12
Viktor Fischer,Bundesliga,2017-18,11.0,5.0,75.0,3.49,9.0,10,33.6
Yoshinori Mutō,Bundesliga,2017-18,26.0,18.0,73.3,2.46,9.0,27,70.51851851851852
Ademola Lookman,Bundesliga,2017-18,23.0,17.0,74.6,5.33,21.0,11,52.18181818181818
Benno Schmitz,Bundesliga,2017-18,0.0,2.0,80.0,4.39,1.0,2,41.0
Bernardo,Bundesliga,2017-18,71.0,6.0,73.4,1.27,54.0,18,75.0
Bruma,Bundesliga,2017-18,90.0,25.0,77.8,3.58,72.0,28,57.535714285714285
Dayot Upamecano,Bundesliga,2017-18,109.0,8.0,83.6,0.87,60.0,28,81.0
Diego Demme,Bundesliga,2017-18,250.0,30.0,83.2,3.27,209.0,30,76.13333333333334
Dominik Kaiser,Bundesliga,2017-18,12.0,3.0,69.9,2.29,6.0,10,27.7
Emil Forsberg,Bundesliga,2017-18,53.0,39.0,72.6,5.33,45.0,21,65.23809523809524
Ibrahima Konaté,Bundesliga,2017-18,51.0,3.0,81.0,0.66,39.0,16,76.75
Jean-Kévin Augustin,Bundesliga,2017-18,15.0,15.0,76.6,2.77,10.0,25,50.64
Kevin Kampl,Bundesliga,2017-18,152.0,51.0,82.6,3.79,111.0,26,77.65384615384616
Konrad Laimer,Bundesliga,2017-18,86.0,13.0,78.1,2.09,60.0,22,60.77272727272727
Lukas Klostermann,Bundesliga,2017-18,80.0,15.0,76.8,1.32,56.0,26,84.23076923076923
Marcel Halstenberg,Bundesliga,2017-18,64.0,15.0,78.0,2.22,27.0,15,78.53333333333333
Marcel Sabitzer,Bundesliga,2017-18,112.0,34.0,71.2,3.57,78.0,22,81.36363636363636
Marvin Compper,Bundesliga,2017-18,3.0,0.0,94.8,0.0,2.0,2,45.0
Naby Keïta,Bundesliga,2017-18,148.0,38.0,80.1,4.24,101.0,27,72.66666666666667
Péter Gulácsi,Bundesliga,2017-18,1.0,0.0,69.4,0.21,23.0,33,90.0
Stefan Ilsanker,Bundesliga,2017-18,97.0,9.0,83.1,1.96,80.0,21,61.38095238095238
Timo Werner,Bundesliga,2017-18,43.0,24.0,70.9,2.39,23.0,32,77.9375
Willi Orban,Bundesliga,2017-18,97.0,7.0,83.1,0.55,72.0,26,81.76923076923077
Yussuf Poulsen,Bundesliga,2017-18,34.0,20.0,61.5,3.03,23.0,30,55.46666666666667
Yvon Mvogo,Bundesliga,2017-18,0.0,0.0,83.3,0.0,0.0,1,90.0
Alessandro Schöpf,Bundesliga,2017-18,38.0,6.0,75.0,1.67,20.0,15,53.86666666666667
Alexander Nübel,Bundesliga,2017-18,0.0,0.0,63.6,0.0,0.0,1,45.0
Amine Harit,Bundesliga,2017-18,95.0,38.0,81.9,4.31,53.0,31,65.90322580645162
Baba Rahman,Bundesliga,2017-18,3.0,0.0,66.7,2.65,1.0,1,34.0
Bastian Oczipka,Bundesliga,2017-18,135.0,57.0,72.1,3.96,87.0,29,80.0
Benjamin Stambouli,Bundesliga,2017-18,137.0,9.0,78.2,1.19,99.0,28,78.46428571428571
Breel Embolo,Bundesliga,2017-18,25.0,4.0,72.9,2.64,11.0,21,43.76190476190476
Cedric Teuchert,Bundesliga,2017-18,0.0,0.0,70.0,0.0,0.0,4,8.5
Coke,Bundesliga,2017-18,1.0,0.0,100.0,0.0,0.0,1,2.0
Daniel Caligiuri,Bundesliga,2017-18,143.0,48.0,70.0,3.02,90.0,33,88.39393939393939
Fabian Reese,Bundesliga,2017-18,3.0,0.0,87.0,3.6,1.0,7,10.714285714285714
Franco Di Santo,Bundesliga,2017-18,31.0,17.0,64.5,2.07,24.0,30,55.13333333333333
Guido Burgstaller,Bundesliga,2017-18,56.0,27.0,69.9,2.21,32.0,32,72.625
Leon Goretzka,Bundesliga,2017-18,106.0,18.0,78.0,2.36,70.0,26,76.23076923076923
Marko Pjaca,Bundesliga,2017-18,7.0,0.0,68.3,2.08,3.0,7,37.142857142857146
Matija Nastasić,Bundesliga,2017-18,62.0,3.0,84.8,0.54,56.0,24,82.875
Max Meyer,Bundesliga,2017-18,89.0,9.0,88.5,1.82,69.0,24,71.95833333333333
Nabil Bentaleb,Bundesliga,2017-18,43.0,9.0,81.1,1.43,32.0,16,63.1875
Naldo,Bundesliga,2017-18,73.0,14.0,85.2,0.88,50.0,34,90.0
Pablo Insua,Bundesliga,2017-18,0.0,0.0,83.3,0.0,0.0,1,27.0
Ralf Fährmann,Bundesliga,2017-18,0.0,1.0,67.6,0.21,12.0,34,88.67647058823529
Thilo Kehrer,Bundesliga,2017-18,96.0,11.0,82.8,0.91,65.0,28,84.46428571428571
Weston McKennie,Bundesliga,2017-18,55.0,10.0,71.1,1.58,36.0,22,57.40909090909091
Yevhen Konoplyanka,Bundesliga,2017-18,50.0,31.0,65.8,3.4,18.0,27,57.851851851851855
Ailton,Bundesliga,2017-18,4.0,2.0,69.2,1.65,2.0,5,21.6
Anastasios Donis,Bundesliga,2017-18,13.0,11.0,64.4,3.22,9.0,18,52.72222222222222
Andreas Beck,Bundesliga,2017-18,77.0,14.0,70.6,1.78,65.0,23,83.78260869565217
Anto Grgić,Bundesliga,2017-18,0.0,0.0,100.0,0.0,1.0,1,7.0
Benjamin Pavard,Bundesliga,2017-18,103.0,9.0,83.2,0.79,122.0,34,90.0
Berkay Özcan,Bundesliga,2017-18,33.0,14.0,75.4,2.87,22.0,17,58.94117647058823
Chadrac Akolo,Bundesliga,2017-18,35.0,14.0,74.8,3.02,23.0,22,50.09090909090909
Christian Gentner,Bundesliga,2017-18,141.0,25.0,70.2,2.39,130.0,27,89.33333333333333
Daniel Ginczek,Bundesliga,2017-18,31.0,15.0,59.9,2.3,18.0,23,66.21739130434783
Dennis Aogo,Bundesliga,2017-18,85.0,24.0,80.7,1.98,64.0,29,67.37931034482759
Dženis Burnić,Bundesliga,2017-18,17.0,5.0,89.6,3.84,15.0,6,50.833333333333336
Ebenezer Ofori,Bundesliga,2017-18,1.0,0.0,75.0,0.0,1.0,1,10.0
Emiliano Insúa,Bundesliga,2017-18,63.0,23.0,71.3,2.39,47.0,25,84.24
Erik Thommy,Bundesliga,2017-18,39.0,23.0,62.9,4.04,20.0,14,70.0
Holger Badstuber,Bundesliga,2017-18,47.0,1.0,82.7,0.37,43.0,27,80.48148148148148
Jacob Bruun Larsen,Bundesliga,2017-18,1.0,0.0,67.4,0.84,0.0,4,26.75
Josip Brekalo,Bundesliga,2017-18,21.0,16.0,67.0,5.43,15.0,14,51.857142857142854
Marcin Kamiński,Bundesliga,2017-18,53.0,4.0,84.1,1.03,52.0,23,49.47826086956522
Mario Gómez,Bundesliga,2017-18,31.0,14.0,61.3,1.95,22.0,16,86.5625
Matthias Zimmermann,Bundesliga,2017-18,0.0,0.0,68.9,1.17,1.0,3,25.666666666666668
Orel Mangala,Bundesliga,2017-18,31.0,2.0,77.6,1.04,27.0,20,38.95
Ron-Robert Zieler,Bundesliga,2017-18,0.0,1.0,56.8,0.15,46.0,34,90.0
Santiago Ascacíbar,Bundesliga,2017-18,92.0,9.0,83.1,1.21,90.0,29,82.10344827586206
Simon Terodde,Bundesliga,2017-18,12.0,8.0,67.7,1.88,12.0,15,63.666666666666664
Takuma Asano,Bundesliga,2017-18,17.0,10.0,73.2,2.61,6.0,15,48.06666666666667
Timo Baumgartl,Bundesliga,2017-18,79.0,6.0,81.9,0.48,100.0,29,90.0
Aron Jóhannsson,Bundesliga,2017-18,13.0,7.0,78.4,6.85,7.0,12,23.0
Fin Bartels,Bundesliga,2017-18,42.0,23.0,71.4,3.53,27.0,14,80.07142857142857
Florian Kainz,Bundesliga,2017-18,114.0,37.0,69.3,4.61,69.0,30,57.06666666666667
Ishak Belfodil,Bundesliga,2017-18,42.0,18.0,61.8,3.53,24.0,26,51.92307692307692
Izet Hajrović,Bundesliga,2017-18,2.0,5.0,70.0,5.24,2.0,9,21.0
Jiří Pavlenka,Bundesliga,2017-18,1.0,0.0,67.6,0.06,12.0,34,90.0
Johannes Eggestein,Bundesliga,2017-18,3.0,3.0,62.5,5.45,1.0,7,14.142857142857142
Jérôme Gondorf,Bundesliga,2017-18,27.0,7.0,66.3,1.69,14.0,21,37.95238095238095
Lamine Sané,Bundesliga,2017-18,31.0,0.0,82.0,0.23,25.0,11,71.45454545454545
Luca Caldirola,Bundesliga,2017-18,0.0,0.0,70.0,0.0,1.0,1,90.0
Ludwig Augustinsson,Bundesliga,2017-18,103.0,30.0,76.1,2.27,101.0,29,87.3103448275862
Marco Friedl,Bundesliga,2017-18,27.0,3.0,77.8,1.35,27.0,9,66.66666666666667
Max Kruse,Bundesliga,2017-18,140.0,58.0,74.5,4.55,91.0,29,84.58620689655173
Maximilian Eggestein,Bundesliga,2017-18,137.0,14.0,73.6,2.01,87.0,33,81.57575757575758
Milot Rashica,Bundesliga,2017-18,8.0,5.0,62.1,4.92,4.0,9,42.666666666666664
Miloš Veljković,Bundesliga,2017-18,111.0,5.0,77.0,0.78,106.0,30,88.5
Niklas Moisander,Bundesliga,2017-18,126.0,8.0,83.1,1.04,108.0,25,90.0
Ole Käuper,Bundesliga,2017-18,2.0,0.0,68.8,0.0,1.0,1,73.0
Philipp Bargfrede,Bundesliga,2017-18,110.0,8.0,79.0,1.55,86.0,27,68.85185185185185
Robert Bauer,Bundesliga,2017-18,39.0,4.0,73.4,1.32,34.0,16,59.75
Sebastian Langkamp,Bundesliga,2017-18,17.0,1.0,86.0,0.44,6.0,9,45.666666666666664
Theodor Gebre Selassie,Bundesliga,2017-18,114.0,22.0,78.2,1.21,89.0,32,88.375
Thomas Delaney,Bundesliga,2017-18,145.0,30.0,70.7,2.03,118.0,32,87.375
Ulisses Garcia,Bundesliga,2017-18,1.0,0.0,71.9,0.0,1.0,1,90.0
Zlatko Junuzović,Bundesliga,2017-18,118.0,40.0,69.7,4.02,73.0,24,68.04166666666667
Admir Mehmedi,Bundesliga,2017-18,14.0,5.0,72.4,1.56,8.0,5,58.0
Daniel Didavi,Bundesliga,2017-18,122.0,30.0,72.5,2.41,79.0,30,74.56666666666666
Divock Origi,Bundesliga,2017-18,24.0,11.0,74.5,1.78,21.0,31,63.45161290322581
Elvis Rexhbeçaj,Bundesliga,2017-18,3.0,0.0,74.6,0.0,1.0,4,32.0
Gian-Luca Itter,Bundesliga,2017-18,13.0,2.0,74.9,1.09,10.0,5,82.4
Ignacio Camacho,Bundesliga,2017-18,47.0,4.0,75.9,1.04,33.0,11,86.45454545454545
Jakub Błaszczykowski,Bundesliga,2017-18,25.0,7.0,69.5,3.29,13.0,9,57.77777777777778
Jeffrey Bruma,Bundesliga,2017-18,28.0,1.0,86.3,0.36,26.0,11,90.0
John Brooks,Bundesliga,2017-18,9.0,0.0,85.7,0.5,12.0,9,80.77777777777777
Josip Brekalo,Bundesliga,2017-18,32.0,14.0,71.9,3.04,18.0,13,66.84615384615384
Josuha Guilavogui,Bundesliga,2017-18,171.0,21.0,84.5,1.99,134.0,29,82.89655172413794
Kaylen Hinds,Bundesliga,2017-18,2.0,0.0,60.0,0.0,2.0,1,90.0
Koen Casteels,Bundesliga,2017-18,0.0,1.0,66.4,0.15,18.0,34,90.0
Landry Dimata,Bundesliga,2017-18,12.0,7.0,76.0,2.9,9.0,21,42.95238095238095
Marcel Tisserand,Bundesliga,2017-18,51.0,2.0,82.0,0.72,47.0,16,77.9375
Mario Gómez,Bundesliga,2017-18,14.0,11.0,62.0,2.02,11.0,12,78.0
Maximilian Arnold,Bundesliga,2017-18,148.0,38.0,78.8,3.05,126.0,29,84.62068965517241
