rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
1,Ben White,ENG,DF,Arsenal,ENG-Premier League,26.0,1997.0,17,1198,0,2,2,0,0,0.5,0.5,23.0,59.0,0.0,0.15,20.0,14.0,42.1,8.0,2.0,16.0,44.0,0.0,0,0.0,0,0.0,0,0.0,0.0,580.0,692.0,83.8,2998.0,91.7,84.8,48.0,10.0,55.0,11.0,55.0,6.0,0.0,5.0,23.0,16.0,4.0,10.0,0,9.0,22.2,0.68,0.0,0.0,66.7,1.73,0.15,0,2024-25,29.0
2,Bukayo Saka,ENG,"FW,MF",Arsenal,ENG-Premier League,22.0,2001.0,25,1729,6,10,16,5,1,6.8,6.0,96.0,70.0,0.31,0.52,29.0,15.0,54.2,0.0,22.0,3.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,552.0,731.0,75.5,2487.0,90.0,72.0,48.9,58.0,15.0,38.0,6.0,90.0,45.6,37.0,96.0,32.0,51.0,34.0,6,66.0,33.3,3.44,0.08,0.23,33.3,6.09,1.2,0,2024-25,25.0
3,David Raya,ESP,GK,Arsenal,ENG-Premier League,28.0,1995.0,38,3420,0,0,0,0,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,9.0,0,0.0,0,0.0,0,0.0,0.0,1040.0,1413.0,73.6,17222.0,99.0,98.0,37.7,1.0,45.0,3.0,880.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,100.0,0.13,0.03,0,2024-25,31.0
4,Declan Rice,ENG,MF,Arsenal,ENG-Premier League,25.0,1999.0,35,2825,4,7,11,4,0,3.5,3.5,90.0,192.0,0.13,0.22,53.0,25.0,41.5,13.0,14.0,25.0,51.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1376.0,1650.0,83.4,6234.0,92.0,90.5,48.8,59.0,137.0,35.0,82.0,29.0,48.3,14.0,90.0,58.0,16.0,36.0,4,48.0,29.2,1.53,0.08,0.29,59.7,3.54,0.32,0,2024-25,27.0
5,Ethan Nwaneri,ENG,"FW,MF",Arsenal,ENG-Premier League,17.0,2007.0,26,895,4,2,6,4,0,1.2,1.2,46.0,33.0,0.4,0.2,11.0,7.0,33.3,2.0,6.0,2.0,4.0,1.0,0,0.0,0,0.0,0,0.0,0.0,342.0,425.0,80.5,1216.0,92.3,76.9,51.4,16.0,17.0,16.0,3.0,62.0,59.7,19.0,46.0,25.0,17.0,23.0,4,24.0,37.5,2.41,0.17,0.44,33.3,2.91,0.3,0,2024-25,19.0
6,Gabriel Jesus,BRA,FW,Arsenal,ENG-Premier League,27.0,1997.0,17,608,3,0,3,3,0,3.0,3.0,15.0,19.0,0.44,0.0,10.0,6.0,44.4,1.0,9.0,4.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,156.0,203.0,76.8,378.0,80.5,87.2,66.7,8.0,10.0,9.0,9.0,22.0,40.9,10.0,15.0,6.0,11.0,13.0,3,20.0,35.0,2.96,0.15,0.43,33.3,2.66,0.59,0,2024-25,29.0
7,Gabriel Magalhães,BRA,DF,Arsenal,ENG-Premier League,26.0,1997.0,28,2363,3,1,4,3,0,2.6,2.6,10.0,126.0,0.11,0.04,25.0,15.0,75.0,29.0,13.0,16.0,93.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1480.0,1641.0,90.2,7938.0,96.9,94.2,53.9,13.0,145.0,8.0,189.0,5.0,80.0,1.0,10.0,22.0,0.0,9.0,3,22.0,22.7,0.84,0.14,0.6,58.9,1.33,0.23,0,2024-25,29.0
8,Gabriel Martinelli,BRA,"FW,MF",Arsenal,ENG-Premier League,23.0,2001.0,33,2290,8,4,12,8,0,7.4,7.4,124.0,52.0,0.31,0.16,23.0,15.0,30.4,0.0,15.0,5.0,19.0,0.0,0,0.0,0,0.0,0,0.0,0.0,499.0,699.0,71.4,1534.0,84.2,69.9,50.0,40.0,11.0,37.0,17.0,109.0,30.3,60.0,124.0,33.0,64.0,50.0,8,55.0,43.6,2.16,0.15,0.33,30.4,2.91,0.27,0,2024-25,25.0
9,Jakub Kiwior,POL,DF,Arsenal,ENG-Premier League,24.0,2000.0,17,1122,1,0,1,1,0,0.2,0.2,5.0,48.0,0.08,0.0,22.0,8.0,73.3,8.0,5.0,6.0,58.0,3.0,0,0.0,0,0.0,0,0.0,0.0,673.0,736.0,91.4,3392.0,94.6,95.2,56.6,5.0,65.0,3.0,100.0,5.0,60.0,2.0,5.0,7.0,1.0,3.0,1,3.0,33.3,0.24,0.33,1.0,45.8,0.64,0.0,0,2024-25,26.0
10,Jorginho,ITA,MF,Arsenal,ENG-Premier League,32.0,1991.0,15,704,0,0,0,0,0,0.1,0.1,12.0,48.0,0.0,0.0,12.0,4.0,40.0,0.0,3.0,7.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0.0,411.0,474.0,86.7,1609.0,91.5,88.4,58.3,3.0,44.0,10.0,9.0,4.0,25.0,2.0,12.0,13.0,0.0,12.0,0,2.0,0.0,0.26,0.0,,14.3,1.54,0.0,0,2024-25,35.0
11,Jurriën Timber,NED,DF,Arsenal,ENG-Premier League,23.0,2001.0,30,2417,1,3,4,1,0,1.2,1.2,57.0,146.0,0.04,0.11,58.0,38.0,66.7,4.0,15.0,22.0,44.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1194.0,1395.0,85.6,4642.0,91.0,86.0,52.9,17.0,107.0,17.0,51.0,53.0,45.3,24.0,57.0,27.0,11.0,33.0,1,14.0,28.6,0.52,0.07,0.25,52.4,1.94,0.34,0,2024-25,25.0
12,Kai Havertz,GER,"FW,MF",Arsenal,ENG-Premier League,25.0,1999.0,23,1875,9,3,12,9,0,9.5,9.5,35.0,61.0,0.43,0.14,16.0,9.0,26.7,4.0,19.0,6.0,33.0,1.0,0,0.0,0,0.0,0,0.0,0.0,407.0,519.0,78.4,1033.0,84.1,82.6,45.5,17.0,27.0,9.0,31.0,38.0,23.7,24.0,35.0,23.0,18.0,44.0,9,53.0,39.6,2.54,0.17,0.43,44.7,2.02,0.14,0,2024-25,27.0
13,Kieran Tierney,SCO,"DF,FW",Arsenal,ENG-Premier League,27.0,1997.0,13,259,1,0,1,1,0,0.4,0.4,8.0,15.0,0.35,0.0,7.0,5.0,66.7,0.0,0.0,3.0,9.0,0.0,0,0.0,0,0.0,0,0.0,0.0,145.0,173.0,83.8,699.0,94.5,83.3,53.3,8.0,13.0,5.0,8.0,4.0,50.0,1.0,8.0,6.0,1.0,3.0,1,2.0,50.0,0.69,0.5,1.0,50.0,3.47,0.0,0,2024-25,29.0
14,Leandro Trossard,BEL,FW,Arsenal,ENG-Premier League,29.0,1994.0,38,2546,8,7,15,8,0,7.2,7.2,80.0,101.0,0.28,0.25,31.0,20.0,35.3,0.0,32.0,9.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,711.0,954.0,74.5,2972.0,85.9,77.0,49.4,41.0,45.0,48.0,17.0,86.0,44.2,37.0,80.0,55.0,30.0,66.0,8,72.0,29.2,2.55,0.11,0.38,20.0,3.29,0.28,0,2024-25,32.0
15,Martin Ødegaard,NOR,MF,Arsenal,ENG-Premier League,25.0,1998.0,30,2325,3,8,11,2,1,4.8,4.0,92.0,258.0,0.12,0.31,19.0,11.0,16.0,0.0,5.0,6.0,6.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1237.0,1499.0,82.5,5460.0,90.5,86.8,54.8,63.0,132.0,86.0,9.0,59.0,42.4,32.0,92.0,85.0,26.0,38.0,3,48.0,31.3,1.86,0.04,0.13,53.3,4.8,0.7,0,2024-25,28.0
16,Mikel Merino,ESP,"MF,FW",Arsenal,ENG-Premier League,28.0,1996.0,28,1586,7,2,9,7,0,5.9,5.9,11.0,69.0,0.4,0.11,46.0,28.0,55.6,5.0,13.0,15.0,26.0,2.0,0,0.0,0,0.0,0,0.0,0.0,451.0,577.0,78.2,1776.0,86.9,77.6,54.8,17.0,40.0,24.0,37.0,23.0,39.1,10.0,11.0,13.0,4.0,24.0,7,38.0,34.2,2.16,0.18,0.54,51.8,2.44,0.23,0,2024-25,30.0
17,Myles Lewis-Skelly,ENG,DF,Arsenal,ENG-Premier League,17.0,2006.0,23,1369,1,0,1,1,0,0.2,0.2,37.0,71.0,0.07,0.0,22.0,14.0,90.9,1.0,3.0,7.0,27.0,0.0,0,0.0,0,0.0,0,0.0,0.0,708.0,776.0,91.2,2307.0,96.1,91.8,58.3,8.0,66.0,10.0,28.0,28.0,42.9,9.0,37.0,26.0,7.0,13.0,1,3.0,33.3,0.2,0.33,1.0,52.4,1.91,0.0,0,2024-25,20.0
18,Nathan Butler-Oyedeji,ENG,FW,Arsenal,ENG-Premier League,21.0,2003.0,1,7,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1.0,100.0,12.86,0.0,0.0,,0.0,0.0,0,2024-25,23.0
19,Oleksandr Zinchenko,UKR,"DF,MF",Arsenal,ENG-Premier League,27.0,1996.0,15,527,0,1,1,0,0,0.6,0.6,10.0,48.0,0.0,0.17,6.0,1.0,37.5,1.0,7.0,5.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,382.0,451.0,84.7,1345.0,92.7,88.0,45.9,3.0,30.0,11.0,16.0,5.0,60.0,1.0,10.0,8.0,3.0,3.0,0,10.0,0.0,1.71,0.0,,52.2,3.76,0.34,0,2024-25,30.0
20,Raheem Sterling,ENG,"FW,MF",Arsenal,ENG-Premier League,29.0,1994.0,17,499,0,2,2,0,0,1.4,1.4,27.0,18.0,0.0,0.36,9.0,4.0,50.0,0.0,3.0,1.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,158.0,201.0,78.6,403.0,88.0,75.4,75.0,8.0,4.0,9.0,2.0,30.0,33.3,10.0,27.0,11.0,15.0,13.0,0,11.0,0.0,1.98,0.0,,25.0,3.43,0.54,0,2024-25,32.0
21,Reiss Nelson,ENG,FW,Arsenal,ENG-Premier League,24.0,1999.0,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2024-25,27.0
22,Riccardo Calafiori,ITA,DF,Arsenal,ENG-Premier League,22.0,2002.0,19,983,2,1,3,2,0,0.9,0.9,22.0,54.0,0.18,0.09,27.0,19.0,62.1,6.0,6.0,9.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0.0,470.0,549.0,85.6,1705.0,91.5,86.7,67.9,6.0,41.0,9.0,30.0,13.0,69.2,3.0,22.0,15.0,3.0,12.0,2,10.0,60.0,0.92,0.2,0.33,61.1,1.19,0.18,0,2024-25,24.0
23,Takehiro Tomiyasu,JPN,DF,Arsenal,ENG-Premier League,25.0,1998.0,1,7,0,0,0,0,0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,4.0,75.0,10.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,12.86,0.0,,,12.86,0.0,0,2024-25,28.0
24,Thomas Partey,GHA,"MF,DF",Arsenal,ENG-Premier League,31.0,1993.0,35,2797,4,2,6,4,0,2.3,2.3,36.0,185.0,0.13,0.06,89.0,53.0,60.5,9.0,20.0,35.0,49.0,4.0,0,0.0,0,0.0,0,0.0,0.0,1678.0,1920.0,87.4,7155.0,92.8,88.9,63.6,20.0,168.0,33.0,74.0,35.0,68.6,9.0,36.0,42.0,3.0,24.0,4,26.0,34.6,0.84,0.15,0.44,50.9,2.0,0.42,0,2024-25,33.0
25,William Saliba,FRA,DF,Arsenal,ENG-Premier League,23.0,2001.0,35,3039,2,0,2,2,0,2.3,2.3,16.0,138.0,0.06,0.0,62.0,37.0,75.0,15.0,10.0,21.0,119.0,7.0,0,0.0,0,0.0,0,0.0,0.0,2413.0,2559.0,94.3,12540.0,95.8,96.1,79.9,7.0,180.0,6.0,190.0,19.0,63.2,6.0,16.0,17.0,1.0,19.0,2,6.0,33.3,0.18,0.33,1.0,62.9,0.8,0.03,0,2024-25,25.0
26,Amadou Onana,BEL,MF,Aston Villa,ENG-Premier League,22.0,2001.0,26,1617,3,0,3,3,0,2.1,2.1,29.0,75.0,0.17,0.0,55.0,30.0,55.2,7.0,9.0,26.0,41.0,3.0,0,0.0,0,0.0,0,0.0,0.0,703.0,802.0,87.7,2897.0,92.9,89.2,70.8,10.0,69.0,12.0,71.0,20.0,70.0,3.0,29.0,25.0,1.0,11.0,3,17.0,35.3,0.95,0.18,0.5,60.4,1.78,0.22,0,2024-25,25.0
27,Andrés García,ESP,"DF,MF",Aston Villa,ENG-Premier League,21.0,2003.0,7,318,0,0,0,0,0,0.0,0.0,26.0,15.0,0.0,0.0,9.0,5.0,50.0,0.0,2.0,2.0,10.0,2.0,0,0.0,0,0.0,0,0.0,0.0,174.0,201.0,86.6,577.0,92.7,90.2,53.8,3.0,9.0,8.0,8.0,18.0,27.8,12.0,26.0,13.0,2.0,10.0,0,2.0,0.0,0.57,0.0,,0.0,0.85,0.0,0,2024-25,23.0
28,Axel Disasi,FRA,DF,Aston Villa,ENG-Premier League,26.0,1998.0,7,490,0,0,0,0,0,0.1,0.1,10.0,16.0,0.0,0.0,8.0,5.0,42.9,1.0,3.0,5.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,243.0,280.0,86.8,1517.0,94.5,89.7,53.3,3.0,14.0,3.0,32.0,15.0,60.0,6.0,10.0,8.0,2.0,3.0,0,2.0,0.0,0.37,0.0,,57.1,1.65,0.0,0,2024-25,28.0
29,Boubacar Kamara,FRA,MF,Aston Villa,ENG-Premier League,24.0,1999.0,26,1726,1,0,1,1,0,0.8,0.8,19.0,85.0,0.05,0.0,50.0,21.0,51.8,7.0,12.0,19.0,51.0,3.0,0,0.0,0,0.0,0,0.0,0.0,825.0,931.0,88.6,4037.0,92.7,91.5,54.8,11.0,91.0,10.0,95.0,27.0,33.3,9.0,19.0,13.0,2.0,12.0,1,10.0,30.0,0.52,0.1,0.33,44.7,1.41,0.1,0,2024-25,27.0
30,Diego Carlos,BRA,DF,Aston Villa,ENG-Premier League,31.0,1993.0,10,830,0,0,0,0,0,0.6,0.6,3.0,34.0,0.0,0.0,8.0,3.0,66.7,7.0,6.0,5.0,36.0,2.0,0,0.0,0,0.0,0,0.0,0.0,534.0,603.0,88.6,4103.0,91.4,94.2,65.1,0.0,23.0,1.0,86.0,2.0,100.0,0.0,3.0,3.0,0.0,1.0,0,4.0,25.0,0.43,0.0,0.0,52.4,0.43,0.0,0,2024-25,33.0
31,Donyell Malen,NED,FW,Aston Villa,ENG-Premier League,25.0,1999.0,14,305,3,0,3,3,0,2.2,2.2,12.0,6.0,0.89,0.0,7.0,4.0,25.0,0.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,53.0,77.0,68.8,144.0,82.5,73.7,42.9,3.0,2.0,2.0,2.0,11.0,36.4,5.0,12.0,7.0,7.0,8.0,3,15.0,60.0,4.43,0.2,0.33,50.0,1.76,0.0,0,2024-25,27.0
32,Emi Buendía,ARG,"MF,FW",Aston Villa,ENG-Premier League,27.0,1996.0,12,98,0,0,0,0,0,0.7,0.7,3.0,7.0,0.0,0.0,6.0,6.0,0.0,1.0,4.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,49.0,60.0,81.7,166.0,91.7,85.7,20.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,4.0,0,5.0,0.0,4.59,0.0,,0.0,2.76,0.0,0,2024-25,30.0
33,Emiliano Martínez,ARG,GK,Aston Villa,ENG-Premier League,31.0,1992.0,37,3194,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,17.0,6.0,0,0.0,0,0.0,0,0.0,0.0,1091.0,1387.0,78.7,17513.0,98.0,98.3,49.4,2.0,27.0,0.0,1095.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,90.9,0.17,0.03,0,2024-25,34.0
34,Ezri Konsa,ENG,DF,Aston Villa,ENG-Premier League,26.0,1997.0,34,2936,2,0,2,2,0,1.3,1.3,24.0,90.0,0.06,0.0,34.0,18.0,80.0,11.0,9.0,24.0,114.0,4.0,0,0.0,0,0.0,0,0.0,0.0,1555.0,1673.0,92.9,8781.0,96.7,95.6,65.3,6.0,106.0,2.0,250.0,18.0,44.4,7.0,24.0,15.0,2.0,17.0,2,11.0,45.5,0.34,0.18,0.4,57.4,0.74,0.09,0,2024-25,29.0
35,Ian Maatsen,NED,DF,Aston Villa,ENG-Premier League,22.0,2002.0,29,1139,1,2,3,1,0,0.9,0.9,31.0,50.0,0.08,0.16,29.0,17.0,70.8,0.0,13.0,15.0,39.0,3.0,0,0.0,0,0.0,0,0.0,0.0,609.0,747.0,81.5,2492.0,88.7,85.1,50.0,19.0,22.0,19.0,56.0,29.0,44.8,16.0,31.0,17.0,13.0,22.0,1,19.0,26.3,1.5,0.05,0.2,62.5,4.11,0.55,0,2024-25,24.0
36,Jacob Ramsey,ENG,"FW,MF",Aston Villa,ENG-Premier League,23.0,2001.0,29,1623,1,3,4,1,0,1.6,1.6,61.0,68.0,0.06,0.17,30.0,15.0,50.0,4.0,19.0,8.0,8.0,1.0,0,0.0,0,0.0,0,0.0,0.0,497.0,586.0,84.8,1578.0,91.3,83.6,75.0,21.0,31.0,21.0,12.0,46.0,54.3,13.0,61.0,31.0,21.0,42.0,1,19.0,21.1,1.05,0.05,0.25,35.0,2.83,0.44,0,2024-25,25.0
37,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,ENG-Premier League,22.0,2002.0,11,332,0,0,0,0,0,0.5,0.5,7.0,4.0,0.0,0.0,11.0,5.0,66.7,0.0,5.0,3.0,2.0,1.0,0,0.0,0,0.0,0,0.0,0.0,63.0,86.0,73.3,161.0,81.6,85.7,66.7,1.0,1.0,3.0,4.0,15.0,26.7,8.0,7.0,5.0,7.0,7.0,0,7.0,0.0,1.9,0.0,,0.0,1.36,0.0,0,2024-25,24.0
38,John McGinn,SCO,"MF,FW",Aston Villa,ENG-Premier League,29.0,1994.0,34,2223,1,4,5,1,0,3.1,2.8,32.0,103.0,0.04,0.16,33.0,24.0,41.9,2.0,20.0,14.0,18.0,3.0,0,0.0,0,0.0,0,0.0,0.0,699.0,854.0,81.9,3243.0,91.6,85.8,57.7,31.0,70.0,29.0,31.0,47.0,42.6,13.0,32.0,17.0,7.0,37.0,1,31.0,16.1,1.26,0.03,0.2,58.6,3.08,0.32,0,2024-25,32.0
39,Jáder Durán,COL,FW,Aston Villa,ENG-Premier League,20.0,2003.0,20,638,7,0,7,7,0,4.9,4.9,7.0,13.0,0.99,0.0,8.0,7.0,25.0,0.0,5.0,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,115.0,163.0,70.6,307.0,81.0,68.0,45.5,4.0,10.0,1.0,13.0,14.0,21.4,9.0,7.0,7.0,2.0,16.0,7,31.0,48.4,4.37,0.23,0.47,50.0,2.54,0.14,0,2024-25,23.0
40,Kosta Nedeljković,SRB,DF,Aston Villa,ENG-Premier League,18.0,2005.0,5,126,0,0,0,0,0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,5.0,66.7,0.0,1.0,0.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,47.0,53.0,88.7,185.0,95.7,84.0,80.0,0.0,5.0,0.0,4.0,2.0,50.0,1.0,1.0,0.0,0.0,1.0,0,0.0,,0.0,,,0.0,0.0,0.0,0,2024-25,21.0
41,Lamare Bogarde,NED,"DF,MF",Aston Villa,ENG-Premier League,20.0,2004.0,8,476,0,0,0,0,0,0.0,0.0,12.0,14.0,0.0,0.0,14.0,6.0,62.5,3.0,2.0,1.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,240.0,272.0,88.2,1154.0,92.8,92.2,33.3,2.0,24.0,1.0,16.0,4.0,50.0,1.0,12.0,6.0,1.0,6.0,0,1.0,100.0,0.19,0.0,0.0,50.0,1.89,0.19,0,2024-25,22.0
42,Leon Bailey,JAM,"FW,MF",Aston Villa,ENG-Premier League,26.0,1997.0,24,1139,1,2,3,1,0,1.7,1.7,58.0,35.0,0.08,0.16,7.0,5.0,27.3,0.0,6.0,3.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,277.0,390.0,71.0,1055.0,81.7,81.3,47.4,16.0,16.0,20.0,18.0,57.0,38.6,24.0,58.0,23.0,34.0,35.0,1,28.0,21.4,2.21,0.04,0.17,40.0,3.01,0.32,0,2024-25,29.0
43,Lucas Digne,FRA,DF,Aston Villa,ENG-Premier League,31.0,1993.0,32,2351,0,4,4,0,0,0.8,0.8,23.0,57.0,0.0,0.15,65.0,38.0,66.7,4.0,19.0,25.0,89.0,1.0,0,0.0,0,0.0,0,0.0,0.0,956.0,1277.0,74.9,5137.0,88.0,78.4,40.0,36.0,44.0,30.0,97.0,19.0,47.4,9.0,23.0,14.0,4.0,17.0,0,13.0,23.1,0.5,0.0,0.0,56.9,2.53,0.19,0,2024-25,33.0
44,Marco Asensio,ESP,MF,Aston Villa,ENG-Premier League,28.0,1996.0,13,743,3,1,4,3,0,4.4,2.9,22.0,45.0,0.36,0.12,7.0,5.0,33.3,1.0,6.0,2.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,242.0,313.0,77.3,1081.0,90.8,81.6,33.3,16.0,20.0,11.0,6.0,19.0,63.2,5.0,22.0,21.0,5.0,9.0,3,22.0,40.9,2.66,0.14,0.33,0.0,4.24,0.36,0,2024-25,30.0
45,Marcus Rashford,ENG,FW,Aston Villa,ENG-Premier League,26.0,1997.0,10,444,2,2,4,1,1,3.1,2.3,22.0,13.0,0.41,0.41,10.0,7.0,66.7,0.0,2.0,1.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,117.0,164.0,71.3,447.0,87.0,76.6,36.0,13.0,2.0,9.0,2.0,22.0,40.9,13.0,22.0,10.0,15.0,8.0,2,18.0,27.8,3.65,0.06,0.2,11.1,5.49,0.61,0,2024-25,29.0
46,Matty Cash,POL,DF,Aston Villa,ENG-Premier League,26.0,1997.0,27,2070,1,1,2,1,0,0.5,0.5,48.0,42.0,0.04,0.04,56.0,32.0,72.1,8.0,14.0,23.0,70.0,2.0,0,0.0,0,0.0,0,0.0,0.0,732.0,945.0,77.5,3259.0,89.2,78.7,49.1,10.0,39.0,10.0,90.0,40.0,47.5,16.0,48.0,38.0,4.0,20.0,1,13.0,46.2,0.57,0.08,0.17,50.0,1.09,0.17,0,2024-25,29.0
47,Morgan Rogers,ENG,"FW,MF",Aston Villa,ENG-Premier League,22.0,2002.0,37,3114,8,10,18,8,0,6.6,6.6,114.0,123.0,0.23,0.29,43.0,22.0,51.1,7.0,19.0,6.0,20.0,2.0,0,0.0,0,0.0,0,0.0,0.0,664.0,907.0,73.2,3327.0,81.3,76.0,75.4,51.0,73.0,56.0,43.0,160.0,41.3,74.0,114.0,68.0,33.0,114.0,8,55.0,36.4,1.59,0.15,0.4,20.0,3.04,0.46,0,2024-25,24.0
48,Ollie Watkins,ENG,FW,Aston Villa,ENG-Premier League,28.0,1995.0,38,2598,16,8,24,14,2,15.3,13.8,55.0,31.0,0.55,0.28,10.0,7.0,27.3,3.0,8.0,8.0,15.0,2.0,0,0.0,0,0.0,0,0.0,0.0,307.0,424.0,72.4,656.0,78.0,77.3,69.2,24.0,12.0,13.0,18.0,41.0,24.4,27.0,55.0,21.0,38.0,60.0,16,82.0,43.9,2.84,0.17,0.39,42.3,1.84,0.42,0,2024-25,31.0
49,Pau Torres,ESP,DF,Aston Villa,ENG-Premier League,27.0,1997.0,24,2020,0,0,0,0,0,0.5,0.5,40.0,97.0,0.0,0.0,21.0,15.0,58.8,11.0,5.0,10.0,75.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1217.0,1369.0,88.9,7907.0,95.2,93.5,53.4,3.0,110.0,8.0,237.0,17.0,88.2,2.0,40.0,27.0,0.0,6.0,0,8.0,25.0,0.36,0.0,0.0,38.3,0.62,0.09,0,2024-25,29.0
50,Robin Olsen,SWE,GK,Aston Villa,ENG-Premier League,34.0,1990.0,4,226,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0,0.0,0,0.0,0.0,65.0,101.0,64.4,1590.0,100.0,100.0,37.9,0.0,4.0,0.0,94.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.8,0.4,0,2024-25,36.0
51,Ross Barkley,ENG,MF,Aston Villa,ENG-Premier League,30.0,1993.0,20,581,3,1,4,3,0,1.8,1.8,15.0,36.0,0.46,0.15,14.0,3.0,64.3,3.0,6.0,10.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,337.0,395.0,85.3,1260.0,87.6,91.6,65.0,9.0,32.0,6.0,17.0,16.0,75.0,4.0,15.0,15.0,2.0,7.0,3,16.0,31.3,2.48,0.19,0.6,60.0,2.78,0.46,0,2024-25,33.0
52,Tyrone Mings,ENG,DF,Aston Villa,ENG-Premier League,31.0,1993.0,14,1120,0,0,0,0,0,0.8,0.8,7.0,40.0,0.0,0.0,7.0,6.0,100.0,11.0,2.0,7.0,61.0,1.0,0,0.0,0,0.0,0,0.0,0.0,596.0,676.0,88.2,3364.0,91.4,94.4,53.1,3.0,48.0,5.0,146.0,3.0,66.7,1.0,7.0,13.0,1.0,3.0,0,9.0,11.1,0.72,0.0,0.0,55.1,1.45,0.16,0,2024-25,33.0
53,Youri Tielemans,BEL,MF,Aston Villa,ENG-Premier League,27.0,1997.0,36,3026,3,7,10,3,0,3.3,2.5,39.0,235.0,0.09,0.21,84.0,58.0,54.8,16.0,22.0,23.0,47.0,4.0,0,0.0,0,0.0,0,0.0,0.0,1694.0,2061.0,82.2,10244.0,89.8,87.3,54.1,60.0,229.0,38.0,103.0,61.0,50.8,19.0,39.0,26.0,9.0,31.0,3,40.0,30.0,1.19,0.08,0.25,55.0,3.63,0.36,0,2024-25,29.0
