rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
11,Emiliano Martínez,ARG,GK,Arsenal,ENG-Premier League,26.0,1992.0,9,771,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,212.0,293.0,72.4,3181.0,100.0,97.3,34.7,0.0,6.0,0.0,271.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2019-20,34.0
12,Gabriel Martinelli,BRA,FW,Arsenal,ENG-Premier League,18.0,2001.0,14,663,3,0,3,3,0,2.2,2.2,31.0,12.0,0.41,0.0,20.0,15.0,35.0,1.0,14.0,3.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,82.0,140.0,58.6,283.0,68.4,54.1,57.1,2.0,3.0,5.0,11.0,32.0,28.1,23.0,31.0,15.0,13.0,29.0,3,12.0,41.7,1.63,0.25,0.6,16.7,1.09,0.0,0,2019-20,25.0
13,Granit Xhaka,SUI,MF,Arsenal,ENG-Premier League,26.0,1992.0,31,2586,1,2,3,1,0,0.5,0.5,38.0,237.0,0.03,0.07,45.0,25.0,45.5,16.0,16.0,21.0,59.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1695.0,1944.0,87.2,8782.0,91.4,90.5,75.3,16.0,197.0,22.0,125.0,32.0,78.1,7.0,38.0,28.0,2.0,28.0,1,11.0,27.3,0.38,0.09,0.33,45.5,1.53,0.1,0,2019-20,34.0
14,Henrikh Mkhitaryan,ARM,FW,Arsenal,ENG-Premier League,30.0,1989.0,3,112,0,0,0,0,0,0.3,0.3,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,56.0,76.0,73.7,174.0,91.7,80.0,16.7,2.0,4.0,2.0,1.0,7.0,28.6,5.0,3.0,4.0,0.0,4.0,0,2.0,0.0,1.61,0.0,,66.7,4.82,0.0,0,2019-20,37.0
15,Hector Bellerin,ESP,"DF,MF",Arsenal,ENG-Premier League,24.0,1995.0,15,1158,1,0,1,1,0,0.4,0.4,34.0,58.0,0.08,0.0,20.0,13.0,37.9,4.0,16.0,19.0,27.0,1.0,0,0.0,0,0.0,0,0.0,0.0,575.0,711.0,80.9,2624.0,89.9,83.9,50.0,3.0,39.0,7.0,34.0,31.0,58.1,13.0,34.0,24.0,5.0,14.0,1,7.0,28.6,0.54,0.14,0.5,44.8,1.24,0.0,0,2019-20,31.0
16,Joe Willock,ENG,"MF,FW",Arsenal,ENG-Premier League,19.0,1999.0,29,857,1,1,2,1,0,1.6,1.6,39.0,41.0,0.11,0.11,25.0,16.0,38.1,2.0,14.0,4.0,11.0,2.0,0,0.0,0,0.0,0,0.0,0.0,287.0,359.0,79.9,1347.0,84.6,90.8,51.5,12.0,34.0,8.0,27.0,32.0,65.6,11.0,39.0,24.0,11.0,29.0,1,15.0,26.7,1.58,0.07,0.25,36.4,3.25,0.31,0,2019-20,27.0
17,Kieran Tierney,SCO,"DF,MF",Arsenal,ENG-Premier League,22.0,1997.0,15,989,1,1,2,1,0,0.2,0.2,26.0,34.0,0.09,0.09,20.0,16.0,73.3,4.0,6.0,9.0,37.0,1.0,0,0.0,0,0.0,0,0.0,0.0,426.0,571.0,74.6,2283.0,88.6,75.4,51.5,6.0,21.0,10.0,40.0,15.0,80.0,3.0,26.0,12.0,8.0,11.0,1,6.0,33.3,0.55,0.17,0.5,37.5,1.09,0.27,0,2019-20,29.0
18,Lucas Torreira,URU,MF,Arsenal,ENG-Premier League,23.0,1996.0,29,1512,1,1,2,1,0,1.4,1.4,13.0,83.0,0.06,0.06,31.0,16.0,41.0,8.0,16.0,34.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0.0,798.0,919.0,86.8,3578.0,90.2,91.1,72.0,15.0,52.0,5.0,55.0,23.0,73.9,6.0,13.0,14.0,3.0,18.0,1,21.0,28.6,1.25,0.05,0.17,32.3,2.02,0.12,0,2019-20,30.0
19,Mattéo Guendouzi,FRA,MF,Arsenal,ENG-Premier League,20.0,1999.0,24,1748,0,1,1,0,0,0.8,0.8,50.0,160.0,0.0,0.05,31.0,16.0,32.6,7.0,14.0,29.0,38.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1027.0,1170.0,87.8,5467.0,92.1,92.8,83.3,12.0,141.0,20.0,70.0,43.0,55.8,19.0,50.0,38.0,10.0,20.0,0,11.0,45.5,0.57,0.0,0.0,42.9,2.06,0.1,0,2019-20,27.0
20,Mesut Özil,GER,MF,Arsenal,ENG-Premier League,30.0,1988.0,18,1438,1,2,3,1,0,1.4,1.4,48.0,114.0,0.06,0.13,17.0,8.0,17.4,0.0,4.0,5.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,758.0,913.0,83.0,3088.0,93.7,87.1,54.0,37.0,63.0,25.0,7.0,22.0,72.7,6.0,48.0,39.0,4.0,25.0,1,9.0,33.3,0.56,0.11,0.33,20.0,4.69,0.5,0,2019-20,38.0
21,Nacho Monreal,ESP,DF,Arsenal,ENG-Premier League,33.0,1986.0,3,270,0,0,0,0,0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,1.0,33.3,1.0,2.0,3.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,178.0,207.0,86.0,902.0,91.3,88.3,44.4,3.0,6.0,1.0,16.0,4.0,50.0,2.0,4.0,4.0,3.0,3.0,0,1.0,0.0,0.33,0.0,,46.7,1.33,0.0,0,2019-20,40.0
22,Nicolas Pépé,CIV,FW,Arsenal,ENG-Premier League,24.0,1995.0,31,2010,5,6,11,4,1,4.9,4.1,98.0,67.0,0.22,0.27,32.0,17.0,50.0,2.0,13.0,8.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,610.0,824.0,74.0,2028.0,87.7,77.0,44.6,39.0,28.0,30.0,10.0,133.0,54.1,61.0,98.0,64.0,39.0,61.0,5,49.0,34.7,2.19,0.08,0.24,33.9,3.22,0.4,0,2019-20,31.0
23,Pablo Marí,ESP,DF,Arsenal,ENG-Premier League,25.0,1993.0,2,113,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,,0.0,0.0,1.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,85.0,100.0,85.0,493.0,93.5,95.5,63.6,0.0,6.0,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,66.7,0.0,0.0,0,2019-20,33.0
24,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,ENG-Premier League,30.0,1989.0,36,3136,22,3,25,20,2,14.7,13.2,98.0,81.0,0.63,0.09,31.0,19.0,23.5,1.0,38.0,14.0,16.0,0.0,0,0.0,0,0.0,0,0.0,0.0,614.0,912.0,67.3,2061.0,80.9,61.0,46.3,26.0,25.0,47.0,26.0,38.0,44.7,21.0,98.0,47.0,38.0,58.0,22,91.0,44.0,2.61,0.22,0.5,36.3,1.98,0.34,0,2019-20,37.0
25,Reiss Nelson,ENG,FW,Arsenal,ENG-Premier League,19.0,1999.0,17,631,1,0,1,1,0,0.9,0.9,30.0,20.0,0.14,0.0,11.0,8.0,41.2,2.0,11.0,3.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,186.0,232.0,80.2,727.0,90.7,84.6,58.3,9.0,9.0,8.0,4.0,32.0,53.1,15.0,30.0,16.0,10.0,15.0,1,11.0,36.4,1.57,0.09,0.25,0.0,2.85,0.14,0,2019-20,27.0
26,Rob Holding,ENG,DF,Arsenal,ENG-Premier League,23.0,1995.0,8,581,0,0,0,0,0,0.2,0.2,3.0,16.0,0.0,0.0,4.0,2.0,33.3,6.0,4.0,5.0,45.0,1.0,0,0.0,0,0.0,0,0.0,0.0,307.0,354.0,86.7,2025.0,91.3,94.1,61.7,0.0,13.0,2.0,73.0,4.0,50.0,2.0,3.0,2.0,0.0,4.0,0,2.0,0.0,0.31,0.0,,53.3,0.31,0.0,0,2019-20,31.0
27,Sead Kolašinac,BIH,DF,Arsenal,ENG-Premier League,26.0,1993.0,26,1701,0,2,2,0,0,0.4,0.4,36.0,74.0,0.0,0.11,29.0,16.0,52.2,4.0,10.0,25.0,34.0,1.0,0,0.0,0,0.0,0,0.0,0.0,877.0,1041.0,84.2,3694.0,91.3,82.0,57.7,10.0,46.0,13.0,61.0,21.0,76.2,5.0,36.0,33.0,11.0,21.0,0,4.0,0.0,0.21,0.0,,58.7,1.48,0.16,0,2019-20,33.0
28,Shkodran Mustafi,GER,DF,Arsenal,ENG-Premier League,27.0,1992.0,15,1207,0,1,1,0,0,0.9,0.9,7.0,61.0,0.0,0.07,17.0,10.0,50.0,6.0,4.0,18.0,72.0,0.0,0,0.0,0,0.0,0,0.0,0.0,693.0,848.0,81.7,4890.0,81.1,90.4,65.3,3.0,48.0,1.0,112.0,3.0,100.0,0.0,7.0,4.0,0.0,4.0,0,11.0,27.3,0.82,0.0,0.0,75.6,0.22,0.07,0,2019-20,34.0
29,Sokratis Papastathopoulos,GRE,DF,Arsenal,ENG-Premier League,31.0,1988.0,19,1696,2,0,2,2,0,1.1,1.1,5.0,27.0,0.11,0.0,25.0,16.0,47.6,24.0,6.0,17.0,68.0,1.0,0,0.0,0,0.0,0,0.0,0.0,914.0,1043.0,87.6,6123.0,94.6,92.0,67.6,2.0,35.0,1.0,185.0,5.0,100.0,0.0,5.0,3.0,0.0,4.0,2,7.0,28.6,0.37,0.29,1.0,68.2,0.32,0.0,0,2019-20,38.0
30,Ahmed Elmohamady,EGY,DF,Aston Villa,ENG-Premier League,31.0,1987.0,18,1031,1,1,2,1,0,0.2,0.2,39.0,47.0,0.09,0.09,19.0,9.0,47.6,5.0,6.0,13.0,25.0,1.0,0,0.0,0,0.0,0,0.0,0.0,496.0,657.0,75.5,3169.0,91.8,72.5,54.8,22.0,44.0,25.0,49.0,11.0,63.6,4.0,39.0,30.0,4.0,9.0,1,5.0,20.0,0.44,0.2,1.0,58.0,3.14,0.09,0,2019-20,39.0
31,Anwar El Ghazi,NED,"FW,MF",Aston Villa,ENG-Premier League,24.0,1995.0,34,2051,4,4,8,3,1,6.2,5.4,65.0,47.0,0.18,0.18,20.0,11.0,30.8,1.0,9.0,13.0,16.0,1.0,0,0.0,0,0.0,0,0.0,0.0,390.0,607.0,64.3,1595.0,79.6,58.1,48.8,30.0,20.0,21.0,21.0,52.0,55.8,23.0,65.0,57.0,8.0,54.0,4,51.0,37.3,2.24,0.06,0.16,35.2,2.55,0.26,0,2019-20,31.0
32,Björn Engels,BEL,DF,Aston Villa,ENG-Premier League,24.0,1994.0,17,1447,1,0,1,1,0,1.0,0.9,5.0,43.0,0.06,0.0,11.0,6.0,61.5,17.0,1.0,28.0,86.0,3.0,0,0.0,0,0.0,0,0.0,0.0,548.0,653.0,83.9,4152.0,89.0,90.1,62.7,2.0,46.0,1.0,151.0,1.0,100.0,0.0,5.0,4.0,1.0,7.0,1,8.0,12.5,0.5,0.13,1.0,66.7,0.68,0.06,0,2019-20,32.0
33,Borja Bastón,ESP,"MF,FW",Aston Villa,ENG-Premier League,26.0,1992.0,2,18,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,6.0,66.7,25.0,66.7,100.0,,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0,0.0,,0.0,,,0.0,0.0,0.0,0,2019-20,34.0
34,Conor Hourihane,IRL,MF,Aston Villa,ENG-Premier League,28.0,1991.0,27,1534,3,5,8,3,0,1.7,1.7,9.0,75.0,0.18,0.29,16.0,10.0,40.0,4.0,15.0,9.0,31.0,0.0,0,0.0,0,0.0,0,0.0,0.0,547.0,739.0,74.0,3163.0,85.1,82.9,40.9,38.0,52.0,16.0,40.0,7.0,57.1,3.0,9.0,11.0,1.0,11.0,3,29.0,34.5,1.7,0.1,0.3,60.0,3.64,0.41,0,2019-20,35.0
35,Danny Drinkwater,ENG,MF,Aston Villa,ENG-Premier League,29.0,1990.0,4,259,0,0,0,0,0,0.1,0.1,2.0,20.0,0.0,0.0,5.0,3.0,11.1,0.0,5.0,5.0,5.0,1.0,0,0.0,0,0.0,0,0.0,0.0,138.0,169.0,81.7,567.0,84.8,91.5,72.7,1.0,18.0,1.0,5.0,4.0,25.0,3.0,2.0,3.0,0.0,3.0,0,2.0,0.0,0.69,0.0,,0.0,1.39,0.0,0,2019-20,36.0
36,Douglas Luiz,BRA,MF,Aston Villa,ENG-Premier League,21.0,1998.0,36,2612,3,2,5,3,0,2.6,2.6,35.0,143.0,0.1,0.07,46.0,24.0,29.2,15.0,27.0,36.0,54.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1010.0,1243.0,81.3,5278.0,87.0,84.7,68.6,17.0,106.0,17.0,104.0,45.0,77.8,10.0,35.0,23.0,2.0,38.0,3,38.0,31.6,1.31,0.08,0.25,46.2,1.86,0.1,0,2019-20,28.0
37,Ezri Konsa,ENG,DF,Aston Villa,ENG-Premier League,21.0,1997.0,25,2039,1,2,3,1,0,1.5,1.5,8.0,53.0,0.04,0.09,18.0,9.0,43.8,24.0,10.0,25.0,70.0,2.0,0,0.0,0,0.0,0,0.0,0.0,677.0,877.0,77.2,4688.0,87.5,82.8,45.0,11.0,42.0,5.0,116.0,10.0,70.0,3.0,8.0,9.0,0.0,8.0,1,11.0,36.4,0.49,0.09,0.25,51.1,0.66,0.04,0,2019-20,29.0
38,Frederic Guilbert,FRA,"DF,MF",Aston Villa,ENG-Premier League,24.0,1994.0,25,2041,0,2,2,0,0,0.3,0.3,56.0,81.0,0.0,0.09,74.0,43.0,53.7,10.0,23.0,49.0,74.0,2.0,0,0.0,0,0.0,0,0.0,0.0,679.0,1046.0,64.9,4660.0,79.8,66.3,40.2,13.0,66.0,21.0,105.0,48.0,47.9,25.0,56.0,42.0,1.0,30.0,0,8.0,37.5,0.35,0.0,0.0,40.4,1.72,0.22,0,2019-20,32.0
39,Henri Lansbury,ENG,MF,Aston Villa,ENG-Premier League,28.0,1990.0,10,195,0,0,0,0,0,0.1,0.1,0.0,7.0,0.0,0.0,6.0,2.0,25.0,0.0,4.0,0.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,64.0,83.0,77.1,215.0,87.9,69.4,80.0,2.0,7.0,0.0,3.0,0.0,,0.0,0.0,1.0,0.0,7.0,0,2.0,0.0,0.92,0.0,,28.6,0.93,0.0,0,2019-20,36.0
40,Indiana Vassilev,USA,"FW,MF",Aston Villa,ENG-Premier League,18.0,2001.0,4,51,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,8.0,12.0,66.7,4.0,100.0,100.0,,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.76,0.0,,,1.76,0.0,0,2019-20,25.0
41,Jack Grealish,ENG,"FW,MF",Aston Villa,ENG-Premier League,23.0,1995.0,36,3233,8,6,14,8,0,6.8,6.0,212.0,197.0,0.22,0.17,29.0,19.0,38.2,12.0,21.0,22.0,22.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1219.0,1546.0,78.8,5789.0,89.0,84.7,58.5,91.0,102.0,68.0,43.0,117.0,62.4,44.0,212.0,127.0,72.0,71.0,8,72.0,31.9,2.0,0.11,0.35,43.5,5.51,0.5,0,2019-20,31.0
42,Jed Steer,ENG,GK,Aston Villa,ENG-Premier League,26.0,1992.0,1,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,2.0,50.0,12.0,,100.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2019-20,34.0
43,John McGinn,SCO,MF,Aston Villa,ENG-Premier League,24.0,1994.0,28,2312,3,3,6,3,0,3.9,3.9,38.0,113.0,0.12,0.12,53.0,35.0,29.0,1.0,24.0,25.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,600.0,794.0,75.6,3698.0,84.9,82.6,65.1,37.0,80.0,31.0,40.0,72.0,73.6,19.0,38.0,28.0,9.0,41.0,3,55.0,36.4,2.14,0.05,0.15,38.8,3.58,0.35,0,2019-20,32.0
44,Jonathan Kodjia,CIV,FW,Aston Villa,ENG-Premier League,29.0,1989.0,6,117,0,0,0,0,0,0.1,0.1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,15.0,27.0,55.6,3.0,75.0,60.0,0.0,1.0,1.0,0.0,2.0,3.0,33.3,2.0,4.0,2.0,1.0,4.0,0,2.0,0.0,1.54,0.0,,66.7,3.05,0.0,0,2019-20,37.0
45,Jota,ESP,"FW,MF",Aston Villa,ENG-Premier League,28.0,1991.0,10,335,0,1,1,0,0,0.3,0.3,10.0,14.0,0.0,0.27,3.0,1.0,40.0,0.0,1.0,3.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,75.0,98.0,76.5,475.0,89.6,66.7,75.0,4.0,11.0,6.0,8.0,8.0,87.5,1.0,10.0,10.0,2.0,7.0,0,6.0,16.7,1.61,0.0,0.0,33.3,2.42,0.27,0,2019-20,35.0
46,Keinan Davis,ENG,FW,Aston Villa,ENG-Premier League,21.0,1998.0,18,548,0,0,0,0,0,2.7,2.7,19.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,101.0,139.0,72.7,176.0,79.8,60.0,100.0,5.0,7.0,2.0,4.0,20.0,70.0,6.0,19.0,11.0,7.0,26.0,0,17.0,29.4,2.79,0.0,0.0,37.0,2.96,0.49,0,2019-20,28.0
47,Kortney Hause,ENG,DF,Aston Villa,ENG-Premier League,24.0,1995.0,18,1545,1,0,1,1,0,2.5,2.5,8.0,46.0,0.06,0.0,21.0,9.0,53.3,19.0,8.0,20.0,98.0,4.0,0,0.0,0,0.0,0,0.0,0.0,607.0,825.0,73.6,4829.0,81.8,85.1,47.2,2.0,44.0,1.0,163.0,13.0,69.2,4.0,8.0,4.0,0.0,13.0,1,20.0,15.0,1.17,0.05,0.33,73.9,0.47,0.06,0,2019-20,31.0
48,Marvelous Nakamba,ZIM,MF,Aston Villa,ENG-Premier League,25.0,1994.0,29,1836,0,0,0,0,0,0.2,0.2,10.0,57.0,0.0,0.0,55.0,28.0,35.8,11.0,39.0,39.0,38.0,3.0,0,0.0,0,0.0,0,0.0,0.0,663.0,793.0,83.6,2708.0,88.3,89.0,62.3,12.0,48.0,4.0,90.0,19.0,73.7,5.0,10.0,13.0,1.0,25.0,0,7.0,14.3,0.34,0.0,0.0,44.0,1.13,0.05,0,2019-20,32.0
49,Matt Targett,ENG,"DF,MF",Aston Villa,ENG-Premier League,23.0,1995.0,28,2291,1,2,3,1,0,0.4,0.4,22.0,115.0,0.04,0.08,52.0,29.0,41.5,8.0,20.0,56.0,82.0,0.0,0,0.0,0,0.0,0,0.0,0.0,883.0,1229.0,71.8,6305.0,89.3,72.4,38.9,26.0,76.0,27.0,117.0,21.0,38.1,13.0,22.0,29.0,5.0,16.0,1,7.0,57.1,0.27,0.14,0.25,49.3,2.36,0.2,0,2019-20,31.0
50,Mbwana Samatta,TAN,FW,Aston Villa,ENG-Premier League,26.0,1992.0,14,943,1,0,1,1,0,2.3,2.3,6.0,11.0,0.1,0.0,6.0,4.0,12.5,0.0,7.0,1.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,119.0,176.0,67.6,235.0,76.8,54.0,90.0,10.0,8.0,2.0,7.0,15.0,60.0,6.0,6.0,4.0,1.0,26.0,1,17.0,17.6,1.62,0.06,0.33,35.7,1.62,0.0,0,2019-20,34.0
51,Neil Taylor,WAL,DF,Aston Villa,ENG-Premier League,30.0,1989.0,14,1091,0,0,0,0,0,0.2,0.2,7.0,48.0,0.0,0.0,16.0,11.0,55.0,5.0,10.0,20.0,43.0,0.0,0,0.0,0,0.0,0,0.0,0.0,410.0,522.0,78.5,2497.0,92.4,79.3,33.3,5.0,22.0,4.0,59.0,2.0,100.0,0.0,7.0,5.0,0.0,5.0,0,3.0,0.0,0.25,0.0,,37.5,0.74,0.16,0,2019-20,37.0
52,Pepe Reina,ESP,GK,Aston Villa,ENG-Premier League,36.0,1982.0,12,1080,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0.0,0,0.0,0,0.0,0.0,281.0,399.0,70.4,7064.0,100.0,97.4,54.1,1.0,4.0,0.0,370.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,100.0,0.17,0.0,0,2019-20,44.0
