rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
547,Rubén Duarte,ESP,DF,Alavés,ESP-La Liga,23.0,1995.0,31,2663,0,1,1,0,0,1.1,1.1,29.0,107.0,0.0,0.03,61.0,32.0,56.7,8.0,22.0,47.0,71.0,0.0,0,0.0,0,0.0,0,0.0,0.0,912.0,1356.0,67.3,7662.0,84.6,68.8,35.4,13.0,87.0,17.0,94.0,12.0,33.3,8.0,29.0,24.0,2.0,23.0,0,19.0,42.1,0.64,0.0,0.0,50.5,1.35,0.24,0,2019-20,31.0
548,Tachi,ESP,DF,Alavés,ESP-La Liga,21.0,1997.0,6,238,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,25.0,4.0,1.0,4.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,42.0,59.0,71.2,332.0,85.0,76.2,53.3,0.0,1.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0.0,,0.0,,,10.0,0.0,0.0,0,2019-20,29.0
549,Tomás Pina Isla,ESP,MF,Alavés,ESP-La Liga,31.0,1987.0,20,1344,1,0,1,1,0,1.0,1.0,4.0,51.0,0.07,0.0,37.0,22.0,50.0,5.0,10.0,16.0,31.0,0.0,0,0.0,0,0.0,0,0.0,0.0,423.0,534.0,79.2,1979.0,83.2,86.3,52.5,5.0,36.0,3.0,43.0,11.0,90.9,1.0,4.0,7.0,0.0,11.0,1,2.0,50.0,0.13,0.5,1.0,59.5,0.94,0.13,0,2019-20,39.0
550,Víctor Camarasa,ESP,MF,Alavés,ESP-La Liga,25.0,1994.0,17,1293,0,1,1,0,0,0.3,0.3,9.0,55.0,0.0,0.07,18.0,10.0,38.9,3.0,5.0,15.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,428.0,542.0,79.0,1604.0,86.0,84.9,57.1,14.0,40.0,10.0,21.0,30.0,43.3,17.0,9.0,8.0,2.0,26.0,0,9.0,22.2,0.63,0.0,0.0,40.0,1.67,0.21,0,2019-20,32.0
551,Víctor Laguardia,ESP,DF,Alavés,ESP-La Liga,29.0,1989.0,31,2654,1,2,3,1,0,1.3,1.3,6.0,56.0,0.03,0.07,21.0,15.0,53.3,18.0,6.0,37.0,131.0,1.0,0,0.0,0,0.0,0,0.0,0.0,771.0,1066.0,72.3,8672.0,83.9,84.8,48.8,9.0,69.0,9.0,157.0,6.0,66.7,2.0,6.0,5.0,3.0,9.0,1,10.0,20.0,0.34,0.1,0.5,62.1,0.68,0.07,0,2019-20,37.0
552,Wakaso,GHA,MF,Alavés,ESP-La Liga,29.0,1990.0,16,1283,0,0,0,0,0,0.4,0.4,14.0,48.0,0.0,0.0,54.0,31.0,48.5,5.0,18.0,17.0,17.0,1.0,0,0.0,0,0.0,0,0.0,0.0,347.0,492.0,70.5,2047.0,81.9,78.0,54.2,5.0,41.0,3.0,23.0,37.0,67.6,12.0,14.0,16.0,3.0,22.0,0,14.0,7.1,0.98,0.0,0.0,39.1,0.84,0.0,0,2019-20,36.0
553,Ximo Navarro,ESP,DF,Alavés,ESP-La Liga,29.0,1990.0,23,1903,0,0,0,0,0,0.4,0.4,18.0,45.0,0.0,0.0,34.0,19.0,57.1,7.0,13.0,52.0,76.0,2.0,0,0.0,0,0.0,0,0.0,0.0,632.0,846.0,74.7,4256.0,87.5,78.0,37.6,3.0,40.0,2.0,98.0,14.0,57.1,6.0,18.0,15.0,2.0,26.0,0,7.0,28.6,0.33,0.0,0.0,51.5,0.47,0.0,0,2019-20,36.0
554,Édgar Méndez,ESP,"MF,FW",Alavés,ESP-La Liga,29.0,1990.0,16,864,1,0,1,1,0,0.5,0.5,22.0,10.0,0.1,0.0,11.0,7.0,38.5,2.0,8.0,5.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,120.0,196.0,61.2,351.0,71.6,61.1,37.5,5.0,13.0,5.0,9.0,21.0,61.9,8.0,22.0,8.0,5.0,17.0,1,8.0,37.5,0.83,0.13,0.33,35.1,1.46,0.0,0,2019-20,36.0
555,Ander Capa,ESP,DF,Athletic Club,ESP-La Liga,27.0,1992.0,35,2872,3,4,7,3,0,1.2,1.2,92.0,107.0,0.09,0.13,64.0,36.0,40.7,7.0,19.0,28.0,63.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1165.0,1616.0,72.1,6933.0,85.3,71.9,35.8,23.0,71.0,27.0,80.0,84.0,66.7,28.0,92.0,69.0,12.0,40.0,3,16.0,43.8,0.5,0.19,0.43,63.6,1.97,0.16,0,2019-20,34.0
556,Aritz Aduriz,ESP,"FW,MF",Athletic Club,ESP-La Liga,38.0,1981.0,14,208,1,0,1,1,0,1.6,0.8,2.0,6.0,0.43,0.0,3.0,2.0,,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,32.0,57.0,56.1,68.0,65.6,46.2,40.0,0.0,4.0,0.0,2.0,2.0,50.0,1.0,2.0,1.0,2.0,7.0,1,6.0,33.3,2.6,0.17,0.5,67.7,0.87,0.0,0,2019-20,45.0
557,Asier Villalibre,ESP,FW,Athletic Club,ESP-La Liga,21.0,1997.0,19,531,3,0,3,3,0,3.3,3.3,8.0,11.0,0.51,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,65.0,108.0,60.2,133.0,72.4,53.8,75.0,1.0,4.0,4.0,3.0,10.0,50.0,5.0,8.0,4.0,6.0,22.0,3,17.0,29.4,2.88,0.18,0.6,54.2,1.18,0.0,0,2019-20,29.0
558,Beñat Etxebarria,ESP,MF,Athletic Club,ESP-La Liga,32.0,1987.0,11,394,0,0,0,0,0,0.1,0.1,2.0,18.0,0.0,0.0,6.0,1.0,15.4,1.0,5.0,4.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,162.0,199.0,81.4,862.0,91.9,85.3,57.1,10.0,13.0,3.0,8.0,1.0,0.0,1.0,2.0,3.0,1.0,5.0,0,5.0,40.0,1.14,0.0,0.0,44.4,3.2,0.23,0,2019-20,39.0
559,Dani García,ESP,MF,Athletic Club,ESP-La Liga,29.0,1990.0,36,3029,0,1,1,0,0,0.6,0.6,6.0,128.0,0.0,0.03,59.0,30.0,34.9,7.0,18.0,52.0,56.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1240.0,1535.0,80.8,6352.0,85.7,86.8,68.9,14.0,111.0,4.0,85.0,16.0,62.5,6.0,6.0,14.0,1.0,26.0,0,14.0,0.0,0.42,0.0,,56.0,1.1,0.06,0,2019-20,36.0
560,Iago Herrerín,ESP,GK,Athletic Club,ESP-La Liga,31.0,1988.0,5,425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,103.0,168.0,61.3,2978.0,100.0,94.9,47.9,0.0,5.0,0.0,142.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,100.0,0.0,0.0,0,2019-20,38.0
561,Ibai Gómez,ESP,FW,Athletic Club,ESP-La Liga,29.0,1989.0,17,695,0,0,0,0,0,1.2,1.2,14.0,16.0,0.0,0.0,5.0,3.0,37.5,0.0,4.0,3.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,201.0,313.0,64.2,1099.0,91.8,61.6,29.9,15.0,8.0,7.0,3.0,15.0,73.3,4.0,14.0,7.0,4.0,18.0,0,14.0,28.6,1.81,0.0,0.0,14.3,3.76,0.39,0,2019-20,37.0
562,Iker Muniain,ESP,"FW,MF",Athletic Club,ESP-La Liga,26.0,1992.0,31,2382,5,2,7,5,0,3.7,3.7,80.0,117.0,0.19,0.08,26.0,19.0,16.7,0.0,9.0,12.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,897.0,1086.0,82.6,3157.0,90.0,82.5,62.4,38.0,82.0,26.0,6.0,94.0,59.6,38.0,80.0,72.0,16.0,49.0,5,27.0,48.1,1.02,0.19,0.38,36.4,3.4,0.42,0,2019-20,34.0
563,Iñaki Williams,GHA,FW,Athletic Club,ESP-La Liga,25.0,1994.0,38,2939,6,1,7,5,1,7.3,5.7,87.0,59.0,0.18,0.03,15.0,5.0,27.8,2.0,16.0,5.0,29.0,0.0,0,0.0,0,0.0,0,0.0,0.0,498.0,709.0,70.2,1180.0,80.2,74.4,58.3,25.0,20.0,27.0,34.0,87.0,54.0,40.0,87.0,57.0,38.0,100.0,6,46.0,45.7,1.41,0.11,0.24,46.0,2.66,0.28,0,2019-20,32.0
564,Iñigo Córdoba,ESP,FW,Athletic Club,ESP-La Liga,22.0,1997.0,24,1442,1,4,5,1,0,1.8,1.8,17.0,38.0,0.06,0.25,33.0,20.0,26.9,2.0,28.0,16.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,317.0,460.0,68.9,1069.0,85.3,63.6,33.3,12.0,16.0,15.0,10.0,28.0,46.4,15.0,17.0,20.0,5.0,35.0,1,28.0,25.0,1.75,0.04,0.14,47.2,2.25,0.37,0,2019-20,29.0
565,Iñigo Lekue,ESP,"FW,DF",Athletic Club,ESP-La Liga,26.0,1993.0,14,623,0,1,1,0,0,0.1,0.1,24.0,10.0,0.0,0.14,22.0,12.0,78.6,0.0,7.0,3.0,11.0,0.0,0,0.0,0,0.0,0,0.0,0.0,193.0,279.0,69.2,867.0,86.5,71.9,27.9,8.0,8.0,4.0,17.0,39.0,33.3,26.0,24.0,17.0,3.0,19.0,0,3.0,0.0,0.43,0.0,,42.1,1.88,0.0,0,2019-20,33.0
566,Iñigo Martínez,ESP,DF,Athletic Club,ESP-La Liga,28.0,1991.0,33,2970,1,1,2,1,0,2.3,2.3,36.0,132.0,0.03,0.03,48.0,30.0,57.4,13.0,15.0,39.0,140.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1200.0,1580.0,75.9,10432.0,88.0,83.6,59.5,10.0,117.0,9.0,180.0,12.0,58.3,5.0,36.0,31.0,0.0,17.0,1,27.0,14.8,0.82,0.04,0.25,67.5,0.97,0.09,0,2019-20,35.0
567,Kenan Kodro,BIH,"FW,MF",Athletic Club,ESP-La Liga,25.0,1993.0,12,364,1,0,1,1,0,0.5,0.5,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,53.0,83.0,63.9,78.0,78.8,33.3,33.3,1.0,2.0,0.0,4.0,4.0,75.0,1.0,1.0,1.0,0.0,10.0,1,4.0,50.0,0.99,0.25,0.5,53.8,0.99,0.25,0,2019-20,33.0
568,Larra,ESP,"FW,MF",Athletic Club,ESP-La Liga,21.0,1997.0,10,250,0,0,0,0,0,0.1,0.1,7.0,1.0,0.0,0.0,2.0,2.0,,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,44.0,77.0,57.1,117.0,79.5,50.0,16.7,1.0,0.0,2.0,0.0,7.0,28.6,5.0,7.0,5.0,2.0,9.0,0,3.0,33.3,1.08,0.0,0.0,46.2,1.44,0.36,0,2019-20,29.0
569,Mikel Balenziaga,ESP,DF,Athletic Club,ESP-La Liga,31.0,1988.0,9,563,0,0,0,0,0,0.1,0.1,5.0,15.0,0.0,0.0,15.0,10.0,81.8,1.0,3.0,2.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0.0,183.0,262.0,69.8,1179.0,85.8,69.1,46.9,0.0,10.0,2.0,15.0,3.0,100.0,0.0,5.0,6.0,0.0,3.0,0,3.0,0.0,0.48,0.0,,76.9,0.64,0.0,0,2019-20,38.0
570,Mikel San José,ESP,MF,Athletic Club,ESP-La Liga,30.0,1989.0,9,359,0,0,0,0,0,0.7,0.7,0.0,11.0,0.0,0.0,9.0,4.0,20.0,1.0,2.0,9.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,94.0,132.0,71.2,526.0,75.8,77.3,61.5,1.0,6.0,2.0,17.0,4.0,25.0,3.0,0.0,1.0,0.0,5.0,0,5.0,20.0,1.25,0.0,0.0,55.6,1.0,0.25,0,2019-20,37.0
571,Mikel Vesga,ESP,MF,Athletic Club,ESP-La Liga,26.0,1993.0,20,1269,0,1,1,0,0,0.9,0.9,18.0,38.0,0.0,0.07,25.0,17.0,20.0,7.0,11.0,31.0,24.0,1.0,0,0.0,0,0.0,0,0.0,0.0,431.0,550.0,78.4,1741.0,86.4,80.6,59.0,6.0,35.0,5.0,45.0,7.0,71.4,2.0,18.0,14.0,0.0,17.0,0,14.0,21.4,0.99,0.0,0.0,57.4,1.35,0.21,0,2019-20,33.0
572,Oihan Sancet,ESP,"MF,FW",Athletic Club,ESP-La Liga,19.0,2000.0,17,741,1,1,2,1,0,1.0,1.0,11.0,19.0,0.12,0.12,11.0,7.0,36.4,0.0,6.0,2.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,159.0,199.0,79.9,441.0,84.9,82.1,82.4,10.0,15.0,0.0,3.0,27.0,59.3,11.0,11.0,7.0,2.0,29.0,1,10.0,50.0,1.21,0.1,0.2,47.1,2.91,0.36,0,2019-20,26.0
573,Raúl García,ESP,"MF,FW",Athletic Club,ESP-La Liga,33.0,1986.0,35,2869,15,1,16,8,7,11.0,5.4,39.0,114.0,0.47,0.03,57.0,37.0,21.1,6.0,40.0,24.0,44.0,0.0,0,0.0,0,0.0,0,0.0,0.0,533.0,991.0,53.8,2285.0,67.3,48.5,31.1,22.0,76.0,12.0,47.0,26.0,34.6,17.0,39.0,34.0,3.0,60.0,15,74.0,35.1,2.32,0.11,0.31,58.1,1.79,0.13,0,2019-20,40.0
574,Unai López,ESP,MF,Athletic Club,ESP-La Liga,23.0,1995.0,26,1787,1,4,5,1,0,0.9,0.9,25.0,112.0,0.05,0.2,30.0,22.0,24.4,2.0,11.0,18.0,12.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1008.0,1221.0,82.6,4142.0,93.3,87.0,61.5,34.0,89.0,21.0,20.0,19.0,68.4,6.0,25.0,28.0,1.0,19.0,1,28.0,32.1,1.41,0.04,0.11,48.9,2.97,0.25,0,2019-20,31.0
575,Unai Núñez,ESP,DF,Athletic Club,ESP-La Liga,22.0,1997.0,20,1572,0,0,0,0,0,0.7,0.7,4.0,53.0,0.0,0.0,13.0,10.0,37.5,17.0,8.0,23.0,71.0,0.0,0,0.0,0,0.0,0,0.0,0.0,601.0,731.0,82.2,4833.0,81.0,93.1,70.1,3.0,37.0,1.0,107.0,9.0,77.8,2.0,4.0,5.0,1.0,9.0,0,8.0,37.5,0.46,0.0,0.0,55.2,0.4,0.06,0,2019-20,29.0
576,Unai Simón,ESP,GK,Athletic Club,ESP-La Liga,22.0,1997.0,34,2991,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,0,0.0,0,0.0,0,0.0,0.0,671.0,1110.0,60.5,21873.0,100.0,97.3,48.2,0.0,32.0,0.0,961.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,100.0,0.21,0.0,0,2019-20,29.0
577,Unai Vencedor Paris,ESP,MF,Athletic Club,ESP-La Liga,18.0,2000.0,1,73,0,0,0,0,0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,33.0,41.0,80.5,234.0,90.0,85.7,66.7,1.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.23,0.0,,0.0,2.47,0.0,0,2019-20,26.0
578,Yeray Álvarez,ESP,DF,Athletic Club,ESP-La Liga,24.0,1995.0,32,2810,0,0,0,0,0,1.3,1.3,29.0,110.0,0.0,0.0,36.0,19.0,56.7,22.0,11.0,62.0,138.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1164.0,1500.0,77.6,8808.0,85.6,86.7,53.1,5.0,76.0,5.0,180.0,17.0,82.4,3.0,29.0,18.0,1.0,14.0,0,12.0,16.7,0.38,0.0,0.0,60.1,0.67,0.03,0,2019-20,31.0
579,Yuri Berchiche,ESP,DF,Athletic Club,ESP-La Liga,29.0,1990.0,33,2850,2,1,3,2,0,1.5,1.5,83.0,153.0,0.06,0.03,48.0,35.0,52.5,4.0,22.0,30.0,73.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1324.0,1684.0,78.6,8101.0,87.5,79.6,66.8,29.0,113.0,34.0,81.0,70.0,61.4,27.0,83.0,73.0,11.0,54.0,2,35.0,25.7,1.11,0.06,0.22,69.2,1.83,0.13,0,2019-20,36.0
580,Óscar de Marcos,ESP,"DF,FW",Athletic Club,ESP-La Liga,30.0,1989.0,13,541,0,1,1,0,0,0.0,0.0,14.0,20.0,0.0,0.17,5.0,3.0,50.0,0.0,6.0,8.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,162.0,224.0,72.3,763.0,86.0,70.3,46.7,8.0,15.0,6.0,14.0,5.0,40.0,3.0,14.0,6.0,1.0,8.0,0,1.0,0.0,0.17,0.0,,43.8,1.66,0.17,0,2019-20,37.0
581,Antonio Adán,ESP,GK,Atlético Madrid,ESP-La Liga,32.0,1987.0,1,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,4.0,6.0,66.7,84.0,100.0,100.0,33.3,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2019-20,39.0
582,Darío Poveda,ESP,MF,Atlético Madrid,ESP-La Liga,22.0,1997.0,1,8,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,5.0,60.0,0.0,75.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,11.25,0.0,,100.0,0.0,0.0,0,2019-20,29.0
583,Diego Costa,ESP,FW,Atlético Madrid,ESP-La Liga,30.0,1988.0,23,1350,5,4,9,3,2,6.7,4.3,9.0,34.0,0.33,0.27,9.0,5.0,10.0,2.0,2.0,3.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,253.0,369.0,68.6,629.0,76.5,71.9,63.2,15.0,16.0,14.0,15.0,21.0,47.6,11.0,9.0,12.0,6.0,42.0,5,32.0,21.9,2.13,0.09,0.43,42.1,2.07,0.47,0,2019-20,38.0
584,Felipe,BRA,DF,Atlético Madrid,ESP-La Liga,30.0,1989.0,25,2102,1,0,1,1,0,1.9,1.9,4.0,35.0,0.04,0.0,27.0,19.0,58.3,13.0,5.0,40.0,130.0,0.0,0,0.0,0,0.0,0,0.0,0.0,709.0,929.0,76.3,5652.0,87.5,80.7,53.3,4.0,21.0,0.0,160.0,6.0,66.7,2.0,4.0,4.0,0.0,9.0,1,19.0,26.3,0.81,0.05,0.2,74.2,0.6,0.09,0,2019-20,37.0
585,Germán Valera,ESP,FW,Atlético Madrid,ESP-La Liga,17.0,2002.0,1,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,2.0,50.0,0.0,50.0,,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,,22.5,0.0,0,2019-20,24.0
586,Héctor Herrera,MEX,MF,Atlético Madrid,ESP-La Liga,29.0,1990.0,21,1123,0,2,2,0,0,0.8,0.8,20.0,92.0,0.0,0.16,31.0,21.0,40.6,7.0,9.0,17.0,13.0,2.0,0,0.0,0,0.0,0,0.0,0.0,671.0,785.0,85.5,3646.0,92.0,87.6,65.4,21.0,71.0,12.0,31.0,15.0,93.3,1.0,20.0,21.0,0.0,17.0,0,14.0,7.1,1.12,0.0,0.0,70.0,3.93,0.16,0,2019-20,36.0
587,Ivan Šaponjić,SRB,"DF,FW",Atlético Madrid,ESP-La Liga,21.0,1997.0,2,6,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,15.0,0.0,,100.0,0.0,0.0,0,2019-20,29.0
588,Jan Oblak,SVN,GK,Atlético Madrid,ESP-La Liga,26.0,1993.0,38,3395,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,4.0,2.0,0,0.0,0,0.0,0,0.0,0.0,572.0,956.0,59.8,17005.0,98.8,98.9,44.8,0.0,10.0,1.0,868.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0,0.0,,0.0,,,50.0,0.21,0.0,0,2019-20,33.0
589,José María Giménez,URU,DF,Atlético Madrid,ESP-La Liga,24.0,1995.0,21,1755,0,0,0,0,0,0.9,0.9,1.0,39.0,0.0,0.0,20.0,16.0,63.6,7.0,7.0,23.0,75.0,1.0,0,0.0,0,0.0,0,0.0,0.0,784.0,920.0,85.2,5841.0,92.0,90.9,64.7,0.0,32.0,0.0,132.0,3.0,100.0,0.0,1.0,3.0,0.0,5.0,0,11.0,18.2,0.56,0.0,0.0,73.6,0.56,0.0,0,2019-20,31.0
590,João Félix,POR,"FW,MF",Atlético Madrid,ESP-La Liga,19.0,1999.0,27,1745,6,1,7,6,0,7.6,7.6,43.0,51.0,0.31,0.05,9.0,3.0,28.6,0.0,4.0,10.0,4.0,1.0,0,0.0,0,0.0,0,0.0,0.0,405.0,530.0,76.4,1334.0,84.3,76.3,33.3,15.0,35.0,11.0,8.0,55.0,36.4,35.0,43.0,45.0,16.0,40.0,6,64.0,28.1,3.3,0.09,0.33,27.4,2.85,0.21,0,2019-20,27.0
591,Kieran Trippier,ENG,DF,Atlético Madrid,ESP-La Liga,28.0,1990.0,25,1979,0,4,4,0,0,0.1,0.1,49.0,115.0,0.0,0.18,52.0,34.0,64.2,7.0,26.0,24.0,46.0,0.0,0,0.0,0,0.0,0,0.0,0.0,939.0,1329.0,70.7,6986.0,91.1,70.5,37.9,40.0,67.0,53.0,59.0,18.0,72.2,5.0,49.0,30.0,6.0,22.0,0,3.0,0.0,0.14,0.0,,51.0,3.41,0.36,0,2019-20,36.0
592,Koke,ESP,MF,Atlético Madrid,ESP-La Liga,27.0,1992.0,32,2698,4,5,9,4,0,2.6,2.6,26.0,146.0,0.13,0.17,70.0,42.0,32.6,8.0,25.0,29.0,28.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1430.0,1759.0,81.3,5402.0,90.2,83.8,46.0,57.0,110.0,25.0,44.0,22.0,63.6,8.0,26.0,41.0,3.0,46.0,4,23.0,39.1,0.77,0.17,0.44,41.4,3.47,0.37,0,2019-20,34.0
593,Manu Sánchez,ESP,DF,Atlético Madrid,ESP-La Liga,18.0,2000.0,5,325,0,0,0,0,0,0.0,0.0,11.0,7.0,0.0,0.0,13.0,7.0,53.3,0.0,3.0,7.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,131.0,171.0,76.6,447.0,84.3,75.8,41.7,4.0,1.0,4.0,3.0,6.0,33.3,4.0,11.0,7.0,1.0,1.0,0,0.0,,0.0,,,33.3,1.94,0.0,0,2019-20,26.0
594,Marcos Llorente,ESP,"MF,FW",Atlético Madrid,ESP-La Liga,24.0,1995.0,29,1368,3,3,6,3,0,1.5,1.5,39.0,46.0,0.2,0.2,29.0,15.0,33.3,4.0,20.0,14.0,9.0,0.0,0,0.0,0,0.0,0,0.0,0.0,382.0,493.0,77.5,1372.0,85.9,84.6,44.4,16.0,24.0,7.0,18.0,32.0,84.4,5.0,39.0,23.0,18.0,28.0,3,14.0,35.7,0.92,0.21,0.6,41.5,2.04,0.59,0,2019-20,31.0
595,Mario Hermoso,ESP,DF,Atlético Madrid,ESP-La Liga,24.0,1995.0,17,1217,0,0,0,0,0,0.3,0.3,6.0,42.0,0.0,0.0,15.0,8.0,55.0,5.0,6.0,12.0,61.0,0.0,0,0.0,0,0.0,0,0.0,0.0,504.0,647.0,77.9,4290.0,90.7,85.2,51.0,2.0,30.0,2.0,78.0,7.0,100.0,0.0,6.0,3.0,0.0,4.0,0,3.0,66.7,0.22,0.0,0.0,50.0,0.81,0.0,0,2019-20,31.0
596,Renan Lodi,BRA,DF,Atlético Madrid,ESP-La Liga,21.0,1998.0,32,2396,1,2,3,1,0,1.6,1.6,70.0,61.0,0.04,0.08,73.0,46.0,61.5,7.0,21.0,38.0,56.0,0.0,0,0.0,0,0.0,0,0.0,0.0,914.0,1241.0,73.7,4348.0,89.8,67.0,46.9,19.0,35.0,31.0,61.0,30.0,53.3,14.0,70.0,42.0,12.0,38.0,1,18.0,16.7,0.68,0.06,0.33,44.3,1.28,0.08,0,2019-20,28.0
597,Rodrigo Riquelme,ESP,"FW,MF",Atlético Madrid,ESP-La Liga,19.0,2000.0,1,13,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,3.0,33.3,19.0,,50.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,6.92,0.0,,0.0,0.0,0.0,0,2019-20,26.0
598,Santiago Arias,COL,DF,Atlético Madrid,ESP-La Liga,27.0,1992.0,14,1076,0,1,1,0,0,0.5,0.5,27.0,45.0,0.0,0.08,36.0,24.0,55.6,7.0,5.0,19.0,20.0,1.0,0,0.0,0,0.0,0,0.0,0.0,482.0,647.0,74.5,3131.0,88.6,72.3,40.0,11.0,20.0,19.0,43.0,7.0,71.4,2.0,27.0,19.0,3.0,11.0,0,6.0,33.3,0.5,0.0,0.0,51.2,1.92,0.17,0,2019-20,34.0
599,Saúl Ñíguez,ESP,"MF,DF",Atlético Madrid,ESP-La Liga,24.0,1994.0,35,3072,6,0,6,4,2,4.7,3.1,41.0,165.0,0.18,0.0,95.0,59.0,44.3,13.0,45.0,55.0,68.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1391.0,1778.0,78.2,7526.0,84.5,78.8,66.9,15.0,123.0,21.0,105.0,42.0,66.7,14.0,41.0,40.0,6.0,38.0,6,42.0,23.8,1.23,0.1,0.4,53.9,1.61,0.12,0,2019-20,32.0
