rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
11,Gabriel Jesus,BRA,FW,Arsenal,ENG-Premier League,26.0,1997.0,27,1478,4,5,9,4,0,6.3,6.3,38.0,42.0,0.24,0.3,24.0,17.0,27.8,1.0,22.0,13.0,12.0,0.0,0,0.0,0,0.0,0,0.0,0.0,403.0,513.0,78.6,971.0,84.6,79.3,62.5,29.0,18.0,19.0,16.0,75.0,46.7,30.0,38.0,21.0,25.0,61.0,4,55.0,34.5,3.35,0.07,0.21,28.3,3.59,0.49,0,2023-24,29.0
12,Gabriel Magalhães,BRA,DF,Arsenal,ENG-Premier League,25.0,1997.0,36,3044,4,0,4,4,0,4.3,4.3,13.0,117.0,0.12,0.0,48.0,28.0,77.3,33.0,11.0,31.0,100.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1914.0,2157.0,88.7,10388.0,95.0,93.0,54.3,3.0,143.0,9.0,321.0,5.0,40.0,2.0,13.0,37.0,1.0,12.0,4,31.0,32.3,0.92,0.13,0.4,55.4,0.68,0.09,0,2023-24,29.0
13,Gabriel Martinelli,BRA,FW,Arsenal,ENG-Premier League,22.0,2001.0,35,2019,6,4,10,6,0,6.8,6.8,127.0,65.0,0.27,0.18,30.0,24.0,40.6,1.0,22.0,5.0,9.0,1.0,0,0.0,0,0.0,0,0.0,0.0,724.0,929.0,77.9,2008.0,86.5,81.2,55.3,46.0,22.0,33.0,12.0,114.0,35.1,61.0,127.0,49.0,82.0,54.0,6,58.0,34.5,2.59,0.1,0.3,36.6,4.1,0.49,0,2023-24,25.0
14,Jakub Kiwior,POL,DF,Arsenal,ENG-Premier League,23.0,2000.0,20,946,1,3,4,1,0,0.8,0.8,4.0,55.0,0.1,0.29,20.0,12.0,73.7,3.0,8.0,8.0,28.0,1.0,0,0.0,0,0.0,0,0.0,0.0,523.0,625.0,83.7,3042.0,89.1,85.9,58.6,6.0,43.0,8.0,25.0,3.0,66.7,1.0,4.0,8.0,1.0,8.0,1,6.0,33.3,0.57,0.17,0.5,57.7,1.24,0.38,0,2023-24,26.0
15,Jorginho,ITA,MF,Arsenal,ENG-Premier League,31.0,1991.0,24,921,0,2,2,0,0,0.1,0.1,8.0,101.0,0.0,0.2,24.0,10.0,47.8,1.0,16.0,12.0,7.0,1.0,0,0.0,0,0.0,0,0.0,0.0,699.0,785.0,89.0,3439.0,94.7,90.3,76.3,10.0,81.0,25.0,25.0,5.0,40.0,3.0,8.0,11.0,0.0,5.0,0,4.0,0.0,0.39,0.0,,50.0,2.64,0.49,0,2023-24,35.0
16,Jurriën Timber,NED,DF,Arsenal,ENG-Premier League,22.0,2001.0,2,71,0,0,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,,0.0,1.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,66.0,74.0,89.2,221.0,97.2,90.9,50.0,0.0,11.0,0.0,0.0,1.0,100.0,0.0,0.0,3.0,0.0,0.0,0,0.0,,0.0,,,50.0,0.0,0.0,0,2023-24,25.0
17,Kai Havertz,GER,"MF,FW",Arsenal,ENG-Premier League,24.0,1999.0,37,2634,13,7,20,12,1,12.3,11.6,55.0,99.0,0.44,0.24,35.0,15.0,35.9,1.0,25.0,20.0,22.0,0.0,0,0.0,0,0.0,0,0.0,0.0,764.0,955.0,80.0,2405.0,86.2,79.6,46.7,46.0,65.0,29.0,29.0,42.0,38.1,19.0,55.0,36.0,23.0,54.0,13,68.0,39.7,2.32,0.18,0.44,50.2,3.62,0.75,0,2023-24,27.0
18,Leandro Trossard,BEL,"FW,MF",Arsenal,ENG-Premier League,28.0,1994.0,34,1649,12,1,13,12,0,7.9,7.9,66.0,76.0,0.65,0.05,27.0,16.0,36.0,1.0,26.0,8.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,494.0,673.0,73.4,1927.0,86.0,75.1,51.7,24.0,28.0,29.0,15.0,47.0,53.2,16.0,66.0,43.0,27.0,47.0,12,60.0,36.7,3.27,0.2,0.55,33.3,3.55,0.33,0,2023-24,32.0
19,Martin Ødegaard,NOR,MF,Arsenal,ENG-Premier League,24.0,1998.0,35,3091,8,10,18,6,2,7.4,5.8,91.0,344.0,0.23,0.29,49.0,17.0,29.3,1.0,22.0,15.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1692.0,2006.0,84.3,7898.0,91.4,85.3,65.0,102.0,160.0,130.0,24.0,81.0,45.7,38.0,91.0,83.0,37.0,53.0,8,75.0,28.0,2.18,0.08,0.29,25.0,6.41,0.67,0,2023-24,28.0
20,Mohamed Elneny,EGY,MF,Arsenal,ENG-Premier League,31.0,1992.0,3,28,0,0,0,0,0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,39.0,40.0,97.5,147.0,94.7,100.0,,0.0,2.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0,2.0,50.0,6.43,0.0,0.0,50.0,3.21,0.0,0,2023-24,34.0
21,Oleksandr Zinchenko,UKR,DF,Arsenal,ENG-Premier League,26.0,1996.0,27,1722,1,2,3,1,0,0.6,0.6,40.0,229.0,0.05,0.1,50.0,30.0,67.3,3.0,15.0,20.0,26.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1374.0,1568.0,87.6,6928.0,92.5,90.1,70.9,29.0,154.0,49.0,46.0,14.0,50.0,5.0,40.0,28.0,7.0,10.0,1,17.0,17.6,0.89,0.06,0.33,62.8,3.5,0.31,0,2023-24,30.0
22,Reiss Nelson,ENG,FW,Arsenal,ENG-Premier League,23.0,1999.0,15,268,0,0,0,0,0,0.2,0.2,9.0,5.0,0.0,0.0,9.0,6.0,80.0,1.0,4.0,1.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,127.0,144.0,88.2,298.0,96.4,86.1,50.0,5.0,1.0,6.0,8.0,7.0,14.3,6.0,9.0,5.0,4.0,11.0,0,4.0,25.0,1.34,0.0,0.0,0.0,3.02,0.0,0,2023-24,27.0
23,Takehiro Tomiyasu,JPN,DF,Arsenal,ENG-Premier League,24.0,1998.0,22,1149,2,1,3,2,0,1.5,1.5,17.0,72.0,0.16,0.08,20.0,9.0,61.1,4.0,6.0,18.0,33.0,0.0,0,0.0,0,0.0,0,0.0,0.0,574.0,697.0,82.4,2520.0,89.5,85.8,48.2,6.0,60.0,10.0,37.0,12.0,33.3,7.0,17.0,14.0,3.0,13.0,2,17.0,17.6,1.33,0.12,0.67,55.6,1.33,0.16,0,2023-24,28.0
24,Thomas Partey,GHA,"MF,DF",Arsenal,ENG-Premier League,30.0,1993.0,14,788,0,0,0,0,0,0.4,0.4,15.0,72.0,0.0,0.0,14.0,11.0,50.0,3.0,6.0,11.0,9.0,0.0,0,0.0,0,0.0,0,0.0,0.0,570.0,636.0,89.6,2564.0,92.8,92.2,68.5,6.0,61.0,14.0,23.0,13.0,69.2,2.0,15.0,18.0,1.0,8.0,0,8.0,25.0,0.91,0.0,0.0,46.7,2.86,0.46,0,2023-24,33.0
25,William Saliba,FRA,DF,Arsenal,ENG-Premier League,22.0,2001.0,38,3420,2,1,3,2,0,1.6,1.6,16.0,157.0,0.05,0.03,41.0,26.0,74.1,17.0,15.0,29.0,81.0,3.0,0,0.0,0,0.0,0,0.0,0.0,2635.0,2851.0,92.4,15948.0,94.3,94.5,69.3,6.0,175.0,6.0,223.0,15.0,66.7,4.0,16.0,22.0,1.0,22.0,2,10.0,30.0,0.26,0.2,0.67,59.5,0.76,0.08,0,2023-24,25.0
26,Bertrand Traoré,BFA,"DF,FW",Aston Villa,ENG-Premier League,27.0,1995.0,2,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,3.0,66.7,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,,0.0,0.0,0,2023-24,31.0
27,Boubacar Kamara,FRA,MF,Aston Villa,ENG-Premier League,23.0,1999.0,20,1652,0,1,1,0,0,0.1,0.1,19.0,83.0,0.0,0.05,43.0,29.0,51.1,7.0,14.0,21.0,16.0,0.0,0,0.0,0,0.0,0,0.0,0.0,922.0,1035.0,89.1,3978.0,93.0,92.7,68.3,20.0,107.0,12.0,50.0,30.0,46.7,12.0,19.0,22.0,1.0,19.0,0,5.0,20.0,0.27,0.0,0.0,43.2,2.07,0.16,0,2023-24,27.0
28,Calum Chambers,ENG,"MF,DF",Aston Villa,ENG-Premier League,28.0,1995.0,5,152,0,1,1,0,0,0.0,0.0,0.0,5.0,0.0,0.59,3.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,100.0,113.0,88.5,512.0,94.0,95.7,60.0,1.0,2.0,0.0,9.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,50.0,0.6,0.0,0,2023-24,31.0
29,Cameron Archer,ENG,MF,Aston Villa,ENG-Premier League,22.0,2001.0,1,6,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.0,6.0,83.3,0.0,83.3,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0,0.0,,0.0,,,,0.0,0.0,0,2023-24,25.0
30,Clément Lenglet,FRA,DF,Aston Villa,ENG-Premier League,28.0,1995.0,14,1153,0,1,1,0,0,0.9,0.9,26.0,51.0,0.0,0.08,13.0,9.0,53.8,11.0,8.0,7.0,47.0,1.0,0,0.0,0,0.0,0,0.0,0.0,822.0,918.0,89.5,5173.0,94.7,94.3,64.6,2.0,34.0,3.0,165.0,8.0,37.5,2.0,26.0,18.0,0.0,3.0,0,8.0,25.0,0.62,0.0,0.0,57.7,1.17,0.08,0,2023-24,31.0
31,Diego Carlos,BRA,DF,Aston Villa,ENG-Premier League,30.0,1993.0,27,1816,0,0,0,0,0,1.9,1.9,4.0,59.0,0.0,0.0,27.0,16.0,61.9,19.0,5.0,13.0,78.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1184.0,1340.0,88.4,9315.0,94.4,95.3,53.8,3.0,72.0,4.0,244.0,4.0,50.0,2.0,4.0,2.0,1.0,8.0,0,10.0,10.0,0.5,0.0,0.0,44.7,0.45,0.1,0,2023-24,33.0
32,Douglas Luiz,BRA,MF,Aston Villa,ENG-Premier League,25.0,1998.0,35,2993,9,5,14,5,4,6.9,3.8,60.0,168.0,0.27,0.15,58.0,38.0,47.2,8.0,24.0,23.0,18.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1800.0,2101.0,85.7,7807.0,93.2,89.1,60.5,53.0,137.0,39.0,81.0,47.0,51.1,16.0,60.0,48.0,4.0,33.0,9,44.0,29.5,1.32,0.11,0.38,58.1,3.52,0.3,0,2023-24,28.0
33,Emiliano Martínez,ARG,GK,Aston Villa,ENG-Premier League,30.0,1992.0,34,3015,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1190.0,1436.0,82.9,16368.0,99.2,99.0,49.3,2.0,21.0,0.0,1139.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,100.0,0.09,0.03,0,2023-24,34.0
34,Ezri Konsa,ENG,DF,Aston Villa,ENG-Premier League,25.0,1997.0,35,3069,1,0,1,1,0,2.5,2.5,37.0,136.0,0.03,0.0,54.0,32.0,85.2,20.0,16.0,28.0,73.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1907.0,2094.0,91.1,10672.0,94.2,93.2,73.6,8.0,132.0,14.0,239.0,34.0,55.9,6.0,37.0,20.0,3.0,26.0,1,19.0,26.3,0.56,0.05,0.2,68.2,1.0,0.18,0,2023-24,29.0
35,Finley Munroe,ENG,MF,Aston Villa,ENG-Premier League,18.0,2005.0,1,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,100.0,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2023-24,21.0
36,Jacob Ramsey,ENG,"FW,MF",Aston Villa,ENG-Premier League,22.0,2001.0,16,853,1,1,2,1,0,2.2,2.2,33.0,28.0,0.11,0.11,16.0,8.0,33.3,2.0,13.0,3.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,257.0,322.0,79.8,863.0,82.7,84.3,75.0,10.0,22.0,5.0,10.0,20.0,40.0,11.0,33.0,19.0,11.0,18.0,1,19.0,21.1,2.0,0.05,0.25,62.5,3.06,0.32,0,2023-24,25.0
37,Jaden Philogene Bidace,ENG,FW,Aston Villa,ENG-Premier League,21.0,2002.0,1,4,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,4.0,75.0,5.0,100.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2023-24,24.0
38,John McGinn,SCO,"MF,FW",Aston Villa,ENG-Premier League,28.0,1994.0,35,2999,6,4,10,6,0,5.0,5.0,59.0,189.0,0.18,0.12,59.0,35.0,41.6,4.0,29.0,21.0,21.0,0.0,0,0.0,0,0.0,0,0.0,0.0,972.0,1223.0,79.5,5844.0,88.8,85.7,59.9,44.0,124.0,52.0,44.0,96.0,56.3,27.0,59.0,45.0,10.0,55.0,6,40.0,35.0,1.2,0.15,0.43,32.1,3.18,0.42,0,2023-24,32.0
39,Jáder Durán,COL,"FW,MF",Aston Villa,ENG-Premier League,19.0,2003.0,23,475,5,0,5,5,0,2.0,2.0,9.0,9.0,0.95,0.0,6.0,5.0,16.7,0.0,6.0,1.0,10.0,0.0,0,0.0,0,0.0,0,0.0,0.0,83.0,121.0,68.6,220.0,73.9,82.8,60.0,4.0,6.0,1.0,8.0,5.0,40.0,3.0,9.0,5.0,5.0,16.0,5,20.0,35.0,3.79,0.25,0.71,62.5,2.27,0.76,0,2023-24,23.0
40,Kaine Kesler-Hayden,ENG,"MF,DF",Aston Villa,ENG-Premier League,20.0,2002.0,3,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,0.0,0,2023-24,24.0
41,Leander Dendoncker,BEL,MF,Aston Villa,ENG-Premier League,28.0,1995.0,8,119,1,0,1,1,0,0.7,0.7,0.0,3.0,0.76,0.0,6.0,4.0,80.0,2.0,3.0,2.0,3.0,1.0,0,0.0,0,0.0,0,0.0,0.0,45.0,56.0,80.4,139.0,85.7,86.4,50.0,0.0,1.0,0.0,4.0,0.0,,0.0,0.0,1.0,0.0,2.0,1,2.0,50.0,1.51,0.5,1.0,44.4,1.51,0.76,0,2023-24,31.0
42,Leon Bailey,JAM,"MF,FW",Aston Villa,ENG-Premier League,25.0,1997.0,35,2068,10,9,19,10,0,6.3,6.3,102.0,82.0,0.44,0.39,13.0,7.0,25.0,1.0,17.0,9.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,573.0,790.0,72.5,2559.0,83.6,76.0,58.5,52.0,38.0,51.0,19.0,119.0,47.9,50.0,102.0,47.0,41.0,51.0,10,53.0,34.0,2.31,0.19,0.56,36.8,4.22,0.48,0,2023-24,29.0
43,Lucas Digne,FRA,DF,Aston Villa,ENG-Premier League,30.0,1993.0,33,2410,1,3,4,1,0,1.1,1.1,42.0,77.0,0.04,0.11,47.0,19.0,56.8,2.0,18.0,26.0,67.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1015.0,1351.0,75.1,5595.0,88.2,76.7,44.6,37.0,49.0,34.0,71.0,33.0,30.3,16.0,42.0,19.0,4.0,16.0,1,20.0,20.0,0.75,0.05,0.25,63.6,2.76,0.15,0,2023-24,33.0
44,Matty Cash,POL,DF,Aston Villa,ENG-Premier League,25.0,1997.0,29,2142,2,2,4,2,0,4.2,4.2,62.0,88.0,0.08,0.08,54.0,31.0,49.2,14.0,21.0,18.0,59.0,0.0,0,0.0,0,0.0,0,0.0,0.0,985.0,1225.0,80.4,4888.0,89.9,82.8,48.1,13.0,69.0,19.0,89.0,41.0,29.3,20.0,62.0,41.0,18.0,21.0,2,33.0,39.4,1.39,0.06,0.15,41.7,1.85,0.34,0,2023-24,29.0
45,Morgan Rogers,ENG,"MF,FW",Aston Villa,ENG-Premier League,21.0,2002.0,11,638,3,1,4,3,0,1.4,1.4,22.0,28.0,0.42,0.14,8.0,1.0,18.2,0.0,11.0,3.0,11.0,0.0,0,0.0,0,0.0,0,0.0,0.0,147.0,195.0,75.4,847.0,77.8,83.3,85.7,9.0,16.0,12.0,10.0,33.0,51.5,12.0,22.0,11.0,6.0,17.0,3,11.0,45.5,1.55,0.27,0.6,46.7,3.25,0.57,0,2023-24,24.0
46,Moussa Diaby,FRA,"FW,MF",Aston Villa,ENG-Premier League,24.0,1999.0,38,2174,6,8,14,6,0,7.0,7.0,94.0,72.0,0.25,0.33,12.0,5.0,18.2,1.0,7.0,9.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,485.0,619.0,78.4,1348.0,85.1,79.1,53.1,47.0,29.0,40.0,12.0,70.0,41.4,37.0,94.0,43.0,39.0,33.0,6,54.0,40.7,2.24,0.11,0.27,11.8,3.31,0.41,0,2023-24,27.0
47,Nicolò Zaniolo,ITA,"FW,MF",Aston Villa,ENG-Premier League,24.0,1999.0,25,839,2,0,2,2,0,2.6,2.6,35.0,30.0,0.21,0.0,19.0,9.0,52.9,0.0,13.0,1.0,11.0,0.0,0,0.0,0,0.0,0,0.0,0.0,150.0,228.0,65.8,550.0,79.0,71.0,40.0,10.0,17.0,5.0,11.0,48.0,27.1,30.0,35.0,16.0,15.0,31.0,2,27.0,37.0,2.9,0.07,0.2,33.3,3.23,0.32,0,2023-24,27.0
48,Ollie Watkins,ENG,FW,Aston Villa,ENG-Premier League,27.0,1995.0,37,3217,19,13,32,19,0,16.8,16.8,62.0,55.0,0.53,0.36,12.0,7.0,45.5,4.0,22.0,4.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0.0,459.0,609.0,75.4,932.0,80.7,75.6,47.4,45.0,23.0,22.0,28.0,63.0,41.3,31.0,62.0,37.0,41.0,78.0,19,107.0,43.9,2.99,0.18,0.4,38.0,2.8,0.73,0,2023-24,31.0
49,Omari Kellyman,ENG,FW,Aston Villa,ENG-Premier League,17.0,2005.0,2,37,0,0,0,0,0,0.1,0.1,1.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,6.0,7.0,85.7,11.0,80.0,100.0,,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0,1.0,0.0,2.43,0.0,,0.0,0.0,0.0,0,2023-24,21.0
50,Pau Torres,ESP,DF,Aston Villa,ENG-Premier League,26.0,1997.0,29,2464,2,0,2,2,0,1.0,1.0,42.0,128.0,0.07,0.0,29.0,18.0,46.7,12.0,16.0,14.0,75.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1562.0,1788.0,87.4,9616.0,92.6,93.2,55.8,8.0,141.0,12.0,281.0,28.0,60.7,9.0,42.0,42.0,0.0,9.0,2,12.0,41.7,0.44,0.17,0.4,51.1,0.84,0.04,0,2023-24,29.0
51,Philippe Coutinho,BRA,"MF,FW",Aston Villa,ENG-Premier League,31.0,1992.0,2,25,0,0,0,0,0,0.1,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,20.0,24.0,83.3,63.0,78.6,88.9,,0.0,4.0,0.0,0.0,5.0,80.0,1.0,5.0,4.0,0.0,2.0,0,3.0,33.3,10.8,0.0,0.0,,7.2,0.0,0,2023-24,34.0
52,Robin Olsen,SWE,GK,Aston Villa,ENG-Premier League,33.0,1990.0,5,405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,165.0,203.0,81.3,2046.0,100.0,98.9,41.3,0.0,1.0,0.0,200.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,100.0,0.0,0.0,0,2023-24,36.0
