rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
256,Terence Kongolo,NED,DF,Huddersfield,ENG-Premier League,24.0,1994.0,32,2716,1,1,2,1,0,1.3,1.3,25.0,90.0,0.03,0.03,74.0,46.0,57.4,16.0,26.0,65.0,106.0,1.0,0,0.0,0,0.0,0,0.0,0.0,978.0,1275.0,76.7,7866.0,86.5,80.6,51.3,9.0,69.0,10.0,138.0,18.0,55.6,8.0,25.0,23.0,4.0,17.0,1,14.0,28.6,0.46,0.07,0.25,60.2,0.8,0.07,0,2018-19,32.0
257,Tommy Smith,ENG,DF,Huddersfield,ENG-Premier League,26.0,1992.0,15,1141,0,0,0,0,0,0.1,0.1,19.0,35.0,0.0,0.0,26.0,13.0,40.0,4.0,8.0,18.0,25.0,0.0,0,0.0,0,0.0,0,0.0,0.0,468.0,629.0,74.4,2648.0,87.9,72.9,51.0,7.0,32.0,5.0,38.0,5.0,60.0,2.0,19.0,11.0,1.0,5.0,0,3.0,0.0,0.24,0.0,,50.0,1.18,0.08,0,2018-19,34.0
258,Adrien Silva,POR,MF,Leicester City,ENG-Premier League,29.0,1989.0,2,88,0,0,0,0,0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,69.0,80.0,86.3,330.0,90.2,88.0,88.9,0.0,7.0,1.0,2.0,1.0,100.0,0.0,0.0,3.0,0.0,3.0,0,0.0,,0.0,,,0.0,1.02,0.0,0,2018-19,37.0
259,Ben Chilwell,ENG,DF,Leicester City,ENG-Premier League,21.0,1996.0,36,3240,0,4,4,0,0,1.1,1.1,146.0,146.0,0.0,0.11,55.0,29.0,43.6,7.0,30.0,38.0,156.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1544.0,2217.0,69.6,7782.0,86.1,67.0,29.8,45.0,111.0,34.0,127.0,85.0,57.6,36.0,146.0,113.0,26.0,71.0,0,22.0,45.5,0.61,0.0,0.0,60.3,2.53,0.22,0,2018-19,30.0
260,Christian Fuchs,AUT,DF,Leicester City,ENG-Premier League,32.0,1986.0,3,207,0,0,0,0,0,0.1,0.1,3.0,14.0,0.0,0.0,4.0,3.0,50.0,0.0,0.0,4.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,119.0,157.0,75.8,926.0,88.9,90.2,34.6,6.0,7.0,5.0,7.0,1.0,100.0,0.0,3.0,5.0,0.0,4.0,0,2.0,0.0,0.87,0.0,,50.0,4.78,0.0,0,2018-19,40.0
261,Daniel Amartey,GHA,DF,Leicester City,ENG-Premier League,23.0,1994.0,9,641,0,0,0,0,0,0.3,0.3,8.0,34.0,0.0,0.0,18.0,12.0,66.7,4.0,2.0,17.0,28.0,1.0,0,0.0,0,0.0,0,0.0,0.0,357.0,435.0,82.1,2458.0,93.4,80.2,57.7,3.0,36.0,0.0,43.0,4.0,50.0,2.0,8.0,9.0,1.0,3.0,0,4.0,25.0,0.56,0.0,0.0,60.9,1.55,0.0,0,2018-19,32.0
262,Danny Simpson,ENG,DF,Leicester City,ENG-Premier League,31.0,1987.0,6,292,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,3.0,60.0,3.0,4.0,6.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0.0,104.0,146.0,71.2,850.0,79.6,73.8,56.0,1.0,5.0,0.0,20.0,0.0,,0.0,0.0,1.0,0.0,1.0,0,0.0,,0.0,,,57.1,0.62,0.0,0,2018-19,39.0
263,Demarai Gray,JAM,"FW,MF",Leicester City,ENG-Premier League,22.0,1996.0,34,1985,4,1,5,4,0,4.5,4.5,73.0,53.0,0.18,0.05,25.0,12.0,37.5,0.0,19.0,9.0,15.0,0.0,0,0.0,0,0.0,0,0.0,0.0,518.0,717.0,72.2,1457.0,85.2,71.7,43.1,17.0,37.0,18.0,18.0,73.0,57.5,31.0,73.0,38.0,37.0,58.0,4,47.0,40.4,2.13,0.09,0.21,25.0,2.49,0.27,0,2018-19,30.0
264,Fousseni Diabaté,MLI,FW,Leicester City,ENG-Premier League,22.0,1995.0,1,54,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,9.0,16.0,56.3,32.0,50.0,75.0,100.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,33.3,3.33,0.0,0,2018-19,31.0
265,Hamza Choudhury,BAN,MF,Leicester City,ENG-Premier League,20.0,1997.0,9,595,0,0,0,0,0,0.5,0.5,3.0,21.0,0.0,0.0,24.0,10.0,60.0,3.0,9.0,15.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,205.0,244.0,84.0,757.0,84.8,95.7,65.2,5.0,23.0,2.0,28.0,6.0,33.3,4.0,3.0,5.0,1.0,7.0,0,4.0,50.0,0.61,0.0,0.0,45.5,2.27,0.0,0,2018-19,29.0
266,Harry Maguire,ENG,DF,Leicester City,ENG-Premier League,25.0,1993.0,31,2596,3,0,3,3,0,2.4,2.4,53.0,190.0,0.1,0.0,31.0,17.0,64.7,18.0,14.0,36.0,155.0,4.0,0,0.0,0,0.0,0,0.0,0.0,1499.0,1753.0,85.5,11549.0,89.3,90.1,74.3,11.0,159.0,10.0,219.0,20.0,85.0,3.0,53.0,41.0,2.0,23.0,3,30.0,40.0,1.04,0.1,0.25,78.1,1.56,0.14,0,2018-19,33.0
267,Harvey Barnes,ENG,"MF,FW",Leicester City,ENG-Premier League,20.0,1997.0,16,1004,1,2,3,1,0,3.9,3.9,62.0,27.0,0.09,0.18,10.0,6.0,66.7,1.0,6.0,3.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0.0,244.0,336.0,72.6,660.0,85.9,68.4,38.5,17.0,16.0,8.0,6.0,49.0,61.2,19.0,62.0,23.0,28.0,29.0,1,40.0,25.0,3.59,0.03,0.1,46.7,4.48,0.36,0,2018-19,29.0
268,James Maddison,ENG,"MF,FW",Leicester City,ENG-Premier League,21.0,1996.0,36,2831,7,7,14,6,1,7.4,5.9,63.0,198.0,0.22,0.22,48.0,32.0,24.1,4.0,16.0,12.0,10.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1244.0,1623.0,76.6,6667.0,88.2,81.3,54.1,99.0,144.0,49.0,9.0,73.0,68.5,23.0,63.0,75.0,16.0,47.0,7,81.0,32.1,2.58,0.07,0.23,24.4,6.04,0.41,0,2018-19,30.0
269,Jamie Vardy,ENG,FW,Leicester City,ENG-Premier League,31.0,1987.0,34,2726,18,4,22,14,4,18.3,14.4,45.0,39.0,0.59,0.13,14.0,8.0,23.5,1.0,15.0,6.0,28.0,0.0,0,0.0,0,0.0,0,0.0,0.0,280.0,445.0,62.9,852.0,68.8,65.6,56.5,32.0,17.0,19.0,31.0,32.0,37.5,20.0,45.0,21.0,26.0,51.0,18,74.0,44.6,2.44,0.19,0.42,39.0,1.95,0.3,0,2018-19,39.0
270,Jonny Evans,NIR,DF,Leicester City,ENG-Premier League,30.0,1988.0,24,1996,1,0,1,1,0,0.9,0.9,4.0,33.0,0.05,0.0,24.0,13.0,72.2,10.0,18.0,33.0,152.0,3.0,0,0.0,0,0.0,0,0.0,0.0,873.0,1031.0,84.7,5841.0,90.0,91.3,58.3,5.0,41.0,1.0,182.0,0.0,,0.0,4.0,5.0,1.0,8.0,1,11.0,27.3,0.5,0.09,0.33,66.1,0.54,0.05,0,2018-19,38.0
271,Kasper Schmeichel,DEN,GK,Leicester City,ENG-Premier League,31.0,1986.0,38,3420,0,0,0,0,0,0.1,0.1,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,3.0,14.0,3.0,0,0.0,0,0.0,0,0.0,0.0,857.0,1248.0,68.7,21904.0,98.4,98.1,53.9,1.0,12.0,0.0,1056.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.03,0.0,,90.9,0.05,0.0,0,2018-19,40.0
272,Kelechi Iheanacho,NGA,"FW,MF",Leicester City,ENG-Premier League,21.0,1996.0,30,941,1,3,4,1,0,2.1,2.1,13.0,23.0,0.1,0.29,6.0,5.0,20.0,0.0,5.0,2.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,216.0,287.0,75.3,600.0,81.6,69.2,62.5,13.0,11.0,6.0,2.0,17.0,52.9,8.0,13.0,11.0,8.0,29.0,1,18.0,33.3,1.72,0.06,0.17,28.0,2.2,0.67,0,2018-19,30.0
273,Marc Albrighton,ENG,"FW,MF",Leicester City,ENG-Premier League,28.0,1989.0,27,1625,2,2,4,2,0,1.2,1.2,54.0,64.0,0.11,0.11,35.0,22.0,41.9,3.0,23.0,23.0,30.0,0.0,0,0.0,0,0.0,0,0.0,0.0,448.0,776.0,57.7,2947.0,78.4,59.4,38.1,28.0,53.0,29.0,39.0,55.0,36.4,35.0,54.0,30.0,3.0,35.0,2,19.0,36.8,1.05,0.11,0.29,45.5,2.6,0.22,0,2018-19,37.0
274,Nampalys Mendy,SEN,MF,Leicester City,ENG-Premier League,26.0,1992.0,31,2092,0,0,0,0,0,0.1,0.1,16.0,104.0,0.0,0.0,33.0,18.0,27.3,8.0,16.0,26.0,26.0,2.0,0,0.0,0,0.0,0,0.0,0.0,971.0,1097.0,88.5,3966.0,92.3,90.1,74.0,5.0,89.0,5.0,44.0,24.0,66.7,8.0,16.0,21.0,0.0,30.0,0,2.0,0.0,0.09,0.0,,34.8,0.9,0.09,0,2018-19,34.0
275,Rachid Ghezzal,ALG,"FW,MF",Leicester City,ENG-Premier League,26.0,1992.0,19,743,1,0,1,1,0,1.4,1.4,36.0,40.0,0.12,0.0,14.0,5.0,16.7,1.0,9.0,7.0,4.0,1.0,0,0.0,0,0.0,0,0.0,0.0,353.0,471.0,74.9,1363.0,84.2,71.0,57.1,16.0,16.0,17.0,5.0,29.0,65.5,10.0,36.0,29.0,9.0,22.0,1,19.0,26.3,2.3,0.05,0.2,58.8,5.33,0.0,0,2018-19,34.0
276,Ricardo Pereira,POR,"DF,FW",Leicester City,ENG-Premier League,24.0,1993.0,35,3123,2,6,8,2,0,1.2,1.2,114.0,170.0,0.06,0.17,118.0,66.0,48.2,6.0,54.0,60.0,130.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1479.0,1953.0,75.7,8123.0,86.6,73.3,50.3,33.0,106.0,32.0,104.0,110.0,61.8,42.0,114.0,76.0,32.0,52.0,2,25.0,36.0,0.72,0.08,0.22,47.5,2.48,0.4,0,2018-19,33.0
277,Shinji Okazaki,JPN,"MF,FW",Leicester City,ENG-Premier League,32.0,1986.0,21,288,0,1,1,0,0,0.6,0.6,0.0,7.0,0.0,0.31,5.0,5.0,0.0,1.0,6.0,2.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,70.0,96.0,72.9,170.0,82.8,57.1,50.0,1.0,2.0,1.0,0.0,11.0,18.2,9.0,0.0,2.0,0.0,18.0,0,5.0,80.0,1.56,0.0,0.0,38.1,3.44,0.31,0,2018-19,40.0
278,Vicente Iborra,ESP,MF,Leicester City,ENG-Premier League,30.0,1988.0,8,229,0,0,0,0,0,0.1,0.1,1.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,4.0,1.0,0,0.0,0,0.0,0,0.0,0.0,127.0,147.0,86.4,649.0,87.3,93.3,86.7,1.0,18.0,1.0,4.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,2.0,50.0,0.79,0.0,0.0,72.7,0.79,0.0,0,2018-19,38.0
279,Wes Morgan,JAM,DF,Leicester City,ENG-Premier League,34.0,1984.0,22,1925,3,0,3,3,0,1.8,1.8,6.0,43.0,0.14,0.0,27.0,15.0,85.7,10.0,14.0,32.0,109.0,1.0,0,0.0,0,0.0,0,0.0,0.0,725.0,897.0,80.8,4460.0,85.4,84.6,61.7,3.0,27.0,0.0,123.0,2.0,100.0,0.0,6.0,6.0,1.0,13.0,3,14.0,28.6,0.65,0.21,0.75,68.9,0.65,0.05,0,2018-19,42.0
280,Wilfred Ndidi,NGA,MF,Leicester City,ENG-Premier League,21.0,1996.0,38,3296,2,0,2,2,0,3.7,3.7,26.0,201.0,0.05,0.0,142.0,98.0,48.4,9.0,55.0,83.0,85.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1591.0,2008.0,79.2,7192.0,84.3,83.3,64.0,22.0,167.0,11.0,123.0,50.0,70.0,15.0,26.0,39.0,2.0,57.0,2,55.0,16.4,1.5,0.04,0.22,54.5,1.75,0.14,0,2018-19,30.0
281,Youri Tielemans,BEL,MF,Leicester City,ENG-Premier League,21.0,1997.0,13,1086,3,4,7,3,0,1.8,1.8,24.0,85.0,0.25,0.33,17.0,8.0,29.4,2.0,11.0,5.0,13.0,1.0,0,0.0,0,0.0,0,0.0,0.0,551.0,663.0,83.1,2322.0,88.0,89.3,75.6,16.0,69.0,12.0,20.0,18.0,66.7,6.0,24.0,15.0,3.0,18.0,3,31.0,38.7,2.57,0.1,0.25,52.6,3.23,0.5,0,2018-19,29.0
282,Çağlar Söyüncü,TUR,DF,Leicester City,ENG-Premier League,22.0,1996.0,6,372,0,0,0,0,0,0.1,0.1,2.0,10.0,0.0,0.0,5.0,2.0,50.0,5.0,3.0,7.0,22.0,3.0,0,0.0,0,0.0,0,0.0,0.0,187.0,225.0,83.1,1195.0,95.9,85.7,41.4,0.0,8.0,2.0,30.0,3.0,66.7,1.0,2.0,2.0,0.0,2.0,0,2.0,0.0,0.48,0.0,,72.7,0.24,0.0,0,2018-19,30.0
283,Adam Lallana,ENG,"MF,FW",Liverpool,ENG-Premier League,30.0,1988.0,13,468,0,0,0,0,0,0.3,0.3,18.0,30.0,0.0,0.0,16.0,9.0,41.7,1.0,9.0,5.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,251.0,312.0,80.4,786.0,89.1,77.2,50.0,9.0,14.0,7.0,4.0,11.0,72.7,3.0,18.0,9.0,5.0,10.0,0,5.0,20.0,0.96,0.0,0.0,38.1,4.63,0.58,0,2018-19,38.0
284,Alberto Moreno,ESP,DF,Liverpool,ENG-Premier League,26.0,1992.0,2,154,0,0,0,0,0,0.0,0.0,3.0,12.0,0.0,0.0,3.0,2.0,33.3,0.0,1.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,103.0,121.0,85.1,494.0,93.6,90.0,40.0,3.0,6.0,4.0,2.0,4.0,50.0,2.0,3.0,3.0,0.0,3.0,0,1.0,0.0,0.58,0.0,,0.0,4.09,0.58,0,2018-19,34.0
285,Alex Oxlade-Chamberlain,ENG,MF,Liverpool,ENG-Premier League,24.0,1993.0,2,21,0,0,0,0,0,0.5,0.5,0.0,4.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,10.0,13.0,76.9,67.0,85.7,100.0,0.0,1.0,3.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,1.0,0,1.0,100.0,4.29,0.0,0.0,,12.86,0.0,0,2018-19,33.0
286,Alisson,BRA,GK,Liverpool,ENG-Premier League,25.0,1992.0,38,3420,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,1.0,14.0,6.0,0,0.0,0,0.0,0,0.0,0.0,1075.0,1290.0,83.3,18517.0,96.6,99.5,60.2,0.0,5.0,1.0,1118.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0,0.0,,0.0,,,91.7,0.11,0.03,0,2018-19,34.0
287,Andrew Robertson,SCO,DF,Liverpool,ENG-Premier League,24.0,1994.0,36,3216,0,11,11,0,0,0.7,0.7,124.0,244.0,0.0,0.31,80.0,49.0,55.7,6.0,27.0,29.0,57.0,3.0,0,0.0,0,0.0,0,0.0,0.0,2285.0,2840.0,80.5,12053.0,91.6,80.2,45.5,50.0,155.0,68.0,64.0,48.0,58.3,20.0,124.0,117.0,12.0,31.0,0,16.0,31.3,0.45,0.0,0.0,46.2,2.63,0.5,0,2018-19,32.0
288,Daniel Sturridge,ENG,"FW,MF",Liverpool,ENG-Premier League,28.0,1989.0,18,509,2,1,3,2,0,1.2,1.2,9.0,31.0,0.35,0.18,3.0,3.0,66.7,0.0,4.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,153.0,196.0,78.1,633.0,83.7,82.4,81.3,8.0,14.0,10.0,1.0,9.0,55.6,4.0,9.0,9.0,3.0,17.0,2,18.0,33.3,3.18,0.11,0.33,18.2,2.48,0.35,0,2018-19,37.0
289,Dejan Lovren,CRO,DF,Liverpool,ENG-Premier League,29.0,1989.0,13,986,1,0,1,1,0,0.7,0.7,2.0,27.0,0.09,0.0,15.0,9.0,46.7,7.0,4.0,11.0,51.0,2.0,0,0.0,0,0.0,0,0.0,0.0,715.0,829.0,86.2,4861.0,91.9,91.2,52.6,1.0,22.0,2.0,61.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1,6.0,16.7,0.55,0.17,1.0,67.9,0.55,0.18,0,2018-19,37.0
290,Divock Origi,BEL,FW,Liverpool,ENG-Premier League,23.0,1995.0,12,371,3,1,4,3,0,2.2,2.2,16.0,7.0,0.73,0.24,6.0,1.0,25.0,0.0,2.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,77.0,115.0,67.0,284.0,80.6,58.3,60.0,3.0,6.0,4.0,0.0,10.0,60.0,4.0,16.0,10.0,6.0,9.0,3,13.0,46.2,3.15,0.23,0.5,25.0,2.67,0.24,0,2018-19,31.0
291,Fabinho,BRA,MF,Liverpool,ENG-Premier League,24.0,1993.0,28,2017,1,2,3,1,0,1.0,1.0,28.0,130.0,0.04,0.09,59.0,31.0,40.7,6.0,28.0,28.0,27.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1381.0,1627.0,84.9,6053.0,89.2,89.3,62.7,16.0,128.0,21.0,49.0,16.0,62.5,6.0,28.0,41.0,0.0,10.0,1,17.0,23.5,0.76,0.06,0.25,57.4,1.87,0.22,0,2018-19,33.0
292,Georginio Wijnaldum,NED,MF,Liverpool,ENG-Premier League,27.0,1990.0,35,2725,3,0,3,3,0,3.0,3.0,47.0,168.0,0.1,0.0,41.0,28.0,51.9,7.0,14.0,21.0,24.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1620.0,1791.0,90.5,5460.0,93.4,93.2,77.6,25.0,152.0,17.0,38.0,49.0,59.2,20.0,47.0,46.0,4.0,52.0,3,30.0,26.7,0.99,0.1,0.38,48.5,1.88,0.2,0,2018-19,36.0
293,James Milner,ENG,"MF,DF",Liverpool,ENG-Premier League,32.0,1986.0,31,1789,5,4,9,2,3,3.4,1.1,38.0,164.0,0.25,0.2,43.0,23.0,36.6,5.0,35.0,18.0,30.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1313.0,1636.0,80.3,7644.0,91.1,85.9,58.1,44.0,131.0,37.0,33.0,20.0,75.0,5.0,38.0,43.0,5.0,30.0,5,21.0,19.0,1.06,0.1,0.5,40.4,4.28,0.35,0,2018-19,40.0
294,Joe Gomez,ENG,DF,Liverpool,ENG-Premier League,21.0,1997.0,16,1063,0,0,0,0,0,0.3,0.3,6.0,38.0,0.0,0.0,18.0,11.0,60.0,5.0,5.0,14.0,42.0,0.0,0,0.0,0,0.0,0,0.0,0.0,717.0,839.0,85.5,4488.0,91.2,90.8,59.3,7.0,34.0,3.0,55.0,5.0,80.0,1.0,6.0,2.0,0.0,10.0,0,5.0,20.0,0.42,0.0,0.0,55.8,0.93,0.08,0,2018-19,29.0
295,Jordan Henderson,ENG,MF,Liverpool,ENG-Premier League,28.0,1990.0,32,1987,1,3,4,1,0,1.5,1.5,36.0,160.0,0.05,0.14,46.0,36.0,41.0,3.0,24.0,30.0,17.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1553.0,1815.0,85.6,6348.0,91.9,89.2,70.8,15.0,158.0,23.0,35.0,14.0,50.0,7.0,36.0,28.0,2.0,21.0,1,16.0,6.3,0.72,0.06,1.0,54.5,1.77,0.27,0,2018-19,36.0
296,Joël Matip,CMR,DF,Liverpool,ENG-Premier League,26.0,1991.0,22,1537,1,0,1,1,0,0.7,0.7,27.0,66.0,0.06,0.0,39.0,26.0,54.2,7.0,5.0,32.0,78.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1176.0,1356.0,86.7,7102.0,88.9,94.7,52.2,2.0,64.0,6.0,90.0,8.0,75.0,2.0,27.0,24.0,1.0,7.0,1,8.0,25.0,0.47,0.13,0.5,69.9,0.7,0.12,0,2018-19,35.0
297,Mohamed Salah,EGY,FW,Liverpool,ENG-Premier League,26.0,1992.0,38,3250,22,8,30,19,3,20.2,17.9,131.0,127.0,0.61,0.22,21.0,9.0,31.3,0.0,9.0,5.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,846.0,1152.0,73.4,3092.0,82.5,72.9,50.0,68.0,55.0,71.0,5.0,151.0,53.0,71.0,131.0,91.0,96.0,109.0,22,134.0,44.8,3.71,0.14,0.32,14.3,4.43,0.58,0,2018-19,34.0
298,Naby Keïta,GUI,"MF,FW",Liverpool,ENG-Premier League,23.0,1995.0,25,1390,2,1,3,2,0,2.0,2.0,68.0,103.0,0.13,0.06,37.0,15.0,33.3,4.0,25.0,12.0,16.0,1.0,0,0.0,0,0.0,0,0.0,0.0,889.0,1011.0,87.9,2967.0,90.9,89.3,77.8,9.0,86.0,28.0,29.0,43.0,55.8,19.0,68.0,78.0,10.0,35.0,2,27.0,33.3,1.75,0.07,0.22,28.6,2.65,0.32,0,2018-19,31.0
299,Nathaniel Clyne,ENG,DF,Liverpool,ENG-Premier League,27.0,1991.0,4,111,0,0,0,0,0,0.1,0.1,2.0,4.0,0.0,0.0,4.0,3.0,50.0,0.0,1.0,2.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,67.0,85.0,78.8,309.0,89.1,73.3,0.0,0.0,4.0,1.0,0.0,0.0,,0.0,2.0,3.0,0.0,1.0,0,3.0,33.3,2.43,0.0,0.0,100.0,1.62,0.0,0,2018-19,35.0
300,Rafael Camacho,POR,DF,Liverpool,ENG-Premier League,18.0,2000.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.0,0.0,0,2018-19,26.0
301,Roberto Firmino,BRA,"FW,MF",Liverpool,ENG-Premier League,26.0,1991.0,34,2607,12,6,18,11,1,13.6,12.8,62.0,148.0,0.41,0.21,30.0,20.0,20.6,1.0,34.0,6.0,16.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1053.0,1314.0,80.1,3698.0,84.2,83.0,63.0,43.0,92.0,51.0,19.0,71.0,69.0,22.0,62.0,54.0,13.0,78.0,12,74.0,43.2,2.55,0.15,0.34,28.6,4.0,0.59,0,2018-19,35.0
302,Sadio Mané,SEN,FW,Liverpool,ENG-Premier League,26.0,1992.0,36,3077,22,1,23,22,0,15.1,15.1,121.0,129.0,0.64,0.03,35.0,29.0,32.6,4.0,24.0,15.0,10.0,1.0,0,0.0,0,0.0,0,0.0,0.0,946.0,1243.0,76.1,2984.0,84.8,77.1,63.8,45.0,79.0,49.0,17.0,101.0,50.5,50.0,121.0,87.0,48.0,104.0,22,87.0,48.3,2.54,0.25,0.52,32.1,3.48,0.47,0,2018-19,34.0
303,Trent Alexander-Arnold,ENG,DF,Liverpool,ENG-Premier League,19.0,1998.0,29,2462,1,12,13,1,0,1.6,1.6,70.0,157.0,0.04,0.44,61.0,39.0,52.9,3.0,16.0,35.0,68.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1644.0,2236.0,73.5,10915.0,87.2,78.9,49.3,48.0,123.0,55.0,70.0,27.0,51.9,13.0,70.0,64.0,7.0,41.0,1,29.0,31.0,1.06,0.03,0.11,28.1,3.51,0.66,0,2018-19,28.0
304,Virgil van Dijk,NED,DF,Liverpool,ENG-Premier League,27.0,1991.0,38,3384,4,2,6,4,0,3.1,3.1,20.0,174.0,0.11,0.05,38.0,28.0,100.0,18.0,11.0,40.0,201.0,1.0,0,0.0,0,0.0,0,0.0,0.0,2730.0,3049.0,89.5,17641.0,93.2,93.6,73.7,6.0,144.0,4.0,240.0,12.0,75.0,3.0,20.0,21.0,2.0,7.0,4,31.0,25.8,0.82,0.13,0.5,73.8,0.82,0.19,0,2018-19,35.0
305,Xherdan Shaqiri,SUI,"FW,MF",Liverpool,ENG-Premier League,26.0,1991.0,24,1064,6,3,9,6,0,3.9,3.9,28.0,85.0,0.51,0.25,14.0,4.0,47.4,1.0,5.0,6.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0.0,542.0,701.0,77.3,2197.0,87.4,78.5,56.9,19.0,45.0,33.0,7.0,16.0,37.5,10.0,28.0,31.0,7.0,24.0,6,26.0,38.5,2.2,0.23,0.6,33.3,3.3,0.85,0,2018-19,35.0
306,Aymeric Laporte,ESP,DF,Manchester City,ENG-Premier League,24.0,1994.0,35,3057,3,3,6,3,0,3.0,3.0,94.0,294.0,0.09,0.09,42.0,20.0,64.7,9.0,7.0,39.0,98.0,2.0,0,0.0,0,0.0,0,0.0,0.0,2804.0,3053.0,91.8,16750.0,94.8,95.1,75.8,13.0,265.0,7.0,177.0,6.0,50.0,3.0,94.0,81.0,1.0,11.0,3,26.0,26.9,0.77,0.12,0.43,58.0,1.18,0.18,0,2018-19,32.0
307,Benjamin Mendy,FRA,DF,Manchester City,ENG-Premier League,24.0,1994.0,10,900,0,5,5,0,0,0.2,0.2,48.0,70.0,0.0,0.5,16.0,10.0,52.9,4.0,9.0,10.0,18.0,0.0,0,0.0,0,0.0,0,0.0,0.0,674.0,804.0,83.8,2787.0,94.5,83.7,45.0,11.0,51.0,21.0,18.0,16.0,56.3,7.0,48.0,28.0,3.0,9.0,0,7.0,42.9,0.7,0.0,0.0,26.7,2.4,0.6,0,2018-19,32.0
308,Bernardo Silva,POR,"MF,FW",Manchester City,ENG-Premier League,23.0,1994.0,36,2854,7,7,14,7,0,7.4,7.4,152.0,156.0,0.22,0.22,52.0,39.0,23.9,3.0,44.0,25.0,26.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1515.0,1818.0,83.3,4669.0,92.9,79.2,66.9,71.0,87.0,59.0,33.0,88.0,55.7,39.0,152.0,103.0,48.0,44.0,7,62.0,35.5,1.96,0.11,0.32,29.7,4.35,0.41,0,2018-19,32.0
