rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season,Current Age
11,Granit Xhaka,SUI,"MF,DF",Arsenal,ENG-Premier League,25.0,1992.0,29,2498,4,2,6,4,0,2.0,2.0,37.0,258.0,0.14,0.07,52.0,29.0,40.7,9.0,26.0,36.0,56.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1981.0,2425.0,81.7,10942.0,90.6,87.1,58.9,40.0,225.0,37.0,99.0,14.0,50.0,7.0,37.0,28.0,2.0,17.0,4,29.0,37.9,1.04,0.14,0.36,54.9,2.88,0.18,0,2018-19,34.0
12,Henrikh Mkhitaryan,ARM,"FW,MF",Arsenal,ENG-Premier League,29.0,1989.0,25,1641,6,4,10,6,0,5.0,5.0,68.0,107.0,0.33,0.22,28.0,22.0,27.3,2.0,32.0,16.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,655.0,876.0,74.8,2668.0,84.1,78.2,45.7,29.0,68.0,30.0,23.0,52.0,38.5,32.0,68.0,40.0,13.0,50.0,6,49.0,28.6,2.69,0.12,0.43,45.7,4.0,0.6,0,2018-19,37.0
13,Hector Bellerin,ESP,DF,Arsenal,ENG-Premier League,23.0,1995.0,19,1533,0,5,5,0,0,0.9,0.9,48.0,88.0,0.0,0.29,15.0,12.0,46.2,5.0,12.0,20.0,37.0,3.0,0,0.0,0,0.0,0,0.0,0.0,794.0,958.0,82.9,3670.0,89.7,83.8,69.4,8.0,38.0,25.0,48.0,23.0,65.2,8.0,48.0,28.0,9.0,20.0,0,18.0,22.2,1.06,0.0,0.0,46.7,2.17,0.53,0,2018-19,31.0
14,Joe Willock,ENG,"MF,FW",Arsenal,ENG-Premier League,18.0,1999.0,2,64,0,0,0,0,0,0.1,0.1,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,12.0,15.0,80.0,28.0,100.0,66.7,100.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0,2.0,0.0,2.81,0.0,,50.0,0.0,0.0,0,2018-19,27.0
15,Konstantinos Mavropanos,GRE,DF,Arsenal,ENG-Premier League,20.0,1997.0,4,148,0,0,0,0,0,0.1,0.1,3.0,9.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,7.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,127.0,137.0,92.7,576.0,93.6,93.8,94.1,1.0,12.0,0.0,7.0,2.0,100.0,0.0,3.0,2.0,0.0,0.0,0,2.0,0.0,1.22,0.0,,40.0,1.22,0.0,0,2018-19,29.0
16,Laurent Koscielny,FRA,DF,Arsenal,ENG-Premier League,32.0,1985.0,17,1331,3,0,3,3,0,1.4,1.4,8.0,37.0,0.2,0.0,19.0,11.0,62.5,15.0,5.0,30.0,72.0,0.0,0,0.0,0,0.0,0,0.0,0.0,820.0,895.0,91.6,5462.0,93.6,95.5,82.0,2.0,28.0,0.0,130.0,1.0,100.0,0.0,8.0,2.0,0.0,4.0,3,5.0,80.0,0.34,0.6,0.75,47.2,0.61,0.0,0,2018-19,41.0
17,Lucas Torreira,URU,MF,Arsenal,ENG-Premier League,22.0,1996.0,34,2382,2,2,4,2,0,1.5,1.5,28.0,140.0,0.08,0.08,65.0,39.0,43.9,7.0,27.0,41.0,33.0,2.0,0,0.0,0,0.0,0,0.0,0.0,1405.0,1632.0,86.1,6020.0,89.6,91.9,66.0,16.0,93.0,17.0,76.0,21.0,61.9,8.0,28.0,25.0,5.0,32.0,2,25.0,24.0,0.94,0.08,0.33,43.5,1.85,0.34,0,2018-19,30.0
18,Mattéo Guendouzi,FRA,MF,Arsenal,ENG-Premier League,19.0,1999.0,33,2149,0,0,0,0,0,0.6,0.6,71.0,200.0,0.0,0.0,44.0,26.0,36.2,5.0,23.0,30.0,24.0,3.0,0,0.0,0,0.0,0,0.0,0.0,1409.0,1625.0,86.7,6699.0,91.5,91.0,75.9,17.0,142.0,23.0,42.0,32.0,71.9,9.0,71.0,49.0,5.0,30.0,0,16.0,25.0,0.67,0.0,0.0,42.9,2.51,0.04,0,2018-19,27.0
19,Mesut Özil,GER,"MF,FW",Arsenal,ENG-Premier League,29.0,1988.0,24,1735,5,2,7,5,0,1.7,1.7,75.0,146.0,0.26,0.1,12.0,5.0,14.3,2.0,8.0,4.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1016.0,1177.0,86.3,3797.0,90.4,89.3,69.0,45.0,104.0,47.0,7.0,33.0,63.6,12.0,75.0,63.0,13.0,49.0,5,11.0,54.5,0.57,0.45,0.83,29.4,4.36,0.47,0,2018-19,38.0
20,Mohamed Elneny,EGY,MF,Arsenal,ENG-Premier League,26.0,1992.0,8,380,0,0,0,0,0,0.4,0.4,4.0,31.0,0.0,0.0,13.0,4.0,50.0,4.0,3.0,2.0,8.0,0.0,0,0.0,0,0.0,0,0.0,0.0,256.0,286.0,89.5,1268.0,91.3,92.9,88.6,5.0,15.0,5.0,14.0,3.0,33.3,2.0,4.0,5.0,0.0,6.0,0,7.0,0.0,1.66,0.0,,25.0,2.13,0.0,0,2018-19,34.0
21,Nacho Monreal,ESP,DF,Arsenal,ENG-Premier League,32.0,1986.0,22,1861,1,3,4,1,0,1.3,1.3,32.0,87.0,0.05,0.15,35.0,17.0,60.0,10.0,18.0,31.0,62.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1146.0,1337.0,85.7,5605.0,93.1,85.4,57.6,11.0,50.0,15.0,76.0,13.0,53.8,6.0,32.0,25.0,2.0,10.0,1,7.0,57.1,0.34,0.14,0.25,48.6,1.74,0.39,0,2018-19,40.0
22,Petr Cech,CZE,GK,Arsenal,ENG-Premier League,36.0,1982.0,7,584,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,5.0,2.0,0,0.0,0,0.0,0,0.0,0.0,198.0,270.0,73.3,3871.0,95.7,97.5,46.5,0.0,0.0,0.0,257.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,50.0,0.0,0.0,0,2018-19,44.0
23,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,ENG-Premier League,29.0,1989.0,36,2726,22,5,27,18,4,22.5,18.5,82.0,70.0,0.73,0.17,21.0,17.0,28.6,0.0,26.0,8.0,22.0,0.0,0,0.0,0,0.0,0,0.0,0.0,524.0,744.0,70.4,1550.0,82.1,61.4,48.1,33.0,30.0,33.0,17.0,55.0,52.7,26.0,82.0,45.0,30.0,61.0,22,89.0,38.2,2.94,0.2,0.53,27.8,1.98,0.36,0,2018-19,37.0
24,Rob Holding,ENG,DF,Arsenal,ENG-Premier League,22.0,1995.0,10,807,0,0,0,0,0,0.1,0.1,4.0,29.0,0.0,0.0,11.0,7.0,25.0,7.0,2.0,12.0,40.0,0.0,0,0.0,0,0.0,0,0.0,0.0,540.0,618.0,87.4,3547.0,90.2,91.1,68.8,2.0,18.0,2.0,73.0,5.0,60.0,2.0,4.0,5.0,0.0,4.0,0,2.0,0.0,0.22,0.0,,70.0,0.33,0.0,0,2018-19,31.0
25,Sead Kolašinac,BIH,"DF,MF",Arsenal,ENG-Premier League,25.0,1993.0,24,1887,0,5,5,0,0,0.4,0.4,74.0,76.0,0.0,0.24,34.0,21.0,58.8,3.0,9.0,20.0,28.0,3.0,0,0.0,0,0.0,0,0.0,0.0,951.0,1229.0,77.4,4258.0,87.5,78.2,51.9,31.0,44.0,25.0,40.0,24.0,54.2,11.0,74.0,38.0,24.0,31.0,0,9.0,22.2,0.43,0.0,0.0,40.4,2.34,0.48,0,2018-19,33.0
26,Shkodran Mustafi,GER,DF,Arsenal,ENG-Premier League,26.0,1992.0,31,2611,2,0,2,2,0,1.5,1.5,26.0,118.0,0.07,0.0,62.0,45.0,77.5,17.0,17.0,58.0,168.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1465.0,1810.0,80.9,9830.0,88.5,86.8,58.3,6.0,113.0,9.0,221.0,13.0,61.5,5.0,26.0,22.0,3.0,13.0,2,18.0,44.4,0.62,0.11,0.25,67.4,0.41,0.03,0,2018-19,34.0
27,Sokratis Papastathopoulos,GRE,DF,Arsenal,ENG-Premier League,30.0,1988.0,25,2198,1,2,3,1,0,0.8,0.8,14.0,43.0,0.04,0.08,42.0,25.0,53.6,17.0,17.0,26.0,112.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1244.0,1395.0,89.2,8125.0,95.1,92.3,72.6,5.0,32.0,3.0,170.0,6.0,100.0,0.0,14.0,8.0,2.0,8.0,1,11.0,9.1,0.45,0.09,1.0,55.1,0.53,0.08,0,2018-19,38.0
28,Stephan Lichtsteiner,SUI,DF,Arsenal,ENG-Premier League,34.0,1984.0,14,938,0,0,0,0,0,0.0,0.0,24.0,32.0,0.0,0.0,15.0,9.0,56.3,4.0,7.0,9.0,25.0,1.0,0,0.0,0,0.0,0,0.0,0.0,451.0,596.0,75.7,2141.0,89.6,79.1,43.9,3.0,25.0,6.0,28.0,7.0,57.1,3.0,24.0,20.0,1.0,13.0,0,1.0,0.0,0.1,0.0,,51.2,0.67,0.1,0,2018-19,42.0
29,Adam Smith,ENG,"DF,MF",Bournemouth,ENG-Premier League,27.0,1991.0,25,2066,1,1,2,1,0,0.5,0.5,87.0,98.0,0.04,0.04,46.0,32.0,46.3,7.0,19.0,31.0,68.0,1.0,0,0.0,0,0.0,0,0.0,0.0,863.0,1074.0,80.4,4620.0,88.0,80.4,44.4,11.0,70.0,15.0,80.0,48.0,41.7,28.0,87.0,69.0,8.0,25.0,1,7.0,14.3,0.3,0.14,1.0,48.3,1.92,0.17,0,2018-19,35.0
30,Andrew Surman,ENG,MF,Bournemouth,ENG-Premier League,31.0,1986.0,18,1439,0,0,0,0,0,0.3,0.3,3.0,89.0,0.0,0.0,11.0,6.0,23.1,7.0,13.0,10.0,34.0,1.0,0,0.0,0,0.0,0,0.0,0.0,731.0,842.0,86.8,3658.0,91.3,90.6,69.5,10.0,63.0,14.0,55.0,6.0,50.0,3.0,3.0,11.0,0.0,14.0,0,9.0,11.1,0.56,0.0,0.0,57.6,1.44,0.0,0,2018-19,40.0
31,Artur Boruc,POL,GK,Bournemouth,ENG-Premier League,38.0,1980.0,12,1080,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.3,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,225.0,350.0,64.3,5566.0,100.0,99.2,40.2,0.0,5.0,0.0,330.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,100.0,0.33,0.0,0,2018-19,46.0
32,Asmir Begović,BIH,GK,Bournemouth,ENG-Premier League,31.0,1987.0,24,2160,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,7.0,0,0.0,0,0.0,0,0.0,0.0,450.0,659.0,68.3,10902.0,100.0,99.1,44.3,0.0,4.0,0.0,655.0,0.0,,0.0,0.0,0.0,0.0,2.0,0,0.0,,0.0,,,91.7,0.04,0.0,0,2018-19,39.0
33,Callum Wilson,ENG,FW,Bournemouth,ENG-Premier League,26.0,1992.0,30,2528,14,9,23,13,1,13.4,11.9,49.0,44.0,0.5,0.32,9.0,7.0,0.0,4.0,10.0,4.0,16.0,0.0,0,0.0,0,0.0,0,0.0,0.0,303.0,464.0,65.3,957.0,73.5,71.7,52.4,30.0,22.0,19.0,23.0,42.0,40.5,25.0,49.0,18.0,24.0,96.0,14,63.0,42.9,2.24,0.21,0.48,34.1,2.78,0.68,0,2018-19,34.0
34,Charlie Daniels,ENG,DF,Bournemouth,ENG-Premier League,31.0,1986.0,21,1585,1,0,1,1,0,0.4,0.4,40.0,83.0,0.06,0.0,25.0,15.0,59.1,4.0,10.0,20.0,56.0,2.0,0,0.0,0,0.0,0,0.0,0.0,799.0,1024.0,78.0,5043.0,88.2,78.7,50.8,11.0,67.0,21.0,64.0,21.0,57.1,9.0,40.0,32.0,5.0,12.0,1,12.0,25.0,0.68,0.08,0.33,53.7,1.93,0.0,0,2018-19,40.0
35,Chris Mepham,WAL,DF,Bournemouth,ENG-Premier League,20.0,1997.0,13,850,0,1,1,0,0,0.1,0.1,7.0,22.0,0.0,0.11,9.0,3.0,63.6,5.0,7.0,14.0,57.0,2.0,0,0.0,0,0.0,0,0.0,0.0,326.0,412.0,79.1,2053.0,87.7,83.1,59.1,2.0,16.0,0.0,77.0,3.0,100.0,0.0,7.0,0.0,0.0,5.0,0,2.0,0.0,0.21,0.0,,64.6,0.32,0.11,0,2018-19,29.0
36,Dan Gosling,ENG,MF,Bournemouth,ENG-Premier League,28.0,1990.0,25,1739,2,1,3,2,0,1.9,1.9,7.0,116.0,0.1,0.05,57.0,23.0,52.8,11.0,22.0,20.0,46.0,1.0,0,0.0,0,0.0,0,0.0,0.0,776.0,980.0,79.2,4255.0,86.8,83.7,58.0,11.0,80.0,13.0,60.0,20.0,60.0,8.0,7.0,18.0,2.0,19.0,2,21.0,33.3,1.09,0.1,0.29,47.1,1.45,0.31,0,2018-19,36.0
37,David Brooks,WAL,"MF,FW",Bournemouth,ENG-Premier League,21.0,1997.0,30,2261,7,5,12,7,0,6.0,6.0,66.0,95.0,0.28,0.2,37.0,26.0,43.2,7.0,29.0,24.0,28.0,0.0,0,0.0,0,0.0,0,0.0,0.0,640.0,899.0,71.2,2783.0,81.6,69.2,55.9,30.0,55.0,37.0,23.0,64.0,37.5,40.0,66.0,46.0,22.0,58.0,7,41.0,48.8,1.63,0.17,0.35,16.2,3.14,0.56,0,2018-19,29.0
38,Diego Rico,ESP,"DF,MF",Bournemouth,ENG-Premier League,25.0,1993.0,12,612,0,0,0,0,0,0.2,0.2,11.0,39.0,0.0,0.0,14.0,9.0,33.3,2.0,11.0,14.0,20.0,0.0,0,0.0,0,0.0,0,0.0,0.0,272.0,388.0,70.1,2046.0,83.1,67.8,53.2,11.0,20.0,9.0,31.0,4.0,100.0,0.0,11.0,6.0,0.0,4.0,0,9.0,0.0,1.32,0.0,,46.7,2.5,0.15,0,2018-19,33.0
39,Dominic Solanke,ENG,"FW,MF",Bournemouth,ENG-Premier League,20.0,1997.0,10,347,0,1,1,0,0,1.0,1.0,10.0,6.0,0.0,0.26,8.0,3.0,12.5,1.0,3.0,2.0,9.0,0.0,0,0.0,0,0.0,0,0.0,0.0,71.0,100.0,71.0,165.0,79.7,64.3,50.0,8.0,2.0,2.0,13.0,17.0,58.8,7.0,10.0,4.0,4.0,15.0,0,11.0,27.3,2.85,0.0,0.0,38.5,5.19,0.52,0,2018-19,29.0
40,Emerson Hyndman,USA,MF,Bournemouth,ENG-Premier League,22.0,1996.0,1,38,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,16.0,23.0,69.6,33.0,88.9,66.7,100.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,,0.0,,,0.0,2.37,0.0,0,2018-19,30.0
41,Jack Simpson,ENG,DF,Bournemouth,ENG-Premier League,21.0,1996.0,6,403,0,0,0,0,0,0.1,0.1,5.0,16.0,0.0,0.0,9.0,5.0,66.7,4.0,1.0,9.0,25.0,2.0,0,0.0,0,0.0,0,0.0,0.0,198.0,242.0,81.8,1446.0,87.7,86.1,55.9,0.0,12.0,0.0,42.0,0.0,,0.0,5.0,1.0,0.0,1.0,0,2.0,50.0,0.45,0.0,0.0,60.9,0.22,0.0,0,2018-19,30.0
42,Jefferson Lerma,COL,MF,Bournemouth,ENG-Premier League,23.0,1994.0,30,2506,2,0,2,2,0,1.3,1.3,17.0,133.0,0.07,0.0,45.0,31.0,25.9,19.0,16.0,54.0,88.0,1.0,0,0.0,0,0.0,0,0.0,0.0,1301.0,1568.0,83.0,6479.0,87.4,87.2,65.0,15.0,134.0,10.0,137.0,29.0,69.0,9.0,17.0,30.0,2.0,25.0,2,31.0,25.8,1.11,0.06,0.25,52.8,1.54,0.04,0,2018-19,32.0
43,Jermain Defoe,ENG,FW,Bournemouth,ENG-Premier League,35.0,1982.0,4,25,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,1.0,100.0,3.6,0.0,0.0,0.0,0.0,0.0,0,2018-19,44.0
44,Jordon Ibe,ENG,"MF,DF",Bournemouth,ENG-Premier League,22.0,1995.0,19,797,1,1,2,1,0,0.8,0.8,56.0,28.0,0.11,0.11,6.0,5.0,28.6,0.0,2.0,4.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,213.0,288.0,74.0,958.0,86.4,81.2,51.9,10.0,10.0,17.0,9.0,52.0,50.0,26.0,56.0,35.0,14.0,22.0,1,9.0,33.3,1.02,0.11,0.33,25.0,2.26,0.11,0,2018-19,31.0
45,Joshua King,NOR,"FW,MF",Bournemouth,ENG-Premier League,26.0,1992.0,35,2961,12,3,15,7,5,13.5,8.7,131.0,85.0,0.36,0.09,30.0,19.0,27.6,4.0,24.0,7.0,14.0,0.0,0,0.0,0,0.0,0,0.0,0.0,588.0,858.0,68.5,1845.0,77.4,67.5,48.9,34.0,41.0,36.0,26.0,126.0,51.6,61.0,131.0,87.0,46.0,113.0,12,66.0,27.3,2.01,0.11,0.39,43.1,2.52,0.36,0,2018-19,34.0
46,Junior Stanislas,ENG,"MF,FW",Bournemouth,ENG-Premier League,28.0,1989.0,23,1031,2,3,5,1,1,3.1,2.3,35.0,58.0,0.17,0.26,12.0,6.0,42.9,1.0,7.0,2.0,15.0,0.0,0,0.0,0,0.0,0,0.0,0.0,405.0,548.0,73.9,1986.0,85.8,78.7,44.9,15.0,28.0,22.0,17.0,26.0,46.2,14.0,35.0,24.0,6.0,21.0,2,33.0,27.3,2.88,0.03,0.11,43.5,3.4,0.35,0,2018-19,37.0
47,Lewis Cook,ENG,MF,Bournemouth,ENG-Premier League,21.0,1997.0,13,723,0,0,0,0,0,0.1,0.1,11.0,48.0,0.0,0.0,13.0,6.0,42.1,2.0,6.0,8.0,7.0,1.0,0,0.0,0,0.0,0,0.0,0.0,329.0,407.0,80.8,1568.0,88.0,85.7,63.5,2.0,27.0,6.0,16.0,16.0,62.5,6.0,11.0,9.0,3.0,12.0,0,4.0,0.0,0.5,0.0,,33.3,1.99,0.37,0,2018-19,29.0
48,Lys Mousset,FRA,FW,Bournemouth,ENG-Premier League,22.0,1996.0,24,368,1,0,1,1,0,1.4,1.4,5.0,12.0,0.24,0.0,3.0,1.0,25.0,0.0,3.0,1.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,87.0,124.0,70.2,222.0,76.6,68.8,100.0,4.0,9.0,4.0,2.0,19.0,52.6,9.0,5.0,3.0,3.0,20.0,1,12.0,58.3,2.93,0.08,0.14,40.9,2.45,0.0,0,2018-19,30.0
49,Mark Travers,IRL,GK,Bournemouth,ENG-Premier League,19.0,1999.0,2,180,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0.0,41.0,56.0,73.2,693.0,100.0,100.0,41.7,0.0,0.0,0.0,61.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,,,0.5,0.0,0,2018-19,27.0
50,Nathan Aké,NED,DF,Bournemouth,ENG-Premier League,23.0,1995.0,38,3411,4,0,4,4,0,3.4,3.4,20.0,98.0,0.11,0.0,66.0,35.0,62.9,35.0,16.0,32.0,241.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1491.0,1733.0,86.0,10116.0,91.1,90.0,60.4,7.0,74.0,6.0,305.0,5.0,60.0,2.0,20.0,18.0,2.0,18.0,4,25.0,32.0,0.66,0.16,0.5,56.6,0.63,0.03,0,2018-19,31.0
51,Nathaniel Clyne,ENG,DF,Bournemouth,ENG-Premier League,27.0,1991.0,14,1143,0,1,1,0,0,0.1,0.1,14.0,39.0,0.0,0.08,33.0,18.0,47.8,3.0,10.0,16.0,33.0,1.0,0,0.0,0,0.0,0,0.0,0.0,451.0,595.0,75.8,2723.0,88.3,73.9,37.7,4.0,22.0,9.0,35.0,9.0,44.4,5.0,14.0,12.0,1.0,8.0,0,2.0,0.0,0.16,0.0,,29.4,0.94,0.24,0,2018-19,35.0
52,Ryan Fraser,SCO,"MF,FW",Bournemouth,ENG-Premier League,24.0,1994.0,38,3166,7,14,21,7,0,4.7,4.7,119.0,142.0,0.2,0.4,19.0,11.0,31.3,6.0,17.0,22.0,33.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1013.0,1490.0,68.0,5476.0,81.7,70.0,39.8,92.0,70.0,68.0,33.0,53.0,45.3,29.0,119.0,73.0,28.0,52.0,7,51.0,49.0,1.45,0.14,0.28,25.0,4.24,0.6,0,2018-19,32.0
