player,league,season,xg,np_xg,xa,key_passes,xg_chain,xg_buildup
Rúben Neves,Premier League,2020-21,4.744082765653729,2.4605759885162115,2.061172278597951,33,6.995870877057314,4.6739716026932
Rúben Vinagre,Premier League,2020-21,0.0,0.0,0.0,0,0.17874620109796524,0.17874620109796524
Theo Corbeanu,Premier League,2020-21,0.0,0.0,0.023469800129532814,1,0.023469800129532814,0.0
Vitinha,Premier League,2020-21,0.6649116026237607,0.6649116026237607,0.7201342023909092,12,1.9456945769488811,1.4773436626419425
Willian José,Premier League,2020-21,1.4292719885706902,1.4292719885706902,1.2711049672216177,12,2.07121398486197,0.7192586064338684
Willy Boly,Premier League,2020-21,1.1301859011873603,1.1301859011873603,0.5512952953577042,3,2.838236978277564,2.663166480138898
Aaron Ramsdale,Premier League,2021-22,0.0,0.0,0.0,0,3.995810028165579,3.995810028165579
Ainsley Maitland-Niles,Premier League,2021-22,0.029720098711550236,0.029720098711550236,0.22736240178346634,3,0.6360606998205185,0.38906870782375336
Albert Sambi Lokonga,Premier League,2021-22,0.585317600518465,0.585317600518465,0.8354285042732954,18,5.447862323373556,4.692085664719343
Alexandre Lacazette,Premier League,2021-22,7.625774389132857,5.342271422967315,3.2550142742693424,29,9.149895284324884,3.0975794158875942
Ben White,Premier League,2021-22,0.6877354960888624,0.6877354960888624,1.1921783965080976,13,10.001042181625962,9.336444577202201
Bernd Leno,Premier League,2021-22,0.0,0.0,0.0,0,0.1893833950161934,0.1893833950161934
Bukayo Saka,Premier League,2021-22,9.905906103551388,8.383569121360779,7.6313808765262365,68,19.44989830069244,9.058580647222698
Calum Chambers,Premier League,2021-22,0.26563410088419914,0.26563410088419914,0.17693210020661354,3,2.581540483981371,2.4068506844341755
Cédric Soares,Premier League,2021-22,0.48968339897692204,0.48968339897692204,1.5193457724526525,18,5.350092962384224,4.6192956287413836
Eddie Nketiah,Premier League,2021-22,4.993681591004133,4.993681591004133,1.6652061231434345,13,7.677356168627739,2.160008793696761
Emile Smith-Rowe,Premier League,2021-22,5.36384779214859,5.36384779214859,3.033005226403475,30,10.874114144593477,4.788454380817711
Folarin Balogun,Premier League,2021-22,0.15745499730110168,0.15745499730110168,0.0,0,0.15745499730110168,0.0
Gabriel,Premier League,2021-22,3.5427271053195,3.5427271053195,0.2485223039984703,8,11.80418819282204,11.412368149496615
Gabriel Martinelli,Premier League,2021-22,8.86431922391057,8.103149194270372,4.0846668761223555,34,10.528596667572856,2.5605143029242754
Granit Xhaka,Premier League,2021-22,1.1074839858338237,1.1074839858338237,2.4247115943580866,32,13.480487655848265,10.990657599642873
Kieran Tierney,Premier League,2021-22,0.6144815096631646,0.6144815096631646,1.246632007881999,20,6.7281964011490345,5.27379622682929
