player_id,player,team,league,season,age,nationality,minutes,goals_per90,assists_per90,ga_nopk_per90,shots,shots_on_target,goals_per_shot,tackles,interceptions,fouls_drawn,crosses_per90,progressive_passes_per90,key_passes_per90,pass_completion_pct,sca_per90,passes_final_third_total,xa_per90,np_xg_per90,xg_chain,xg_buildup,cluster,pc1,pc2,similarity_to_kroos
Benjamin Henrichs_2020-21,Benjamin Henrichs,RB Leipzig,Bundesliga,2020-21,23,GER,540,0.0,0.17,0.17,0.83,0.33,0.0,1.0,1.5,2.0,2.6667,0.4231,0.0385,75.0,1.16,25.0,0.0938,0.0384,2.0802866742014885,1.3454446867108345,,,,
Benjamin Mendy_2020-21,Benjamin Mendy,Manchester City,Premier League,2020-21,26,FRA,953,0.19,0.09,0.28,0.57,0.19,0.33,0.8491,0.3774,0.0,2.9245,0.2107,0.0363,81.1,1.79,25.0,0.0284,0.0315,2.7691371738910675,2.3486030250787735,0.0,-0.6587,0.0288,0.6726
Benjamin Stambouli_2020-21,Benjamin Stambouli,Schalke 04,Bundesliga,2020-21,29,FRA,1956,0.0,0.09,0.09,0.09,0.05,0.0,1.5207,2.212,0.7834,0.5069,0.1956,0.0153,72.6,1.06,68.0,0.0281,0.002,3.3181265369057655,2.7969325967133045,1.0,-3.0297,0.1511,0.5367
Bernard_2020-21,Bernard,Everton,Premier League,2020-21,27,BRA,455,0.2,0.0,0.2,1.19,0.4,0.17,0.5882,1.5686,1.3725,2.549,0.6099,0.1648,81.1,4.35,17.0,0.103,0.038,1.2825448121875525,0.7026601061224937,,,,
Bernardo_2020-21,Bernardo,Brighton,Premier League,2020-21,25,BRA,206,0.0,0.0,0.0,1.75,0.0,0.0,3.4783,0.8696,0.4348,2.1739,1.3107,0.2913,71.8,2.2,3.0,0.0755,0.1381,0.2732999920845032,0.0921647027134895,,,,
Bernardo Silva_2020-21,Bernardo Silva,Manchester City,Premier League,2020-21,25,POR,2065,0.09,0.26,0.35,1.22,0.57,0.07,0.655,0.6987,0.786,1.3974,0.1944,0.0436,89.7,3.66,71.0,0.2106,0.1572,17.112391721457243,10.653524532914162,0.0,0.7732,1.3424,0.7622
Bersant Celina_2020-21,Bersant Celina,Dijon,Ligue 1,2020-21,23,KVX,2298,0.0,0.2,0.2,0.98,0.2,0.0,0.5098,0.3529,0.7843,4.7059,0.1383,0.0587,75.5,2.98,85.0,0.1496,0.0512,6.1356883980333805,2.8187474999576807,2.0,0.5834,0.1759,0.669
Bertrand Traoré_2020-21,Bertrand Traoré,Aston Villa,Premier League,2020-21,24,BFA,2317,0.27,0.23,0.5,2.49,0.93,0.11,0.3891,0.6226,1.5564,3.8911,0.0831,0.0378,70.4,3.22,32.0,0.1779,0.2453,9.835362154990436,1.3322146972641349,2.0,2.6988,-1.2347,0.5712
Billy Gilmour_2020-21,Billy Gilmour,Chelsea,Premier League,2020-21,19,SCO,261,0.0,0.0,0.0,0.34,0.0,0.0,0.6897,0.6897,0.6897,0.6897,1.2414,0.2069,86.8,1.38,21.0,0.0426,0.0176,0.5436723902821541,0.4064304009079933,,,,
Blendi Idrizi_2020-21,Blendi Idrizi,Schalke 04,Bundesliga,2020-21,22,KVX,238,0.38,0.0,0.38,1.51,0.38,0.25,1.9231,1.1538,0.3846,0.3846,0.6303,0.1261,69.4,0.38,4.0,0.1165,0.1564,1.108545519411564,0.3989560008049011,,,,
Bobby Adekanye_2020-21,Bobby Adekanye,Cádiz,La Liga,2020-21,21,NED,36,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,70.0,0.0,0.0,0.0,0.8847,0.3725798111408949,0.0187047999352216,,,,
Bobby De Cordova-Reid_2020-21,Bobby De Cordova-Reid,Fulham,Premier League,2020-21,27,JAM,2372,0.19,0.08,0.27,1.29,0.34,0.15,0.5303,0.8333,0.8333,1.4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Borja García_2020-21,Borja García,Huesca,La Liga,2020-21,29,ESP,1117,0.08,0.0,0.08,1.13,0.16,0.07,0.7258,0.8065,2.6613,0.9677,0.234,0.0767,85.6,3.23,41.0,0.0,0.0,0.0,0.0,0.0,-1.0209,0.9393,0.6944
Borja Sainz_2020-21,Borja Sainz,Alavés,La Liga,2020-21,19,ESP,453,0.2,0.0,0.2,1.39,0.79,0.14,0.8,1.4,1.4,2.4,0.0378,0.0284,77.1,1.19,6.0,0.1199,0.1766,1.799047227948904,0.7912950105965137,,,,
Borja Valero_2020-21,Borja Valero,Fiorentina,Serie A,2020-21,35,ESP,491,0.0,0.0,0.0,0.92,0.0,0.0,1.4545,1.0909,2.7273,0.3636,0.2658,0.0183,90.5,2.2,25.0,0.0071,0.0378,1.0571854822337627,0.8668891862034798,,,,
Borna Sosa_2020-21,Borna Sosa,Stuttgart,Bundesliga,2020-21,22,CRO,2042,0.0,0.4,0.4,0.62,0.18,0.0,0.5286,1.4978,0.6167,9.3392,0.1492,0.0966,69.8,3.75,59.0,0.3018,0.0249,9.373659269884229,4.801307614892721,0.0,1.3445,2.0289,0.6062
Bosko Sutalo_2020-21,Bosko Sutalo,Atalanta,Serie A,2020-21,20,CRO,233,0.0,0.0,0.0,0.0,0.0,0.0,1.9231,1.9231,1.5385,1.1538,0.5518,0.1104,77.6,1.55,7.0,0.0619,0.0,1.8001200333237648,1.666147030889988,,,,
Boubacar Kamara_2020-21,Boubacar Kamara,Marseille,Ligue 1,2020-21,20,FRA,2894,0.0,0.06,0.06,0.59,0.25,0.0,1.5839,1.087,1.7081,0.0932,0.1786,0.0231,86.4,1.99,177.0,0.0548,0.0204,12.283040154725311,11.32936018705368,1.0,-2.3377,0.4409,0.6467
Boubacar Traoré_2020-21,Boubacar Traoré,Metz,Ligue 1,2020-21,18,MLI,54,1.67,0.0,1.67,3.33,1.67,0.5,3.3333,0.0,1.6667,1.6667,3.3333,0.0,75.6,6.67,4.0,0.0,0.0,0.0,0.0,,,,
Boubakary Soumaré_2020-21,Boubakary Soumaré,Lille,Ligue 1,2020-21,21,FRA,1919,0.0,0.05,0.05,0.38,0.14,0.0,1.2676,1.831,0.7512,0.0469,0.2653,0.0191,86.8,1.64,194.0,0.0,0.0,0.0,0.0,1.0,-3.1272,1.0251,0.6249
Bouna Sarr_2020-21,Bouna Sarr,Marseille,Ligue 1,2020-21,28,SEN,76,0.0,0.0,0.0,1.18,0.0,0.0,1.25,1.25,2.5,2.5,2.9605,0.0,87.1,0.0,3.0,0.0,0.0206,0.5205058082938194,0.5040388032793999,,,,
Brahim Díaz_2020-21,Brahim Díaz,Milan,Serie A,2020-21,20,MAR,1228,0.29,0.22,0.51,1.91,0.59,0.15,0.7353,0.1471,2.1324,1.1765,0.1167,0.0543,85.0,3.51,28.0,0.0,0.0,0.0,0.0,2.0,0.82,-0.2741,0.6318
Brais Méndez_2020-21,Brais Méndez,Celta Vigo,La Liga,2020-21,23,ESP,2671,0.3,0.0,0.27,1.68,0.74,0.16,1.0438,1.1448,2.0875,1.1111,0.1169,0.0178,77.0,2.06,80.0,0.099,0.2436,16.74694986268878,9.00229837745428,2.0,0.2218,-1.373,0.5758
Breel Embolo_2020-21,Breel Embolo,Gladbach,Bundesliga,2020-21,23,SUI,1440,0.31,0.12,0.44,2.56,1.31,0.12,0.5625,0.5625,3.4375,0.3125,0.0625,0.0323,72.0,3.38,15.0,0.1129,0.4708,11.13139272853732,3.9691374003887177,2.0,2.8365,-2.0801,0.4916
Brian Behrendt_2020-21,Brian Behrendt,Arminia,Bundesliga,2020-21,28,GER,79,0.0,0.0,0.0,2.28,0.0,0.0,1.1111,0.0,0.0,1.1111,0.7595,0.0,65.5,1.13,4.0,0.0,0.0741,0.105555297806859,0.105555297806859,,,,
Bruno Fernandes_2020-21,Bruno Fernandes,Manchester Utd,Premier League,2020-21,25,POR,3099,0.52,0.35,0.61,3.51,1.48,0.07,0.9012,0.7849,1.5407,4.8837,0.2237,0.0746,74.1,5.34,193.0,0.3336,0.2444,26.91141940653324,11.932286506518722,3.0,4.5789,1.4126,0.6002
Bruno Guimarães_2020-21,Bruno Guimarães,Lyon,Ligue 1,2020-21,22,BRA,1754,0.15,0.05,0.15,1.33,0.72,0.08,2.1538,0.7179,1.8974,0.8718,0.3048,0.028,89.2,3.38,156.0,0.101,0.0913,13.717924859374762,10.533151436597109,0.0,-1.4484,1.63,0.7061
Bruno Peres_2020-21,Bruno Peres,Roma,Serie A,2020-21,30,BRA,1427,0.06,0.13,0.19,0.76,0.38,0.08,0.6289,1.761,1.0063,4.2767,0.0757,0.0589,82.0,2.65,27.0,0.2719,0.0785,9.766240935772656,6.725256685167551,0.0,-0.1272,0.5579,0.6212
Bryan Cristante_2020-21,Bryan Cristante,Roma,Serie A,2020-21,25,ITA,2155,0.04,0.13,0.17,1.17,0.33,0.04,0.9205,1.6736,0.5439,0.4184,0.1744,0.0197,82.6,1.79,112.0,0.0727,0.099,12.023616772145033,8.874589961022139,1.0,-1.3029,0.1502,0.6521
Bryan Dabo_2020-21,Bryan Dabo,Benevento,Serie A,2020-21,28,BFA,1117,0.0,0.0,0.0,0.97,0.16,0.0,0.5645,1.0484,1.5323,1.129,0.1934,0.0226,76.7,1.85,45.0,0.0216,0.0638,2.623601951636374,2.2165255965664983,1.0,-1.4083,-0.6575,0.6103
Bryan Gil_2020-21,Bryan Gil,Eibar,La Liga,2020-21,19,ESP,2265,0.16,0.12,0.28,1.55,0.64,0.1,0.7143,0.7143,1.8651,7.6587,0.1121,0.0695,67.7,4.13,32.0,0.0,0.0,0.0,0.0,2.0,0.3228,-0.8378,0.5847
Bryan Reynolds_2020-21,Bryan Reynolds,Roma,Serie A,2020-21,19,USA,283,0.0,0.0,0.0,0.0,0.0,0.0,0.3226,1.6129,0.9677,2.2581,0.5724,0.0636,82.4,0.95,9.0,0.0087,0.0,0.9330739974975586,0.9062550067901612,,,,
Bukayo Saka_2020-21,Bukayo Saka,Arsenal,Premier League,2020-21,18,ENG,2553,0.18,0.11,0.28,2.15,0.71,0.08,0.5634,0.9155,2.2535,5.1761,0.1113,0.0419,73.9,3.81,55.0,0.1589,0.2524,18.292466957122087,9.18044448364526,2.0,1.5289,-0.8898,0.6187
Burgui_2020-21,Burgui,Alavés,La Liga,2020-21,26,ESP,21,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125770000740885,0.0125770000740885,,,,
Caio Henrique Oliveira Silva_2020-21,Caio Henrique Oliveira Silva,Monaco,Ligue 1,2020-21,23,BRA,2368,0.0,0.15,0.15,0.19,0.04,0.0,1.2928,0.5703,0.4563,3.0038,0.1177,0.0319,79.0,2.17,71.0,0.0,0.0,0.0,0.0,1.0,-1.6799,-0.3621,0.5976
Caleb Watts_2020-21,Caleb Watts,Southampton,Premier League,2020-21,18,AUS,39,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0,0.0,61.5,2.31,0.0,0.0,0.0,0.0,0.0,,,,
Callum Hudson-Odoi_2020-21,Callum Hudson-Odoi,Chelsea,Premier League,2020-21,19,ENG,1059,0.17,0.25,0.42,1.95,0.59,0.09,1.2712,0.5085,0.678,5.0,0.2771,0.1145,80.9,5.35,29.0,0.2631,0.1161,7.824364004656672,5.499200417660177,0.0,2.1003,3.0239,0.8058
Callum Robinson_2020-21,Callum Robinson,West Brom,Premier League,2020-21,25,IRL,1560,0.29,0.0,0.29,1.79,0.63,0.16,0.4046,0.3468,1.0983,2.3121,0.0556,0.033,69.1,2.65,23.0,0.0607,0.1851,5.216542601585388,1.5963358916342258,2.0,1.2453,-2.5176,0.5072
Can Bozdogan_2020-21,Can Bozdogan,Schalke 04,Bundesliga,2020-21,19,GER,651,0.0,0.28,0.28,1.11,0.28,0.0,1.25,1.1111,2.2222,2.0833,0.158,0.0494,72.6,1.38,10.0,0.1406,0.0778,1.9322264026850464,1.2332348078489304,,,,
Carles Aleñá_2020-21,Carles Aleñá,Getafe,La Liga,2020-21,22,ESP,1366,0.13,0.13,0.26,1.98,0.59,0.07,0.5263,0.1316,1.7105,4.0132,0.2306,0.0749,66.0,4.35,52.0,0.1548,0.1187,6.107897952198982,2.7208724208176136,2.0,1.9486,0.2404,0.6639
Carles Pérez_2020-21,Carles Pérez,Roma,Serie A,2020-21,22,ESP,773,0.23,0.12,0.35,2.68,0.93,0.09,0.4651,0.6977,0.814,3.0233,0.0887,0.0832,77.1,3.84,10.0,0.1509,0.3352,5.875416722148657,2.460090836510062,,,,
Carlos Clerc_2020-21,Carlos Clerc,Levante,La Liga,2020-21,28,ESP,2781,0.0,0.1,0.1,0.19,0.13,0.0,0.9385,1.3269,1.1003,3.8511,0.1359,0.0203,75.6,1.65,103.0,0.1093,0.0086,11.409060135483742,8.03650764375925,1.0,-1.7037,-0.3273,0.6002
Carlos Fernández_2020-21,Carlos Fernández,Real Sociedad,La Liga,2020-21,24,ESP,390,0.23,0.46,0.69,1.62,0.92,0.14,0.2326,0.0,2.093,0.6977,0.2098,0.1259,64.3,2.3,5.0,0.366,0.3351,2.6202492974698544,0.7668311968445778,,,,
Carlos Gruezo_2020-21,Carlos Gruezo,Augsburg,Bundesliga,2020-21,25,ECU,2084,0.0,0.0,0.0,0.69,0.0,0.0,1.4224,1.7241,0.5172,0.0862,0.1218,0.0123,79.5,1.12,57.0,0.016,0.0152,4.397865459322929,3.752178037539125,1.0,-2.8183,-0.6945,0.5459
Carlos Soler_2020-21,Carlos Soler,Valencia,La Liga,2020-21,23,ESP,2735,0.36,0.26,0.39,1.22,0.59,0.11,0.8553,0.7566,1.2171,4.1118,0.1573,0.0463,80.6,2.73,140.0,0.1737,0.0895,9.745370004326103,5.717746814712882,2.0,1.2639,0.4814,0.6941
Carney Chukwuemeka_2020-21,Carney Chukwuemeka,Aston Villa,Premier League,2020-21,16,AUT,20,0.0,0.0,0.0,4.5,0.0,0.0,10.0,0.0,0.0,0.0,2.2502,0.0,66.7,0.0,0.0,0.0,0.2802,0.0560439005494117,0.0,,,,
Casemiro_2020-21,Casemiro,Real Madrid,La Liga,2020-21,28,BRA,2901,0.19,0.12,0.31,1.43,0.34,0.13,1.4907,2.1118,1.7081,0.6832,0.1232,0.0228,82.8,1.71,136.0,0.0902,0.2078,14.214774006046357,10.204971102066338,1.0,-0.9576,-0.0662,0.5895
Casimir Ninga_2020-21,Casimir Ninga,Angers,Ligue 1,2020-21,27,CHA,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,3.3333,15.6495,0.0,70.0,0.0,1.0,0.0,0.0,0.5376930236816406,0.5376930236816406,,,,
Cebio Soukou_2020-21,Cebio Soukou,Arminia,Bundesliga,2020-21,27,BEN,458,0.2,0.0,0.2,1.77,0.2,0.11,1.7647,0.3922,1.1765,0.5882,0.1123,0.0561,85.1,1.97,5.0,0.0464,0.0833,0.6237573008984327,0.0874863993376493,,,,
Cedric Teuchert_2020-21,Cedric Teuchert,Union Berlin,Bundesliga,2020-21,23,GER,754,0.36,0.12,0.48,2.86,1.19,0.13,0.5952,0.5952,1.6667,1.1905,0.0845,0.0398,68.1,2.39,15.0,0.1122,0.4327,5.573095675557852,1.439329758286476,,,,
Cengiz Ünder_2020-21,Cengiz Ünder,Leicester City,Premier League,2020-21,23,TUR,281,0.0,0.64,0.64,2.88,0.32,0.0,0.3226,0.6452,0.9677,5.1613,0.2491,0.2135,70.0,4.82,8.0,0.5368,0.0815,2.688688376918435,1.0227029919624329,,,,
Cenk Tosun_2020-21,Cenk Tosun,Everton,Premier League,2020-21,29,TUR,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,66.7,3.75,0.0,0.1482,0.0,0.1080660000443458,0.0339872017502784,,,,
Cesc Fàbregas_2020-21,Cesc Fàbregas,Monaco,Ligue 1,2020-21,33,ESP,877,0.21,0.31,0.31,1.03,0.41,0.0,1.3402,1.4433,1.3402,7.0103,0.562,0.1222,78.4,6.05,89.0,0.2574,0.1531,8.172041971236467,4.945772401988506,,,,
Charles Abi_2020-21,Charles Abi,Saint-Étienne,Ligue 1,2020-21,20,FRA,912,0.3,0.2,0.49,1.87,0.39,0.16,0.198,0.396,0.7921,0.297,0.0863,0.0247,63.4,1.38,11.0,0.0,0.0,0.0,0.0,2.0,1.2278,-2.2618,0.4897
Charles Aránguiz_2020-21,Charles Aránguiz,Leverkusen,Bundesliga,2020-21,31,CHI,1669,0.0,0.0,0.0,0.22,0.11,0.0,1.2432,1.7297,1.3514,0.2703,0.3056,0.0385,85.4,1.94,113.0,0.0492,0.0218,6.789506200700998,6.031421080231667,1.0,-2.7953,1.5917,0.6649
Charles Costes_2020-21,Charles Costes,Dijon,Ligue 1,2020-21,17,FRA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Cheick Doucouré_2020-21,Cheick Doucouré,Lens,Ligue 1,2020-21,20,MLI,2627,0.07,0.03,0.1,1.2,0.17,0.06,1.5411,1.7466,0.5479,0.137,0.1858,0.027,86.2,2.4,143.0,0.0,0.0,0.0,0.0,1.0,-2.5569,0.3781,0.6165
Cheick Doukouré_2020-21,Cheick Doukouré,Levante,La Liga,2020-21,27,CIV,101,0.0,0.0,0.0,0.0,0.0,0.0,3.6364,0.0,2.7273,0.0,0.3819,0.1273,83.7,0.87,2.0,0.0,0.0,0.0,0.0,,,,
Cheick Souaré_2020-21,Cheick Souaré,Marseille,Ligue 1,2020-21,17,FRA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Cheick Traoré_2020-21,Cheick Traoré,Lens,Ligue 1,2020-21,25,MLI,39,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,2.3076,0.0,61.5,0.0,1.0,0.0,0.0,0.1975920051336288,0.1975920051336288,,,,
Cheikh Tidiane Sabaly_2020-21,Cheikh Tidiane Sabaly,Metz,Ligue 1,2020-21,21,SEN,12,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Chema_2020-21,Chema,Getafe,La Liga,2020-21,28,ESP,557,0.0,0.0,0.0,0.48,0.16,0.0,0.9677,1.9355,0.4839,0.1613,0.2747,0.0323,60.0,0.65,13.0,0.0,0.0,0.0,0.0,,,,
Christian Eriksen_2020-21,Christian Eriksen,Inter,Serie A,2020-21,28,DEN,1385,0.19,0.0,0.19,1.88,0.71,0.1,0.3247,0.7143,0.2597,6.7532,0.2149,0.075,81.3,3.83,81.0,0.1551,0.0767,8.246589144691825,6.635258220136166,0.0,0.8717,0.5831,0.7065
Christian Gebauer_2020-21,Christian Gebauer,Arminia,Bundesliga,2020-21,26,AUT,687,0.13,0.13,0.26,1.31,0.52,0.1,0.5263,0.6579,1.1842,1.1842,0.0797,0.0627,63.7,2.09,12.0,0.1305,0.2519,3.2102675084024668,0.3598337974399328,,,,
Christian Gentner_2020-21,Christian Gentner,Union Berlin,Bundesliga,2020-21,34,GER,1033,0.0,0.0,0.0,0.61,0.0,0.0,0.6957,1.4783,1.3913,0.8696,0.1782,0.0317,75.0,1.74,40.0,0.0835,0.0205,2.875162784010172,2.4097301065921783,1.0,-1.685,-0.2703,0.6077
Christian Groß_2020-21,Christian Groß,Werder Bremen,Bundesliga,2020-21,31,GER,1468,0.0,0.06,0.06,0.43,0.06,0.0,1.8405,1.6564,1.0429,0.0613,0.1466,0.016,84.9,1.04,45.0,0.0367,0.0135,3.310945250093937,2.98593539185822,1.0,-3.0347,0.222,0.5774
Christian Günter_2020-21,Christian Günter,Freiburg,Bundesliga,2020-21,27,GER,3060,0.09,0.09,0.18,0.79,0.21,0.11,0.6176,1.0,0.5588,6.2059,0.0995,0.0588,72.2,3.18,89.0,0.1731,0.0252,10.019230235368012,6.679834362119436,2.0,0.0421,-0.3206,0.6223
Christian Kouamé_2020-21,Christian Kouamé,Fiorentina,Serie A,2020-21,22,CIV,995,0.09,0.09,0.18,1.54,0.54,0.06,0.4505,0.3604,2.973,0.6306,0.0439,0.0329,71.8,1.72,15.0,0.1081,0.316,4.358870219439268,0.497275099158287,2.0,1.3757,-1.9998,0.5307
Christian Oliva_2020-21,Christian Oliva,Cagliari,Serie A,2020-21,24,URU,388,0.0,0.23,0.23,0.0,0.0,0.0,0.9302,1.3953,1.1628,0.6977,0.4175,0.0464,81.0,0.93,13.0,0.0267,0.0,0.2852917984127998,0.2294657975435257,,,,
Christian Oliva_2020-21,Christian Oliva,Valencia,La Liga,2020-21,24,URU,198,0.0,0.91,0.91,0.91,0.45,0.0,0.0,2.7273,1.3636,0.4545,0.404,0.101,81.7,2.71,5.0,0.0502,0.0134,0.3683917000889778,0.2285316027700901,,,,
Christian Pulisic_2020-21,Christian Pulisic,Chelsea,Premier League,2020-21,21,USA,1738,0.21,0.1,0.31,2.23,0.83,0.09,0.7254,0.5699,1.7098,1.8653,0.1573,0.0479,79.6,3.57,34.0,0.1431,0.3511,14.59386957809329,7.101113624870777,2.0,1.8711,-0.368,0.6485
Christoph Baumgartner_2020-21,Christoph Baumgartner,Hoffenheim,Bundesliga,2020-21,20,AUT,2369,0.23,0.11,0.34,2.36,0.84,0.1,1.2548,0.9886,2.0152,0.8365,0.1348,0.0417,73.5,3.16,65.0,0.1346,0.2131,14.06340174935758,8.4560822006315,2.0,1.0646,-0.5368,0.6387
Christoph Kramer_2020-21,Christoph Kramer,Gladbach,Bundesliga,2020-21,29,GER,2033,0.0,0.09,0.09,0.44,0.04,0.0,1.6814,1.5044,0.885,0.3097,0.1787,0.0158,85.5,1.77,92.0,0.0422,0.0119,6.756241401657462,5.997417749837041,1.0,-2.773,0.4951,0.6158
Christopher Lenz_2020-21,Christopher Lenz,Union Berlin,Bundesliga,2020-21,25,GER,2248,0.0,0.12,0.12,0.64,0.24,0.0,1.6,1.52,0.76,3.04,0.1394,0.0297,70.9,1.92,82.0,0.0969,0.0402,8.98623538017273,6.291517427191138,1.0,-1.6567,-0.1058,0.5929
Christopher Nkunku_2020-21,Christopher Nkunku,RB Leipzig,Bundesliga,2020-21,22,FRA,1892,0.29,0.29,0.57,2.62,1.24,0.11,0.5238,0.4286,2.381,6.8571,0.1291,0.1206,76.0,6.8,57.0,0.3628,0.3573,17.105754286050797,7.340989783406258,3.0,4.8341,1.4234,0.5809
Christopher Scott_2020-21,Christopher Scott,Bayern Munich,Bundesliga,2020-21,18,GER,34,0.0,0.0,0.0,2.65,0.0,0.0,2.5,0.0,0.0,0.0,1.3235,0.0,77.8,0.0,1.0,0.0,0.0897,0.0358637012541294,0.0,,,,
Christopher Trimmel_2020-21,Christopher Trimmel,Union Berlin,Bundesliga,2020-21,33,AUT,2572,0.03,0.31,0.35,0.28,0.1,0.13,0.8741,1.6434,0.3846,7.3077,0.0959,0.0666,70.4,3.25,57.0,0.1896,0.0115,8.519934692420065,5.866681293584406,0.0,-0.0987,0.7393,0.593
Cifu_2020-21,Cifu,Elche,La Liga,2020-21,29,ESP,451,0.0,0.0,0.0,0.6,0.0,0.0,1.6,1.6,1.2,2.0,0.1814,0.0,72.8,0.0,5.0,0.0,0.0,0.0,0.0,,,,
Clément Grenier_2020-21,Clément Grenier,Rennes,Ligue 1,2020-21,29,FRA,1078,0.33,0.25,0.5,2.25,0.75,0.11,0.6667,0.75,1.3333,4.6667,0.3267,0.0907,79.2,4.43,73.0,0.181,0.1633,4.348573628813028,2.659013371914625,3.0,2.4739,2.3121,0.7867
Clément Michelin_2020-21,Clément Michelin,Lens,Ligue 1,2020-21,23,FRA,1154,0.0,0.31,0.31,0.94,0.16,0.0,1.4062,1.9531,1.0938,6.6406,0.081,0.051,70.5,2.42,27.0,0.0,0.0,0.0,0.0,1.0,-1.2788,0.0534,0.5356
Conor Gallagher_2020-21,Conor Gallagher,West Brom,Premier League,2020-21,20,ENG,2531,0.07,0.07,0.14,1.03,0.25,0.07,1.3523,0.9609,2.242,2.3843,0.115,0.0237,76.8,1.64,75.0,0.0505,0.0549,5.059539873152971,3.1247856905683875,1.0,-1.2737,-0.7627,0.6092
Conor Hourihane_2020-21,Conor Hourihane,Aston Villa,Premier League,2020-21,29,IRL,225,0.4,0.4,0.8,2.0,0.8,0.2,0.0,0.0,0.0,10.8,2.3,0.5,74.4,3.2,13.0,0.3677,0.2272,0.6681756898760796,0.1905576959252357,,,,
Corentin Tolisso_2020-21,Corentin Tolisso,Bayern Munich,Bundesliga,2020-21,25,FRA,781,0.12,0.0,0.12,1.38,0.81,0.08,2.1839,0.5747,1.7241,1.3793,0.4898,0.0576,86.0,2.42,61.0,0.0429,0.3066,5.875509046018124,3.4211167693138123,,,,
Cristian Ansaldi_2020-21,Cristian Ansaldi,Torino,Serie A,2020-21,33,ARG,1947,0.05,0.28,0.28,0.83,0.32,0.0,1.5741,0.8333,1.0185,8.2407,0.0984,0.0537,67.6,3.33,64.0,0.2433,0.0456,6.657869837246835,3.2433235216885805,2.0,0.4455,0.4126,0.6097
Cristian Battocchio_2020-21,Cristian Battocchio,Brest,Ligue 1,2020-21,28,ITA,355,0.0,0.0,0.0,1.01,0.25,0.0,0.7692,1.2821,0.5128,4.359,0.338,0.0845,81.8,4.3,16.0,0.0869,0.0881,1.331914701499045,0.9685998102650046,,,,
Cristian Tello_2020-21,Cristian Tello,Real Betis,La Liga,2020-21,28,ESP,1283,0.35,0.21,0.56,2.46,0.98,0.14,0.7692,0.6294,0.5594,2.028,0.1016,0.0484,77.0,3.09,18.0,0.1531,0.1807,6.694115916267037,2.240254320204258,2.0,2.2133,-0.5705,0.6303
Cristiano Biraghi_2020-21,Cristiano Biraghi,Fiorentina,Serie A,2020-21,27,ITA,2803,0.03,0.16,0.19,0.83,0.22,0.04,0.8039,0.9325,0.7717,9.1318,0.1073,0.045,67.7,2.95,78.0,0.212,0.058,10.244553415104749,6.0561589282006025,2.0,0.2596,-0.3426,0.6128
Cristóbal Montiel_2020-21,Cristóbal Montiel,Fiorentina,Serie A,2020-21,20,ESP,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Cucho_2020-21,Cucho,Getafe,La Liga,2020-21,21,COL,1466,0.12,0.18,0.31,1.72,0.68,0.07,0.7362,0.4294,1.9632,2.5767,0.1068,0.0534,65.4,2.46,21.0,0.0,0.0,0.0,0.0,2.0,0.5337,-1.1701,0.5668
Curtis Jones_2020-21,Curtis Jones,Liverpool,Premier League,2020-21,19,ENG,1179,0.08,0.15,0.23,1.45,0.69,0.05,0.5344,1.374,0.9924,0.5344,0.2831,0.0382,91.6,3.05,87.0,0.1161,0.1343,7.742867568507791,5.182872947305441,0.0,-0.4197,1.6233,0.7657
César Azpilicueta_2020-21,César Azpilicueta,Chelsea,Premier League,2020-21,30,ESP,2188,0.04,0.08,0.12,0.45,0.16,0.09,1.2346,0.9877,0.5761,1.6049,0.2136,0.0427,85.9,2.06,123.0,0.106,0.0207,13.98924983292818,12.338828016072512,1.0,-1.5641,1.0614,0.7195
Daam Foulon_2020-21,Daam Foulon,Benevento,Serie A,2020-21,21,BEL,1021,0.0,0.09,0.09,0.09,0.0,0.0,1.4159,1.1504,2.0354,2.3894,0.138,0.0153,71.8,0.88,23.0,0.0095,0.0009,1.2767135770991445,1.186897792853415,1.0,-2.3126,-0.7433,0.5516
